"TaxaOrder","Taxa","daysToSilk","popStiffStalk","popNonStiffStalk","popTropical","Env","snpPresence","snpAbsence","envE1Presence","envE2Presence","BackgroundPresence","BackgroundAbsence","Phenotype","SNPPresenceFactor"
55,"CI28A",76.5779,0.004,0.749,0.247,"Env1",0,1,1,0,1,0,80.1941822560058,"0"
56,"CI31A",80.2225,0.002,0.994,0.004,"Env1",1,0,1,0,1,0,82.167913044634,"1"
57,"CI3A",78.3931,0.083,0.905,0.012,"Env1",0,1,1,0,1,0,76.473290031591,"0"
58,"CI64",76.727,0.012,0.986,0.002,"Env1",0,1,1,0,1,0,84.8630738279808,"0"
59,"CI66",82.7365,0.011,0.935,0.054,"Env1",0,1,1,0,1,0,78.9118160455083,"0"
60,"CI7",75.9223,0.004,0.994,0.001,"Env1",1,0,1,0,1,0,78.9984403800454,"1"
61,"CI90C",79.0715,0.003,0.737,0.26,"Env1",0,1,1,0,1,0,87.7119711535174,"0"
62,"CI91B",74.0808,0.002,0.997,0.002,"Env1",1,0,1,0,1,0,68.5091251545825,"1"
63,"CM105",63.3495,0.995,0.004,0.001,"Env1",1,0,1,0,0,1,65.0272145889552,"1"
64,"CM174",62.7155,0.997,0.002,0.001,"Env1",1,0,1,0,0,1,68.0890853845766,"1"
65,"CM37",56.9015,0.013,0.969,0.017,"Env1",1,0,1,0,1,0,57.5417487377155,"1"
66,"CM7",59.8961,0.059,0.939,0.002,"Env1",0,1,1,0,1,0,58.3303810111776,"0"
67,"CML10",94.6511,0.002,0.002,0.995,"Env1",1,0,1,0,0,1,95.6371768847314,"1"
68,"CML103",76.315,0.003,0.005,0.992,"Env1",1,0,1,0,0,1,72.6678071933013,"1"
69,"CML108",81.1927,0.002,0.099,0.899,"Env1",1,0,1,0,0,1,77.6178836433869,"1"
70,"CML11",88.4198,0.003,0.002,0.995,"Env1",0,1,1,0,0,1,92.48100875538,"0"
71,"CML14",96.565,0.001,0.001,0.998,"Env1",0,1,1,0,0,1,102.178826093584,"0"
72,"CML154Q",77.306,0.002,0.005,0.993,"Env1",1,0,1,0,0,1,81.5109144017431,"1"
73,"CML157Q",80.9917,0.004,0.018,0.978,"Env1",1,0,1,0,0,1,91.8294919388151,"1"
74,"CML158Q",85.7192,0.01,0.018,0.971,"Env1",0,1,1,0,0,1,94.7607144000035,"0"
75,"CML218",80.3192,0.01,0.301,0.689,"Env1",0,1,1,0,0,1,78.9874320161143,"0"
76,"CML220",75.4254,0.059,0.053,0.887,"Env1",0,1,1,0,0,1,85.6035465585485,"0"
77,"CML228",88.68,0.003,0.002,0.995,"Env1",1,0,1,0,0,1,97.9473495338635,"1"
78,"CML238",85.8408,0.001,0.004,0.995,"Env1",1,0,1,0,0,1,82.0353876304346,"1"
79,"CML247",90.0765,0.003,0.006,0.991,"Env1",1,0,1,0,0,1,88.5703942047347,"1"
80,"CML254",105.276,0.001,0.006,0.993,"Env1",1,0,1,0,0,1,114.025314430033,"1"
81,"CML258",97.208,0.001,0.002,0.996,"Env1",0,1,1,0,0,1,88.0870458609444,"0"
82,"CML261",97.0905,0.016,0.004,0.981,"Env1",1,0,1,0,0,1,91.0349735840919,"1"
83,"CML264",113.8464,0.002,0.001,0.997,"Env1",0,1,1,0,0,1,113.156856117626,"0"
84,"CML277",88.5572,0.001,0.004,0.995,"Env1",1,0,1,0,0,1,87.1619930375484,"1"
85,"CML281",103.6257,0.023,0.046,0.931,"Env1",1,0,1,0,0,1,99.5790006474116,"1"
86,"CML287",95.2476,0.004,0.022,0.974,"Env1",1,0,1,0,0,1,97.6602303878759,"1"
87,"CML311",92.2112,0.004,0.114,0.882,"Env1",1,0,1,0,0,1,102.829007690863,"1"
88,"CML314",83.3483,0.003,0.002,0.995,"Env1",1,0,1,0,0,1,72.7730829793465,"1"
89,"CML321",90.6385,0.027,0.008,0.966,"Env1",1,0,1,0,0,1,92.7376002589078,"1"
90,"CML322",78.4872,0.01,0.005,0.985,"Env1",0,1,1,0,0,1,85.9833025682105,"0"
91,"CML323",78.2786,0.007,0.34,0.653,"Env1",0,1,1,0,0,1,75.8872909716856,"0"
92,"CML328",82.8199,0.002,0.357,0.641,"Env1",0,1,1,0,1,0,76.5669663133929,"0"
93,"CML331",95.0247,0.002,0.003,0.994,"Env1",1,0,1,0,0,1,103.099785784417,"1"
94,"CML332",84.3217,0.002,0.003,0.994,"Env1",1,0,1,0,0,1,83.9734609255232,"1"
95,"CML333",78.554,0.013,0.029,0.959,"Env1",0,1,1,0,0,1,76.3894813634815,"0"
96,"CML341",88.0196,0.002,0.004,0.995,"Env1",1,0,1,0,0,1,83.2309922684349,"1"
97,"CML38",89.2113,0.001,0.002,0.997,"Env1",1,0,1,0,0,1,102.614561343271,"1"
98,"CML45",99.629,0.001,0.002,0.997,"Env1",1,0,1,0,0,1,99.7657426178644,"1"
99,"CML5",95.8391,0.001,0.034,0.965,"Env1",0,1,1,0,0,1,103.869867125302,"0"
100,"CML52",91.8288,0.002,0.01,0.988,"Env1",1,0,1,0,0,1,98.553626109708,"1"
101,"CML61",113.6148,0.002,0.004,0.994,"Env1",0,1,1,0,0,1,112.360473344221,"0"
102,"CML69",84.73,0.006,0.028,0.966,"Env1",0,1,1,0,0,1,94.1180543744118,"0"
103,"CML77",79.1526,0.005,0.302,0.693,"Env1",0,1,1,0,1,0,75.5545716532418,"0"
104,"CML91",83.7936,0.015,0.218,0.767,"Env1",0,1,1,0,0,1,78.9989869030338,"0"
105,"CML92",79.4707,0.096,0.275,0.629,"Env1",0,1,1,0,1,0,80.9509503755119,"0"
106,"CMV3",59.5986,0.147,0.847,0.006,"Env1",1,0,1,0,1,0,70.1955033138483,"1"
107,"CO106",61.682,0.016,0.973,0.011,"Env1",0,1,1,0,1,0,56.1045786886764,"0"
108,"CO125",63.0639,0.021,0.967,0.012,"Env1",1,0,1,0,1,0,67.5831646489826,"1"
109,"CO255",59.4573,0.009,0.647,0.344,"Env1",0,1,1,0,0,1,53.0761599885412,"0"
110,"DE1",77.5401,0.018,0.98,0.002,"Env1",1,0,1,0,1,0,78.3124176872315,"1"
111,"DE2",74.1241,0.02,0.979,0.001,"Env1",0,1,1,0,1,0,75.9956836194933,"0"
112,"DE3",75.8776,0.24,0.734,0.026,"Env1",0,1,1,0,1,0,73.0903525056531,"0"
113,"DE811",79.1373,0.779,0.218,0.003,"Env1",1,0,1,0,0,1,77.4194527311291,"1"
114,"E2558W",78.516,0.006,0.923,0.07,"Env1",1,0,1,0,1,0,76.3209274642811,"1"
115,"EP1",60.9675,0.001,0.461,0.537,"Env1",1,0,1,0,1,0,63.2284534919597,"1"
116,"F2834T",74.6321,0.026,0.421,0.553,"Env1",0,1,1,0,0,1,71.9684621572297,"0"
117,"F44",82.1659,0.01,0.62,0.369,"Env1",0,1,1,0,1,0,76.1242060724287,"0"
118,"F6",82.2712,0.005,0.745,0.25,"Env1",1,0,1,0,1,0,85.083139657487,"1"
119,"F7",57.7955,0.07,0.608,0.322,"Env1",1,0,1,0,0,1,62.5991368286674,"1"
120,"GA209",83.5588,0.004,0.979,0.017,"Env1",1,0,1,0,1,0,79.0294651862667,"1"
121,"GT112",82.9939,0.008,0.839,0.153,"Env1",1,0,1,0,1,0,83.86981273979,"1"
122,"H105W",70.58,0.753,0.209,0.038,"Env1",0,1,1,0,0,1,76.9954676969906,"0"
123,"H49",73.573,0.002,0.995,0.003,"Env1",0,1,1,0,1,0,73.6781137089312,"0"
124,"H84",76.9237,0.714,0.281,0.004,"Env1",1,0,1,0,0,1,74.9849253757793,"1"
125,"H91",72.4586,0.997,0.002,0.001,"Env1",0,1,1,0,0,1,58.0367669768576,"0"
126,"H95",75.7706,0.001,0.898,0.101,"Env1",1,0,1,0,1,0,85.1254913476002,"1"
127,"H99",68.1534,0.001,0.997,0.002,"Env1",1,0,1,0,1,0,66.7673701477895,"1"
128,"HI27",84.2825,0.207,0.019,0.774,"Env1",1,0,1,0,0,1,81.9695508895333,"1"
129,"HP301",71.7176,0,0,0,"Env1",0,1,1,0,0,1,75.260851560001,"0"
130,"HY",76.059,0.079,0.898,0.024,"Env1",1,0,1,0,1,0,78.9786826344113,"1"
131,"I137TN",77.3085,0.002,0.539,0.459,"Env1",0,1,1,0,0,1,76.7425146644974,"0"
132,"I205",73.1494,0.23,0.767,0.003,"Env1",1,0,1,0,1,0,71.3706998036376,"1"
134,"IA2132",66.9151,0,0,0,"Env1",0,1,1,0,0,1,67.0032690224642,"0"
135,"IA5125",73.7,0,0,0,"Env1",0,1,1,0,0,1,70.3048170453066,"0"
136,"IDS28",73.1489,0,0,0,"Env1",0,1,1,0,0,1,69.8043005226437,"0"
137,"IDS69",74.8755,0,0,0,"Env1",0,1,1,0,0,1,64.809300036838,"0"
138,"IDS91",72.8956,0,0,0,"Env1",1,0,1,0,0,1,79.6848518126378,"1"
139,"IL101",64.9637,0,0,0,"Env1",0,1,1,0,0,1,57.1156678912281,"0"
140,"IL14H",67.6062,0,0,0,"Env1",0,1,1,0,0,1,70.5421465420125,"0"
141,"IL677A",79.6582,0,0,0,"Env1",0,1,1,0,0,1,76.006183729994,"0"
142,"K148",75.8236,0.087,0.886,0.027,"Env1",1,0,1,0,1,0,77.6326039664558,"1"
143,"K4",79.7796,0.11,0.873,0.017,"Env1",0,1,1,0,1,0,89.5378040248746,"0"
144,"K55",74.8692,0.01,0.98,0.01,"Env1",1,0,1,0,1,0,74.3814074271329,"1"
145,"K64",79.0343,0.033,0.965,0.002,"Env1",1,0,1,0,1,0,88.1411639297233,"1"
146,"KI11",87.092,0.003,0.017,0.98,"Env1",0,1,1,0,0,1,84.3481074564624,"0"
147,"KI14",102.3563,0.003,0.003,0.994,"Env1",1,0,1,0,0,1,105.160236522673,"1"
148,"KI2021",90.9691,0.004,0.005,0.991,"Env1",1,0,1,0,0,1,95.897112553581,"1"
149,"KI21",78.0904,0.001,0.393,0.606,"Env1",0,1,1,0,0,1,74.5407687854946,"0"
150,"KI3",84.0508,0.001,0.002,0.997,"Env1",0,1,1,0,0,1,89.7826842112879,"0"
151,"KI43",80.5768,0.029,0.048,0.923,"Env1",1,0,1,0,0,1,84.8022547978254,"1"
152,"KI44",86.5349,0.001,0.018,0.981,"Env1",0,1,1,0,0,1,78.0499675796206,"0"
153,"KY21",80.6388,0.008,0.859,0.133,"Env1",0,1,1,0,1,0,76.8958373181767,"0"
154,"KY226",78.1843,0.011,0.732,0.258,"Env1",0,1,1,0,1,0,85.6099661679777,"0"
155,"KY228",80.1691,0.134,0.709,0.157,"Env1",1,0,1,0,1,0,82.0775239031265,"1"
156,"L317",75.6883,0.001,0.99,0.009,"Env1",1,0,1,0,1,0,77.049374686686,"1"
157,"L578",82.7188,0.007,0.297,0.696,"Env1",0,1,1,0,0,1,81.1826931419579,"0"
158,"M14",67.8828,0.012,0.849,0.139,"Env1",1,0,1,0,1,0,75.8327224932578,"1"
159,"M162W",78.7757,0.002,0.996,0.002,"Env1",0,1,1,0,1,0,74.3346761972594,"0"
160,"M37W",79.3077,0.012,0.404,0.584,"Env1",0,1,1,0,0,1,73.536388658465,"0"
161,"MEF156552",61.8726,0.007,0.854,0.139,"Env1",1,0,1,0,1,0,60.4723241370359,"1"
162,"MO17",73.5243,0.001,0.998,0.001,"Env1",0,1,1,0,1,0,70.131209051194,"0"
163,"MO18W",84.9689,0.011,0.307,0.683,"Env1",0,1,1,0,0,1,83.5405141646142,"0"
164,"MO1W",73.1586,0.004,0.828,0.168,"Env1",1,0,1,0,0,1,73.0596459586357,"1"
165,"MO24W",77.6315,0.108,0.727,0.165,"Env1",0,1,1,0,1,0,77.8759515436895,"0"
166,"MO44",74.0944,0.002,0.996,0.002,"Env1",0,1,1,0,1,0,70.8717353377253,"0"
167,"MO45",69.7817,0.252,0.516,0.232,"Env1",0,1,1,0,0,1,74.2448057623751,"0"
168,"MO46",76.8292,0.152,0.838,0.011,"Env1",1,0,1,0,1,0,81.6692877075651,"1"
169,"MO47",67.3645,0.18,0.624,0.196,"Env1",0,1,1,0,1,0,68.7697552878954,"0"
170,"MOG",76.7004,0.002,0.996,0.002,"Env1",0,1,1,0,1,0,84.3261405522698,"0"
171,"MP339",81.4118,0.102,0.641,0.258,"Env1",1,0,1,0,1,0,80.3663858253795,"1"
172,"MS1334",63.3397,0.002,0.884,0.114,"Env1",1,0,1,0,1,0,60.9113426918142,"1"
173,"MS153",67.6877,0.063,0.865,0.073,"Env1",1,0,1,0,1,0,73.2905483155898,"1"
174,"MS71",69.9717,0.002,0.997,0.001,"Env1",1,0,1,0,1,0,75.216723958671,"1"
175,"MT42",60.7897,0.004,0.765,0.231,"Env1",0,1,1,0,1,0,58.9414265871242,"0"
176,"N192",68.0591,0.998,0.001,0.001,"Env1",0,1,1,0,0,1,74.3594088677703,"0"
177,"N28HT",72.3818,0.551,0.447,0.002,"Env1",0,1,1,0,1,0,81.0779116541891,"0"
178,"N6",72.331,0.017,0.98,0.003,"Env1",1,0,1,0,1,0,76.3724117458884,"1"
179,"N7A",71.4677,0.494,0.503,0.002,"Env1",1,0,1,0,1,0,75.7796338255151,"1"
180,"NC222",79.741,0.004,0.874,0.122,"Env1",0,1,1,0,1,0,79.193403209426,"0"
181,"NC230",74.6365,0.004,0.994,0.002,"Env1",0,1,1,0,1,0,72.5882673068141,"0"
182,"NC232",75.6048,0.068,0.839,0.094,"Env1",1,0,1,0,1,0,75.2774877319344,"1"
183,"NC236",80.8717,0.023,0.974,0.002,"Env1",0,1,1,0,1,0,83.4463489865577,"0"
184,"NC238",84.1726,0.004,0.989,0.007,"Env1",1,0,1,0,1,0,80.5827645448822,"1"
185,"NC250",73.2365,0.941,0.057,0.002,"Env1",0,1,1,0,0,1,75.5557917787787,"0"
186,"NC258",78.3731,0.001,0.997,0.001,"Env1",0,1,1,0,1,0,67.4051100857505,"0"
187,"NC260",73.3428,0.005,0.992,0.003,"Env1",1,0,1,0,1,0,81.5193602913076,"1"
188,"NC262",72.9937,0.007,0.991,0.001,"Env1",0,1,1,0,1,0,76.1697735228339,"0"
189,"NC264",75.8274,0.015,0.018,0.967,"Env1",0,1,1,0,0,1,77.9209576756869,"0"
190,"NC290A",75.7686,0.015,0.984,0.001,"Env1",1,0,1,0,1,0,76.856814193244,"1"
191,"NC294",73.7393,0.998,0.001,0.001,"Env1",1,0,1,0,0,1,68.000736646808,"1"
192,"NC296",77.3119,0.002,0.001,0.997,"Env1",0,1,1,0,0,1,76.6353684822363,"0"
193,"NC296A",78.4604,0.002,0.001,0.997,"Env1",1,0,1,0,0,1,77.2058172667282,"1"
194,"NC298",76.9959,0.001,0.001,0.998,"Env1",1,0,1,0,0,1,82.4702501172223,"1"
195,"NC300",81.3896,0.002,0.003,0.995,"Env1",1,0,1,0,0,1,72.2007085608058,"1"
196,"NC302",74.5463,0.002,0.003,0.996,"Env1",0,1,1,0,0,1,83.5228133039031,"0"
197,"NC304",74.6772,0.001,0.002,0.997,"Env1",1,0,1,0,0,1,77.2003955780448,"1"
198,"NC306",74.5105,0.998,0.001,0.001,"Env1",1,0,1,0,0,1,80.610960760692,"1"
199,"NC310",74.5323,0.999,0.001,0.001,"Env1",1,0,1,0,0,1,78.8369809651326,"1"
200,"NC314",75.1653,0.998,0.001,0.001,"Env1",1,0,1,0,0,1,71.0745852784851,"1"
201,"NC318",78.5687,0.002,0.032,0.966,"Env1",1,0,1,0,0,1,85.0649314277379,"1"
202,"NC320",76.7693,0.004,0.005,0.991,"Env1",0,1,1,0,0,1,80.4330699341253,"0"
203,"NC324",77.3784,0.999,0.001,0.001,"Env1",1,0,1,0,0,1,78.9160248521902,"1"
204,"NC326",76.2669,0.998,0.001,0.001,"Env1",0,1,1,0,0,1,77.3081868313912,"0"
205,"NC328",74.238,0.998,0.001,0.001,"Env1",1,0,1,0,0,1,69.9513108383436,"1"
206,"NC33",81.384,0.129,0.862,0.01,"Env1",0,1,1,0,1,0,76.8003996938818,"0"
207,"NC336",79.7619,0.002,0.001,0.997,"Env1",0,1,1,0,0,1,75.936013284679,"0"
208,"NC338",78.0938,0.002,0.003,0.995,"Env1",1,0,1,0,0,1,78.1687454557409,"1"
209,"NC340",77.7262,0.009,0.004,0.987,"Env1",1,0,1,0,0,1,75.2571526137097,"1"
210,"NC342",73.384,0.005,0.994,0.001,"Env1",1,0,1,0,1,0,76.4414750934747,"1"
211,"NC344",76.9914,0.002,0.997,0.001,"Env1",0,1,1,0,1,0,74.3082087913661,"0"
212,"NC346",77.9955,0.002,0.001,0.997,"Env1",1,0,1,0,0,1,82.3539561648741,"1"
213,"NC348",77.6858,0.001,0.001,0.997,"Env1",1,0,1,0,0,1,75.6574989057077,"1"
214,"NC350",77.7047,0.003,0.002,0.995,"Env1",0,1,1,0,0,1,85.5349734698355,"0"
215,"NC352",80.7583,0.003,0.001,0.996,"Env1",0,1,1,0,0,1,86.7654262822074,"0"
216,"NC354",78.7022,0.01,0.001,0.989,"Env1",1,0,1,0,0,1,76.7009255167785,"1"
217,"NC356",76.9065,0.001,0.031,0.968,"Env1",0,1,1,0,0,1,76.700001058809,"0"
218,"NC358",72.9944,0.001,0.143,0.856,"Env1",1,0,1,0,0,1,74.0672914136789,"1"
219,"NC360",76.7912,0.001,0.475,0.523,"Env1",0,1,1,0,0,1,70.8917032260773,"0"
220,"NC362",75.6493,0.002,0.54,0.458,"Env1",0,1,1,0,1,0,76.991208389825,"0"
221,"NC364",74.0945,0.002,0.507,0.492,"Env1",1,0,1,0,1,0,73.9443773201024,"1"
222,"NC366",80.1203,0.018,0.467,0.514,"Env1",1,0,1,0,1,0,80.7825155776365,"1"
223,"NC368",75.9685,0.996,0.003,0.001,"Env1",0,1,1,0,0,1,83.5457990809979,"0"
224,"ND246",62.7605,0.004,0.76,0.236,"Env1",1,0,1,0,1,0,69.8521322023091,"1"
225,"OH40B",74.9959,0.002,0.996,0.002,"Env1",0,1,1,0,1,0,60.7148876354026,"0"
226,"OH43",68.5854,0.001,0.998,0.001,"Env1",0,1,1,0,1,0,73.2911540248462,"0"
227,"OH43E",69.148,0.002,0.997,0.001,"Env1",1,0,1,0,1,0,72.0983449440206,"1"
228,"OH603",80.8601,0.002,0.669,0.329,"Env1",0,1,1,0,1,0,77.5145510649293,"0"
229,"OH7B",82.1824,0.031,0.967,0.002,"Env1",0,1,1,0,1,0,81.0353610263347,"0"
230,"OS420",73.7354,0.016,0.983,0.001,"Env1",0,1,1,0,1,0,82.2304968412852,"0"
231,"P39",66.286,0,0,0,"Env1",1,0,1,0,0,1,67.3293325554998,"1"
232,"PA762",73.605,0.001,0.998,0.001,"Env1",1,0,1,0,1,0,78.5670144678273,"1"
233,"PA875",72.4222,0.002,0.979,0.02,"Env1",1,0,1,0,1,0,71.8652139501782,"1"
234,"PA880",73.2393,0.002,0.993,0.005,"Env1",0,1,1,0,1,0,73.4854497136914,"0"
235,"PA91",76.0519,0.001,0.997,0.002,"Env1",0,1,1,0,1,0,87.7993587182464,"0"
236,"R109B",72.3121,0.113,0.855,0.032,"Env1",1,0,1,0,1,0,68.1320130120807,"1"
237,"R168",70.3065,0.002,0.996,0.002,"Env1",1,0,1,0,1,0,63.0147167193024,"1"
238,"R177",76.2678,0.122,0.875,0.002,"Env1",0,1,1,0,1,0,74.9839535410588,"0"
239,"R229",76.9172,0.991,0.002,0.007,"Env1",1,0,1,0,0,1,84.5813206661926,"1"
240,"R4",74.9659,0.019,0.979,0.003,"Env1",0,1,1,0,1,0,71.1430137529999,"0"
241,"SA24",74.3062,0,0,0,"Env1",1,0,1,0,0,1,84.9824439170704,"1"
242,"SC213R",86.2039,0.002,0.579,0.419,"Env1",0,1,1,0,1,0,85.8314507496898,"0"
243,"SC357",78.6115,0.003,0.622,0.375,"Env1",0,1,1,0,1,0,74.5350928005437,"0"
244,"SD40",72.0045,0.417,0.581,0.002,"Env1",0,1,1,0,0,1,69.8183122466027,"0"
245,"SD44",69.5738,0.006,0.993,0.001,"Env1",0,1,1,0,1,0,64.1878572428397,"0"
246,"SG1533",73.6917,0,0,0,"Env1",1,0,1,0,0,1,84.7894120027701,"1"
247,"SG18",76.8717,0,0,0,"Env1",0,1,1,0,0,1,72.9888228974355,"0"
248,"T232",77.3524,0.14,0.459,0.402,"Env1",1,0,1,0,1,0,86.2824540497246,"1"
249,"T234",84.2938,0.003,0.985,0.012,"Env1",1,0,1,0,1,0,84.0491086520859,"1"
250,"T8",73.7759,0.003,0.989,0.007,"Env1",0,1,1,0,1,0,76.6761833844042,"0"
251,"TX303",80.2482,0.065,0.36,0.575,"Env1",0,1,1,0,0,1,78.8411252888034,"0"
252,"TX601",86.059,0.003,0.004,0.993,"Env1",0,1,1,0,0,1,85.1119752359077,"0"
253,"TZI10",89.2717,0.003,0.005,0.992,"Env1",0,1,1,0,0,1,86.6312970754723,"0"
254,"TZI16",77.8416,0.248,0.351,0.401,"Env1",1,0,1,0,1,0,78.8647354759263,"1"
255,"TZI18",82.6569,0.002,0.003,0.995,"Env1",1,0,1,0,0,1,85.9597190466386,"1"
256,"TZI25",76.2009,0.305,0.086,0.608,"Env1",0,1,1,0,0,1,70.5233823520004,"0"
257,"TZI8",90.0707,0.041,0.005,0.955,"Env1",0,1,1,0,0,1,86.8020353316755,"0"
258,"TZI9",76.884,0.008,0.011,0.982,"Env1",1,0,1,0,0,1,79.971271152594,"1"
259,"U267Y",85.9916,0.002,0.595,0.403,"Env1",1,0,1,0,1,0,89.2568460905228,"1"
260,"VA102",69.1993,0.001,0.994,0.005,"Env1",0,1,1,0,1,0,65.8130494092179,"0"
261,"VA14",77.1231,0.002,0.995,0.003,"Env1",1,0,1,0,1,0,78.0925866736028,"1"
262,"VA17",74.597,0.002,0.997,0.001,"Env1",0,1,1,0,1,0,86.4555676352533,"0"
263,"VA22",75.0246,0.001,0.995,0.003,"Env1",0,1,1,0,1,0,75.4408727865558,"0"
264,"VA26",71.4638,0.005,0.983,0.011,"Env1",0,1,1,0,1,0,75.5090217254179,"0"
