"TaxaOrder","Taxa","daysToSilk","popStiffStalk","popNonStiffStalk","popTropical","Env","snpPresence","snpAbsence","envE1Presence","envE2Presence","BackgroundPresence","BackgroundAbsence","Phenotype","SNPPresenceFactor"
32,"B164",71.7268,0.233,0.756,0.011,"Env1",1,0,1,0,1,0,79.5592130953433,"1"
33,"B2",70.1453,0.007,0.988,0.005,"Env1",1,0,1,0,1,0,81.0772686529562,"1"
34,"B37",74.1355,0.997,0.002,0.001,"Env1",1,0,1,0,0,1,81.8628511229635,"1"
35,"B46",73.7353,0.214,0.784,0.002,"Env1",1,0,1,0,1,0,89.3453469468901,"1"
36,"B52",75.3501,0.012,0.985,0.003,"Env1",0,1,1,0,1,0,75.662412956713,"0"
37,"B57",71.5856,0.002,0.996,0.002,"Env1",1,0,1,0,1,0,94.5655867461281,"1"
38,"B64",63.7854,0.988,0.002,0.01,"Env1",1,0,1,0,0,1,74.1777303646217,"1"
39,"B68",76.5085,0.998,0.001,0.001,"Env1",0,1,1,0,0,1,78.0153724227396,"0"
40,"B73",72.0762,0.999,0.001,0.001,"Env1",1,0,1,0,0,1,83.4768410008356,"1"
41,"B73HTRHM",72.3007,0.999,0.001,0.001,"Env1",0,1,1,0,0,1,71.3495753290526,"0"
42,"B75",71.7824,0.005,0.993,0.002,"Env1",0,1,1,0,1,0,73.0242986489986,"0"
43,"B76",72.3682,0.912,0.087,0.001,"Env1",1,0,1,0,0,1,87.7119996698101,"1"
44,"B77",72.9512,0.083,0.915,0.002,"Env1",1,0,1,0,1,0,86.9209539803243,"1"
45,"B79",74.597,0.305,0.693,0.002,"Env1",0,1,1,0,1,0,70.0862013938515,"0"
46,"B84",75.2271,0.996,0.003,0.001,"Env1",0,1,1,0,0,1,76.4345863813591,"0"
47,"B97",74.188,0.016,0.981,0.003,"Env1",1,0,1,0,1,0,83.427526017723,"1"
48,"C103",73.7944,0.002,0.997,0.001,"Env1",1,0,1,0,1,0,87.0397692956168,"1"
49,"C123",70.3352,0.047,0.952,0.002,"Env1",0,1,1,0,1,0,66.0551345739248,"0"
50,"C49A",61.4123,0.127,0.869,0.004,"Env1",0,1,1,0,1,0,60.9282612369772,"0"
51,"CH70130",69.5911,0.004,0.993,0.003,"Env1",0,1,1,0,1,0,69.1520129093589,"0"
52,"CH9",71.0825,0.003,0.992,0.006,"Env1",0,1,1,0,1,0,70.9242063968243,"0"
53,"CI1872",76.8145,0.006,0.992,0.002,"Env1",1,0,1,0,1,0,93.1455367665257,"1"
54,"CI21E",76.1651,0.119,0.866,0.014,"Env1",0,1,1,0,1,0,78.6730055684583,"0"
55,"CI28A",76.5779,0.004,0.749,0.247,"Env1",1,0,1,0,1,0,93.6617642872005,"1"
56,"CI31A",80.2225,0.002,0.994,0.004,"Env1",0,1,1,0,1,0,83.2496261352538,"0"
57,"CI3A",78.3931,0.083,0.905,0.012,"Env1",0,1,1,0,1,0,72.8139166334753,"0"
58,"CI64",76.727,0.012,0.986,0.002,"Env1",1,0,1,0,1,0,94.0520114379375,"1"
59,"CI66",82.7365,0.011,0.935,0.054,"Env1",1,0,1,0,1,0,88.1128599491448,"1"
60,"CI7",75.9223,0.004,0.994,0.001,"Env1",0,1,1,0,1,0,90.4685885760646,"0"
61,"CI90C",79.0715,0.003,0.737,0.26,"Env1",1,0,1,0,1,0,90.9087914560716,"1"
62,"CI91B",74.0808,0.002,0.997,0.002,"Env1",0,1,1,0,1,0,75.9562540558697,"0"
63,"CM105",63.3495,0.995,0.004,0.001,"Env1",0,1,1,0,0,1,67.3708572510919,"0"
64,"CM174",62.7155,0.997,0.002,0.001,"Env1",0,1,1,0,0,1,57.698221109067,"0"
65,"CM37",56.9015,0.013,0.969,0.017,"Env1",0,1,1,0,1,0,55.4905797932193,"0"
66,"CM7",59.8961,0.059,0.939,0.002,"Env1",0,1,1,0,1,0,61.6377052739608,"0"
67,"CML10",94.6511,0.002,0.002,0.995,"Env1",0,1,1,0,0,1,87.5787878410981,"0"
68,"CML103",76.315,0.003,0.005,0.992,"Env1",1,0,1,0,0,1,83.8275203980644,"1"
69,"CML108",81.1927,0.002,0.099,0.899,"Env1",0,1,1,0,0,1,72.0180724217452,"0"
70,"CML11",88.4198,0.003,0.002,0.995,"Env1",1,0,1,0,0,1,97.8535664797155,"1"
71,"CML14",96.565,0.001,0.001,0.998,"Env1",0,1,1,0,0,1,93.6687767740881,"0"
72,"CML154Q",77.306,0.002,0.005,0.993,"Env1",1,0,1,0,0,1,93.7882348536129,"1"
73,"CML157Q",80.9917,0.004,0.018,0.978,"Env1",1,0,1,0,0,1,93.6563854570171,"1"
74,"CML158Q",85.7192,0.01,0.018,0.971,"Env1",1,0,1,0,0,1,103.122542306471,"1"
75,"CML218",80.3192,0.01,0.301,0.689,"Env1",1,0,1,0,0,1,85.9614807081646,"1"
76,"CML220",75.4254,0.059,0.053,0.887,"Env1",0,1,1,0,0,1,79.6933139903932,"0"
77,"CML228",88.68,0.003,0.002,0.995,"Env1",0,1,1,0,0,1,90.1935828126409,"0"
78,"CML238",85.8408,0.001,0.004,0.995,"Env1",0,1,1,0,0,1,87.5601667794542,"0"
79,"CML247",90.0765,0.003,0.006,0.991,"Env1",1,0,1,0,0,1,99.1280898910662,"1"
80,"CML254",105.276,0.001,0.006,0.993,"Env1",1,0,1,0,0,1,116.769244988309,"1"
81,"CML258",97.208,0.001,0.002,0.996,"Env1",0,1,1,0,0,1,96.7826122908363,"0"
82,"CML261",97.0905,0.016,0.004,0.981,"Env1",1,0,1,0,0,1,116.458904819298,"1"
83,"CML264",113.8464,0.002,0.001,0.997,"Env1",0,1,1,0,0,1,108.270908506558,"0"
84,"CML277",88.5572,0.001,0.004,0.995,"Env1",0,1,1,0,0,1,89.6246354663339,"0"
85,"CML281",103.6257,0.023,0.046,0.931,"Env1",0,1,1,0,0,1,112.340183572673,"0"
86,"CML287",95.2476,0.004,0.022,0.974,"Env1",0,1,1,0,0,1,90.5489065751302,"0"
87,"CML311",92.2112,0.004,0.114,0.882,"Env1",1,0,1,0,0,1,104.487184646083,"1"
88,"CML314",83.3483,0.003,0.002,0.995,"Env1",1,0,1,0,0,1,105.362302348846,"1"
89,"CML321",90.6385,0.027,0.008,0.966,"Env1",0,1,1,0,0,1,95.9167573324574,"0"
90,"CML322",78.4872,0.01,0.005,0.985,"Env1",0,1,1,0,0,1,75.3351895418657,"0"
91,"CML323",78.2786,0.007,0.34,0.653,"Env1",0,1,1,0,0,1,80.4115951502934,"0"
92,"CML328",82.8199,0.002,0.357,0.641,"Env1",1,0,1,0,0,1,100.934792671766,"1"
93,"CML331",95.0247,0.002,0.003,0.994,"Env1",1,0,1,0,0,1,108.780914060671,"1"
94,"CML332",84.3217,0.002,0.003,0.994,"Env1",0,1,1,0,0,1,87.852112449243,"0"
95,"CML333",78.554,0.013,0.029,0.959,"Env1",1,0,1,0,0,1,87.3829470584761,"1"
96,"CML341",88.0196,0.002,0.004,0.995,"Env1",0,1,1,0,0,1,91.6535902617794,"0"
97,"CML38",89.2113,0.001,0.002,0.997,"Env1",1,0,1,0,0,1,98.2589458476142,"1"
98,"CML45",99.629,0.001,0.002,0.997,"Env1",0,1,1,0,0,1,92.7286132442888,"0"
99,"CML5",95.8391,0.001,0.034,0.965,"Env1",1,0,1,0,1,0,119.968999409231,"1"
100,"CML52",91.8288,0.002,0.01,0.988,"Env1",0,1,1,0,0,1,90.3861545018423,"0"
101,"CML61",113.6148,0.002,0.004,0.994,"Env1",1,0,1,0,0,1,124.330635789762,"1"
102,"CML69",84.73,0.006,0.028,0.966,"Env1",0,1,1,0,0,1,78.8398493023334,"0"
103,"CML77",79.1526,0.005,0.302,0.693,"Env1",1,0,1,0,0,1,98.9804131150665,"1"
104,"CML91",83.7936,0.015,0.218,0.767,"Env1",1,0,1,0,0,1,97.4965474738371,"1"
105,"CML92",79.4707,0.096,0.275,0.629,"Env1",1,0,1,0,0,1,90.578920201645,"1"
106,"CMV3",59.5986,0.147,0.847,0.006,"Env1",0,1,1,0,1,0,65.3893729526145,"0"
107,"CO106",61.682,0.016,0.973,0.011,"Env1",1,0,1,0,1,0,64.6756380566416,"1"
108,"CO125",63.0639,0.021,0.967,0.012,"Env1",1,0,1,0,1,0,71.0318073174052,"1"
109,"CO255",59.4573,0.009,0.647,0.344,"Env1",0,1,1,0,1,0,61.1646240029133,"0"
110,"DE1",77.5401,0.018,0.98,0.002,"Env1",0,1,1,0,1,0,78.1718588133895,"0"
111,"DE2",74.1241,0.02,0.979,0.001,"Env1",0,1,1,0,1,0,64.7238614116405,"0"
112,"DE3",75.8776,0.24,0.734,0.026,"Env1",1,0,1,0,0,1,92.6316467708792,"1"
113,"DE811",79.1373,0.779,0.218,0.003,"Env1",0,1,1,0,0,1,76.7870089137404,"0"
114,"E2558W",78.516,0.006,0.923,0.07,"Env1",0,1,1,0,1,0,82.0940711064513,"0"
115,"EP1",60.9675,0.001,0.461,0.537,"Env1",0,1,1,0,1,0,64.294119389959,"0"
116,"F2834T",74.6321,0.026,0.421,0.553,"Env1",1,0,1,0,1,0,83.4122472357532,"1"
117,"F44",82.1659,0.01,0.62,0.369,"Env1",0,1,1,0,0,1,92.9395576442487,"0"
118,"F6",82.2712,0.005,0.745,0.25,"Env1",1,0,1,0,1,0,93.1252649577419,"1"
119,"F7",57.7955,0.07,0.608,0.322,"Env1",1,0,1,0,1,0,74.687015099601,"1"
120,"GA209",83.5588,0.004,0.979,0.017,"Env1",0,1,1,0,1,0,78.2370810837736,"0"
121,"GT112",82.9939,0.008,0.839,0.153,"Env1",1,0,1,0,1,0,89.8531310331899,"1"
122,"H105W",70.58,0.753,0.209,0.038,"Env1",0,1,1,0,0,1,72.8762081090559,"0"
123,"H49",73.573,0.002,0.995,0.003,"Env1",0,1,1,0,1,0,64.2258971049921,"0"
124,"H84",76.9237,0.714,0.281,0.004,"Env1",1,0,1,0,0,1,97.4704402476341,"1"
125,"H91",72.4586,0.997,0.002,0.001,"Env1",1,0,1,0,0,1,89.8527326120155,"1"
126,"H95",75.7706,0.001,0.898,0.101,"Env1",1,0,1,0,0,1,90.6305785091806,"1"
127,"H99",68.1534,0.001,0.997,0.002,"Env1",0,1,1,0,1,0,68.5527510108179,"0"
128,"HI27",84.2825,0.207,0.019,0.774,"Env1",0,1,1,0,0,1,83.3490479352288,"0"
129,"HP301",71.7176,0,0,0,"Env1",0,1,1,0,0,1,73.7977449935976,"0"
130,"HY",76.059,0.079,0.898,0.024,"Env1",1,0,1,0,1,0,92.2877891429319,"1"
131,"I137TN",77.3085,0.002,0.539,0.459,"Env1",0,1,1,0,1,0,76.1094393916831,"0"
132,"I205",73.1494,0.23,0.767,0.003,"Env1",0,1,1,0,0,1,71.5904501996838,"0"
134,"IA2132",66.9151,0,0,0,"Env1",0,1,1,0,0,1,62.880058652758,"0"
135,"IA5125",73.7,0,0,0,"Env1",1,0,1,0,0,1,81.5319751137848,"1"
136,"IDS28",73.1489,0,0,0,"Env1",1,0,1,0,0,1,85.4972558554897,"1"
137,"IDS69",74.8755,0,0,0,"Env1",0,1,1,0,0,1,86.0182288413435,"0"
138,"IDS91",72.8956,0,0,0,"Env1",1,0,1,0,0,1,85.4699700785137,"1"
139,"IL101",64.9637,0,0,0,"Env1",0,1,1,0,0,1,76.393180202104,"0"
140,"IL14H",67.6062,0,0,0,"Env1",1,0,1,0,0,1,82.2893019555639,"1"
141,"IL677A",79.6582,0,0,0,"Env1",1,0,1,0,0,1,93.3459500805117,"1"
142,"K148",75.8236,0.087,0.886,0.027,"Env1",1,0,1,0,0,1,88.1152692295498,"1"
143,"K4",79.7796,0.11,0.873,0.017,"Env1",0,1,1,0,1,0,73.8625823260039,"0"
144,"K55",74.8692,0.01,0.98,0.01,"Env1",0,1,1,0,1,0,77.2873172527883,"0"
145,"K64",79.0343,0.033,0.965,0.002,"Env1",0,1,1,0,1,0,78.4686367064824,"0"
146,"KI11",87.092,0.003,0.017,0.98,"Env1",1,0,1,0,0,1,94.6168969749375,"1"
147,"KI14",102.3563,0.003,0.003,0.994,"Env1",1,0,1,0,0,1,111.867710630343,"1"
148,"KI2021",90.9691,0.004,0.005,0.991,"Env1",1,0,1,0,0,1,107.017857096249,"1"
149,"KI21",78.0904,0.001,0.393,0.606,"Env1",1,0,1,0,1,0,89.0990699928944,"1"
150,"KI3",84.0508,0.001,0.002,0.997,"Env1",1,0,1,0,0,1,109.066438157115,"1"
151,"KI43",80.5768,0.029,0.048,0.923,"Env1",1,0,1,0,0,1,98.2392003250994,"1"
152,"KI44",86.5349,0.001,0.018,0.981,"Env1",0,1,1,0,0,1,91.113857584891,"0"
153,"KY21",80.6388,0.008,0.859,0.133,"Env1",0,1,1,0,1,0,75.0911715051993,"0"
154,"KY226",78.1843,0.011,0.732,0.258,"Env1",1,0,1,0,1,0,90.055705544154,"1"
155,"KY228",80.1691,0.134,0.709,0.157,"Env1",0,1,1,0,0,1,78.6163647705161,"0"
156,"L317",75.6883,0.001,0.99,0.009,"Env1",0,1,1,0,1,0,80.2192626739047,"0"
157,"L578",82.7188,0.007,0.297,0.696,"Env1",1,0,1,0,0,1,91.5705075012219,"1"
158,"M14",67.8828,0.012,0.849,0.139,"Env1",1,0,1,0,1,0,83.1165926245204,"1"
159,"M162W",78.7757,0.002,0.996,0.002,"Env1",0,1,1,0,1,0,80.5002353463424,"0"
160,"M37W",79.3077,0.012,0.404,0.584,"Env1",1,0,1,0,0,1,84.598426472526,"1"
161,"MEF156552",61.8726,0.007,0.854,0.139,"Env1",0,1,1,0,1,0,61.575427932676,"0"
162,"MO17",73.5243,0.001,0.998,0.001,"Env1",0,1,1,0,1,0,73.5162908620157,"0"
163,"MO18W",84.9689,0.011,0.307,0.683,"Env1",0,1,1,0,0,1,80.9973911407875,"0"
164,"MO1W",73.1586,0.004,0.828,0.168,"Env1",1,0,1,0,1,0,80.5161257835174,"1"
165,"MO24W",77.6315,0.108,0.727,0.165,"Env1",0,1,1,0,1,0,76.5892778290375,"0"
166,"MO44",74.0944,0.002,0.996,0.002,"Env1",0,1,1,0,1,0,73.7316622084415,"0"
167,"MO45",69.7817,0.252,0.516,0.232,"Env1",1,0,1,0,0,1,76.0785357819096,"1"
168,"MO46",76.8292,0.152,0.838,0.011,"Env1",1,0,1,0,1,0,89.6948546395719,"1"
169,"MO47",67.3645,0.18,0.624,0.196,"Env1",1,0,1,0,1,0,78.8126392892507,"1"
170,"MOG",76.7004,0.002,0.996,0.002,"Env1",0,1,1,0,1,0,73.8013471787258,"0"
171,"MP339",81.4118,0.102,0.641,0.258,"Env1",1,0,1,0,1,0,96.0875180112146,"1"
172,"MS1334",63.3397,0.002,0.884,0.114,"Env1",0,1,1,0,1,0,63.0810044958305,"0"
173,"MS153",67.6877,0.063,0.865,0.073,"Env1",1,0,1,0,0,1,84.694586031572,"1"
174,"MS71",69.9717,0.002,0.997,0.001,"Env1",1,0,1,0,1,0,80.7055769277118,"1"
175,"MT42",60.7897,0.004,0.765,0.231,"Env1",1,0,1,0,0,1,73.5227144032106,"1"
176,"N192",68.0591,0.998,0.001,0.001,"Env1",0,1,1,0,0,1,68.7450981071375,"0"
177,"N28HT",72.3818,0.551,0.447,0.002,"Env1",0,1,1,0,1,0,63.2155953064646,"0"
178,"N6",72.331,0.017,0.98,0.003,"Env1",1,0,1,0,1,0,87.3498518983734,"1"
179,"N7A",71.4677,0.494,0.503,0.002,"Env1",0,1,1,0,0,1,69.387545323447,"0"
180,"NC222",79.741,0.004,0.874,0.122,"Env1",0,1,1,0,1,0,79.9671768274549,"0"
181,"NC230",74.6365,0.004,0.994,0.002,"Env1",1,0,1,0,1,0,89.4272788633342,"1"
182,"NC232",75.6048,0.068,0.839,0.094,"Env1",1,0,1,0,1,0,93.0812059416053,"1"
183,"NC236",80.8717,0.023,0.974,0.002,"Env1",1,0,1,0,1,0,83.9449609988259,"1"
184,"NC238",84.1726,0.004,0.989,0.007,"Env1",1,0,1,0,1,0,101.031460086226,"1"
185,"NC250",73.2365,0.941,0.057,0.002,"Env1",1,0,1,0,0,1,80.8266393414812,"1"
186,"NC258",78.3731,0.001,0.997,0.001,"Env1",1,0,1,0,1,0,93.5839828705207,"1"
187,"NC260",73.3428,0.005,0.992,0.003,"Env1",0,1,1,0,1,0,68.8562979403918,"0"
188,"NC262",72.9937,0.007,0.991,0.001,"Env1",1,0,1,0,1,0,91.4298736693343,"1"
189,"NC264",75.8274,0.015,0.018,0.967,"Env1",0,1,1,0,0,1,65.2790855898528,"0"
190,"NC290A",75.7686,0.015,0.984,0.001,"Env1",1,0,1,0,1,0,93.1020296572567,"1"
191,"NC294",73.7393,0.998,0.001,0.001,"Env1",1,0,1,0,0,1,84.6180986935778,"1"
192,"NC296",77.3119,0.002,0.001,0.997,"Env1",0,1,1,0,0,1,72.030026368255,"0"
193,"NC296A",78.4604,0.002,0.001,0.997,"Env1",1,0,1,0,0,1,87.9384453796972,"1"
194,"NC298",76.9959,0.001,0.001,0.998,"Env1",1,0,1,0,0,1,87.9336074304342,"1"
195,"NC300",81.3896,0.002,0.003,0.995,"Env1",0,1,1,0,0,1,74.737276793136,"0"
196,"NC302",74.5463,0.002,0.003,0.996,"Env1",0,1,1,0,0,1,77.096470101733,"0"
197,"NC304",74.6772,0.001,0.002,0.997,"Env1",0,1,1,0,0,1,75.9093261896811,"0"
198,"NC306",74.5105,0.998,0.001,0.001,"Env1",1,0,1,0,0,1,84.1419848211026,"1"
199,"NC310",74.5323,0.999,0.001,0.001,"Env1",1,0,1,0,0,1,93.1554626718863,"1"
200,"NC314",75.1653,0.998,0.001,0.001,"Env1",1,0,1,0,0,1,84.8060385828644,"1"
201,"NC318",78.5687,0.002,0.032,0.966,"Env1",0,1,1,0,0,1,74.8977575054807,"0"
202,"NC320",76.7693,0.004,0.005,0.991,"Env1",1,0,1,0,0,1,93.9197834866064,"1"
203,"NC324",77.3784,0.999,0.001,0.001,"Env1",1,0,1,0,0,1,91.3212254455743,"1"
204,"NC326",76.2669,0.998,0.001,0.001,"Env1",1,0,1,0,0,1,83.7526644178748,"1"
205,"NC328",74.238,0.998,0.001,0.001,"Env1",1,0,1,0,0,1,98.5910994918096,"1"
206,"NC33",81.384,0.129,0.862,0.01,"Env1",0,1,1,0,1,0,85.7485593860559,"0"
207,"NC336",79.7619,0.002,0.001,0.997,"Env1",1,0,1,0,0,1,93.7097234319022,"1"
208,"NC338",78.0938,0.002,0.003,0.995,"Env1",0,1,1,0,0,1,76.5281983118859,"0"
209,"NC340",77.7262,0.009,0.004,0.987,"Env1",1,0,1,0,0,1,85.3514916823983,"1"
210,"NC342",73.384,0.005,0.994,0.001,"Env1",0,1,1,0,1,0,73.0578076499033,"0"
211,"NC344",76.9914,0.002,0.997,0.001,"Env1",0,1,1,0,1,0,79.920707160674,"0"
212,"NC346",77.9955,0.002,0.001,0.997,"Env1",0,1,1,0,0,1,80.9900710396451,"0"
213,"NC348",77.6858,0.001,0.001,0.997,"Env1",1,0,1,0,0,1,87.7431849092705,"1"
214,"NC350",77.7047,0.003,0.002,0.995,"Env1",0,1,1,0,0,1,68.3839489910331,"0"
215,"NC352",80.7583,0.003,0.001,0.996,"Env1",1,0,1,0,0,1,89.3172557911295,"1"
216,"NC354",78.7022,0.01,0.001,0.989,"Env1",0,1,1,0,0,1,76.0829618277163,"0"
217,"NC356",76.9065,0.001,0.031,0.968,"Env1",1,0,1,0,0,1,89.0990826946535,"1"
218,"NC358",72.9944,0.001,0.143,0.856,"Env1",0,1,1,0,0,1,74.727823676051,"0"
219,"NC360",76.7912,0.001,0.475,0.523,"Env1",1,0,1,0,0,1,91.4620055060978,"1"
220,"NC362",75.6493,0.002,0.54,0.458,"Env1",0,1,1,0,1,0,71.5902558464572,"0"
221,"NC364",74.0945,0.002,0.507,0.492,"Env1",0,1,1,0,0,1,78.6396407766093,"0"
222,"NC366",80.1203,0.018,0.467,0.514,"Env1",1,0,1,0,0,1,91.8664978388251,"1"
223,"NC368",75.9685,0.996,0.003,0.001,"Env1",0,1,1,0,0,1,76.7141425142481,"0"
224,"ND246",62.7605,0.004,0.76,0.236,"Env1",0,1,1,0,1,0,67.5518792881486,"0"
225,"OH40B",74.9959,0.002,0.996,0.002,"Env1",0,1,1,0,1,0,72.1217427938562,"0"
226,"OH43",68.5854,0.001,0.998,0.001,"Env1",0,1,1,0,1,0,64.2099670785467,"0"
227,"OH43E",69.148,0.002,0.997,0.001,"Env1",0,1,1,0,1,0,70.5990887125782,"0"
228,"OH603",80.8601,0.002,0.669,0.329,"Env1",1,0,1,0,0,1,91.8879385788394,"1"
229,"OH7B",82.1824,0.031,0.967,0.002,"Env1",1,0,1,0,1,0,92.3552991290525,"1"
230,"OS420",73.7354,0.016,0.983,0.001,"Env1",1,0,1,0,1,0,78.6986228022198,"1"
231,"P39",66.286,0,0,0,"Env1",1,0,1,0,0,1,84.7689219291371,"1"
232,"PA762",73.605,0.001,0.998,0.001,"Env1",0,1,1,0,1,0,68.8997197111757,"0"
233,"PA875",72.4222,0.002,0.979,0.02,"Env1",1,0,1,0,1,0,82.705212141294,"1"
234,"PA880",73.2393,0.002,0.993,0.005,"Env1",1,0,1,0,1,0,94.6232145876881,"1"
235,"PA91",76.0519,0.001,0.997,0.002,"Env1",0,1,1,0,1,0,76.8425028071417,"0"
236,"R109B",72.3121,0.113,0.855,0.032,"Env1",1,0,1,0,1,0,87.3556003725636,"1"
237,"R168",70.3065,0.002,0.996,0.002,"Env1",1,0,1,0,1,0,90.3367413277346,"1"
238,"R177",76.2678,0.122,0.875,0.002,"Env1",1,0,1,0,1,0,91.7767901768514,"1"
239,"R229",76.9172,0.991,0.002,0.007,"Env1",1,0,1,0,0,1,89.8867389235962,"1"
240,"R4",74.9659,0.019,0.979,0.003,"Env1",0,1,1,0,1,0,77.5361002622611,"0"
241,"SA24",74.3062,0,0,0,"Env1",1,0,1,0,0,1,88.6923515587701,"1"
242,"SC213R",86.2039,0.002,0.579,0.419,"Env1",0,1,1,0,1,0,80.9496234050552,"0"
243,"SC357",78.6115,0.003,0.622,0.375,"Env1",0,1,1,0,1,0,76.0459376941378,"0"
244,"SD40",72.0045,0.417,0.581,0.002,"Env1",1,0,1,0,1,0,92.1826022928455,"1"
245,"SD44",69.5738,0.006,0.993,0.001,"Env1",1,0,1,0,1,0,84.5054432702999,"1"
246,"SG1533",73.6917,0,0,0,"Env1",0,1,1,0,0,1,68.1536967635053,"0"
247,"SG18",76.8717,0,0,0,"Env1",0,1,1,0,0,1,81.2410476121723,"0"
248,"T232",77.3524,0.14,0.459,0.402,"Env1",0,1,1,0,1,0,75.3690654088344,"0"
249,"T234",84.2938,0.003,0.985,0.012,"Env1",0,1,1,0,1,0,96.5411237238551,"0"
250,"T8",73.7759,0.003,0.989,0.007,"Env1",0,1,1,0,1,0,81.946231267181,"0"
251,"TX303",80.2482,0.065,0.36,0.575,"Env1",1,0,1,0,0,1,94.856280262574,"1"
252,"TX601",86.059,0.003,0.004,0.993,"Env1",0,1,1,0,0,1,78.4481542805144,"0"
253,"TZI10",89.2717,0.003,0.005,0.992,"Env1",0,1,1,0,0,1,87.4226884678878,"0"
254,"TZI16",77.8416,0.248,0.351,0.401,"Env1",1,0,1,0,1,0,86.6187792817409,"1"
255,"TZI18",82.6569,0.002,0.003,0.995,"Env1",0,1,1,0,0,1,80.776340781955,"0"
256,"TZI25",76.2009,0.305,0.086,0.608,"Env1",1,0,1,0,0,1,95.9836296835579,"1"
257,"TZI8",90.0707,0.041,0.005,0.955,"Env1",0,1,1,0,0,1,89.6402850414666,"0"
258,"TZI9",76.884,0.008,0.011,0.982,"Env1",1,0,1,0,0,1,92.5258048520418,"1"
259,"U267Y",85.9916,0.002,0.595,0.403,"Env1",1,0,1,0,1,0,98.1743083362385,"1"
260,"VA102",69.1993,0.001,0.994,0.005,"Env1",0,1,1,0,1,0,74.8825287711897,"0"
261,"VA14",77.1231,0.002,0.995,0.003,"Env1",0,1,1,0,1,0,83.4718827402623,"0"
262,"VA17",74.597,0.002,0.997,0.001,"Env1",0,1,1,0,1,0,77.4089075565573,"0"
263,"VA22",75.0246,0.001,0.995,0.003,"Env1",1,0,1,0,1,0,84.3142530724726,"1"
264,"VA26",71.4638,0.005,0.983,0.011,"Env1",0,1,1,0,1,0,69.241118450293,"0"
