"TaxaOrder","Taxa","daysToSilk","popStiffStalk","popNonStiffStalk","popTropical","Env","snpPresence","snpAbsence","envE1Presence","envE2Presence","BackgroundPresence","BackgroundAbsence","Phenotype","SNPPresenceFactor"
69,"CML108",81.1927,0.002,0.099,0.899,"Env1",1,0,1,0,1,0,83.238552263182,"1"
70,"CML11",88.4198,0.003,0.002,0.995,"Env1",1,0,1,0,0,1,104.03346527216,"1"
71,"CML14",96.565,0.001,0.001,0.998,"Env1",0,1,1,0,0,1,89.7085238894343,"0"
72,"CML154Q",77.306,0.002,0.005,0.993,"Env1",0,1,1,0,0,1,85.9255566633457,"0"
73,"CML157Q",80.9917,0.004,0.018,0.978,"Env1",0,1,1,0,0,1,85.9802403432751,"0"
74,"CML158Q",85.7192,0.01,0.018,0.971,"Env1",1,0,1,0,0,1,90.7794269114185,"1"
75,"CML218",80.3192,0.01,0.301,0.689,"Env1",0,1,1,0,1,0,83.4445524468099,"0"
76,"CML220",75.4254,0.059,0.053,0.887,"Env1",0,1,1,0,1,0,79.3617606483501,"0"
77,"CML228",88.68,0.003,0.002,0.995,"Env1",0,1,1,0,0,1,84.523945081808,"0"
78,"CML238",85.8408,0.001,0.004,0.995,"Env1",0,1,1,0,0,1,79.6727324244187,"0"
79,"CML247",90.0765,0.003,0.006,0.991,"Env1",0,1,1,0,0,1,94.0706953710885,"0"
80,"CML254",105.276,0.001,0.006,0.993,"Env1",0,1,1,0,0,1,113.2101121864,"0"
81,"CML258",97.208,0.001,0.002,0.996,"Env1",1,0,1,0,0,1,103.5115777439,"1"
82,"CML261",97.0905,0.016,0.004,0.981,"Env1",0,1,1,0,0,1,100.040923305523,"0"
83,"CML264",113.8464,0.002,0.001,0.997,"Env1",1,0,1,0,0,1,133.259710652145,"1"
84,"CML277",88.5572,0.001,0.004,0.995,"Env1",1,0,1,0,0,1,102.911368574826,"1"
85,"CML281",103.6257,0.023,0.046,0.931,"Env1",1,0,1,0,0,1,112.598550376376,"1"
86,"CML287",95.2476,0.004,0.022,0.974,"Env1",0,1,1,0,0,1,94.4622879913216,"0"
87,"CML311",92.2112,0.004,0.114,0.882,"Env1",0,1,1,0,0,1,99.4462700992089,"0"
88,"CML314",83.3483,0.003,0.002,0.995,"Env1",1,0,1,0,0,1,94.5366563121,"1"
89,"CML321",90.6385,0.027,0.008,0.966,"Env1",1,0,1,0,0,1,89.2763316427268,"1"
90,"CML322",78.4872,0.01,0.005,0.985,"Env1",1,0,1,0,0,1,79.727120897191,"1"
91,"CML323",78.2786,0.007,0.34,0.653,"Env1",0,1,1,0,0,1,79.8405837863829,"0"
92,"CML328",82.8199,0.002,0.357,0.641,"Env1",1,0,1,0,0,1,96.2170270846124,"1"
93,"CML331",95.0247,0.002,0.003,0.994,"Env1",0,1,1,0,0,1,95.6823510731785,"0"
94,"CML332",84.3217,0.002,0.003,0.994,"Env1",1,0,1,0,0,1,94.2697406286166,"1"
95,"CML333",78.554,0.013,0.029,0.959,"Env1",1,0,1,0,0,1,92.2440914423395,"1"
96,"CML341",88.0196,0.002,0.004,0.995,"Env1",0,1,1,0,0,1,89.0727315470032,"0"
97,"CML38",89.2113,0.001,0.002,0.997,"Env1",1,0,1,0,0,1,90.1468629042615,"1"
98,"CML45",99.629,0.001,0.002,0.997,"Env1",1,0,1,0,0,1,103.506685375101,"1"
99,"CML5",95.8391,0.001,0.034,0.965,"Env1",0,1,1,0,0,1,90.3268822198652,"0"
100,"CML52",91.8288,0.002,0.01,0.988,"Env1",0,1,1,0,0,1,91.978468112036,"0"
101,"CML61",113.6148,0.002,0.004,0.994,"Env1",0,1,1,0,0,1,116.590389455811,"0"
102,"CML69",84.73,0.006,0.028,0.966,"Env1",0,1,1,0,0,1,87.857244185409,"0"
103,"CML77",79.1526,0.005,0.302,0.693,"Env1",0,1,1,0,0,1,72.2642222952568,"0"
104,"CML91",83.7936,0.015,0.218,0.767,"Env1",0,1,1,0,0,1,86.7172014294702,"0"
105,"CML92",79.4707,0.096,0.275,0.629,"Env1",0,1,1,0,0,1,79.2308560352204,"0"
106,"CMV3",59.5986,0.147,0.847,0.006,"Env1",0,1,1,0,1,0,61.8549733589067,"0"
107,"CO106",61.682,0.016,0.973,0.011,"Env1",0,1,1,0,1,0,62.2049149422857,"0"
108,"CO125",63.0639,0.021,0.967,0.012,"Env1",1,0,1,0,1,0,70.8233367012969,"1"
109,"CO255",59.4573,0.009,0.647,0.344,"Env1",1,0,1,0,1,0,66.4663716079178,"1"
110,"DE1",77.5401,0.018,0.98,0.002,"Env1",1,0,1,0,1,0,82.5038234362146,"1"
111,"DE2",74.1241,0.02,0.979,0.001,"Env1",0,1,1,0,1,0,67.629928695307,"0"
112,"DE3",75.8776,0.24,0.734,0.026,"Env1",1,0,1,0,0,1,86.2862811814692,"1"
113,"DE811",79.1373,0.779,0.218,0.003,"Env1",0,1,1,0,0,1,75.3485727237615,"0"
114,"E2558W",78.516,0.006,0.923,0.07,"Env1",0,1,1,0,1,0,68.1839677535706,"0"
115,"EP1",60.9675,0.001,0.461,0.537,"Env1",1,0,1,0,1,0,68.8081935285379,"1"
116,"F2834T",74.6321,0.026,0.421,0.553,"Env1",0,1,1,0,0,1,64.0837343002835,"0"
117,"F44",82.1659,0.01,0.62,0.369,"Env1",1,0,1,0,1,0,95.832336048902,"1"
118,"F6",82.2712,0.005,0.745,0.25,"Env1",0,1,1,0,1,0,79.8741433595321,"0"
119,"F7",57.7955,0.07,0.608,0.322,"Env1",0,1,1,0,0,1,57.7874691625918,"0"
120,"GA209",83.5588,0.004,0.979,0.017,"Env1",1,0,1,0,1,0,103.599855685094,"1"
121,"GT112",82.9939,0.008,0.839,0.153,"Env1",0,1,1,0,0,1,73.8597505291754,"0"
122,"H105W",70.58,0.753,0.209,0.038,"Env1",1,0,1,0,0,1,83.9187004469034,"1"
123,"H49",73.573,0.002,0.995,0.003,"Env1",0,1,1,0,1,0,65.6911905013314,"0"
124,"H84",76.9237,0.714,0.281,0.004,"Env1",1,0,1,0,0,1,82.1154496911774,"1"
125,"H91",72.4586,0.997,0.002,0.001,"Env1",0,1,1,0,0,1,62.6616299851609,"0"
126,"H95",75.7706,0.001,0.898,0.101,"Env1",1,0,1,0,1,0,83.8895975912674,"1"
127,"H99",68.1534,0.001,0.997,0.002,"Env1",1,0,1,0,1,0,81.692547026542,"1"
128,"HI27",84.2825,0.207,0.019,0.774,"Env1",1,0,1,0,0,1,97.5280312091344,"1"
129,"HP301",71.7176,0,0,0,"Env1",0,1,1,0,0,1,71.1998954682578,"0"
130,"HY",76.059,0.079,0.898,0.024,"Env1",1,0,1,0,1,0,82.8177818219716,"1"
131,"I137TN",77.3085,0.002,0.539,0.459,"Env1",0,1,1,0,1,0,77.839622842527,"0"
132,"I205",73.1494,0.23,0.767,0.003,"Env1",0,1,1,0,1,0,66.8284665137686,"0"
134,"IA2132",66.9151,0,0,0,"Env1",0,1,1,0,0,1,67.2567751860405,"0"
135,"IA5125",73.7,0,0,0,"Env1",1,0,1,0,0,1,89.2253050847538,"1"
136,"IDS28",73.1489,0,0,0,"Env1",0,1,1,0,0,1,77.2225813211036,"0"
137,"IDS69",74.8755,0,0,0,"Env1",1,0,1,0,0,1,82.3238863890938,"1"
138,"IDS91",72.8956,0,0,0,"Env1",1,0,1,0,0,1,95.4151358439952,"1"
139,"IL101",64.9637,0,0,0,"Env1",0,1,1,0,0,1,72.3226466108842,"0"
140,"IL14H",67.6062,0,0,0,"Env1",1,0,1,0,0,1,78.9547864154484,"1"
141,"IL677A",79.6582,0,0,0,"Env1",1,0,1,0,0,1,89.8740635932396,"1"
142,"K148",75.8236,0.087,0.886,0.027,"Env1",1,0,1,0,1,0,90.3684977453572,"1"
143,"K4",79.7796,0.11,0.873,0.017,"Env1",1,0,1,0,1,0,89.279155285068,"1"
144,"K55",74.8692,0.01,0.98,0.01,"Env1",0,1,1,0,1,0,80.4472376865062,"0"
145,"K64",79.0343,0.033,0.965,0.002,"Env1",1,0,1,0,1,0,85.0280515920166,"1"
146,"KI11",87.092,0.003,0.017,0.98,"Env1",0,1,1,0,0,1,93.3697553426414,"0"
147,"KI14",102.3563,0.003,0.003,0.994,"Env1",0,1,1,0,0,1,108.901046834782,"0"
148,"KI2021",90.9691,0.004,0.005,0.991,"Env1",0,1,1,0,0,1,99.4319020262138,"0"
149,"KI21",78.0904,0.001,0.393,0.606,"Env1",0,1,1,0,0,1,79.8093967575344,"0"
150,"KI3",84.0508,0.001,0.002,0.997,"Env1",1,0,1,0,0,1,88.5145386766106,"1"
151,"KI43",80.5768,0.029,0.048,0.923,"Env1",1,0,1,0,0,1,89.8590883885162,"1"
152,"KI44",86.5349,0.001,0.018,0.981,"Env1",0,1,1,0,0,1,86.7787369736793,"0"
153,"KY21",80.6388,0.008,0.859,0.133,"Env1",1,0,1,0,1,0,89.0774353069833,"1"
154,"KY226",78.1843,0.011,0.732,0.258,"Env1",1,0,1,0,1,0,83.0445784278737,"1"
155,"KY228",80.1691,0.134,0.709,0.157,"Env1",1,0,1,0,1,0,93.1821114928262,"1"
156,"L317",75.6883,0.001,0.99,0.009,"Env1",0,1,1,0,1,0,76.8611513813351,"0"
157,"L578",82.7188,0.007,0.297,0.696,"Env1",0,1,1,0,0,1,84.8317642645359,"0"
158,"M14",67.8828,0.012,0.849,0.139,"Env1",1,0,1,0,1,0,74.0054873432005,"1"
159,"M162W",78.7757,0.002,0.996,0.002,"Env1",1,0,1,0,1,0,103.861766795057,"1"
160,"M37W",79.3077,0.012,0.404,0.584,"Env1",1,0,1,0,1,0,86.7096130034289,"1"
161,"MEF156552",61.8726,0.007,0.854,0.139,"Env1",1,0,1,0,1,0,77.2044581796876,"1"
162,"MO17",73.5243,0.001,0.998,0.001,"Env1",1,0,1,0,1,0,86.3783792960879,"1"
163,"MO18W",84.9689,0.011,0.307,0.683,"Env1",0,1,1,0,0,1,79.4425251135239,"0"
164,"MO1W",73.1586,0.004,0.828,0.168,"Env1",1,0,1,0,1,0,78.8018615369117,"1"
165,"MO24W",77.6315,0.108,0.727,0.165,"Env1",0,1,1,0,1,0,80.6774848296134,"0"
166,"MO44",74.0944,0.002,0.996,0.002,"Env1",0,1,1,0,1,0,70.7373235215899,"0"
167,"MO45",69.7817,0.252,0.516,0.232,"Env1",0,1,1,0,0,1,58.2540134696005,"0"
168,"MO46",76.8292,0.152,0.838,0.011,"Env1",1,0,1,0,1,0,86.1078535835572,"1"
169,"MO47",67.3645,0.18,0.624,0.196,"Env1",1,0,1,0,1,0,75.0938342486662,"1"
170,"MOG",76.7004,0.002,0.996,0.002,"Env1",0,1,1,0,1,0,83.0637116629501,"0"
171,"MP339",81.4118,0.102,0.641,0.258,"Env1",0,1,1,0,0,1,78.1931780952365,"0"
172,"MS1334",63.3397,0.002,0.884,0.114,"Env1",1,0,1,0,0,1,74.7303312245726,"1"
173,"MS153",67.6877,0.063,0.865,0.073,"Env1",1,0,1,0,1,0,73.2970114030313,"1"
174,"MS71",69.9717,0.002,0.997,0.001,"Env1",1,0,1,0,1,0,78.56710794943,"1"
175,"MT42",60.7897,0.004,0.765,0.231,"Env1",0,1,1,0,1,0,57.3690929077029,"0"
176,"N192",68.0591,0.998,0.001,0.001,"Env1",0,1,1,0,0,1,60.631942503128,"0"
177,"N28HT",72.3818,0.551,0.447,0.002,"Env1",1,0,1,0,0,1,78.9788183156391,"1"
178,"N6",72.331,0.017,0.98,0.003,"Env1",0,1,1,0,1,0,69.826869483574,"0"
179,"N7A",71.4677,0.494,0.503,0.002,"Env1",1,0,1,0,1,0,77.858823107423,"1"
180,"NC222",79.741,0.004,0.874,0.122,"Env1",1,0,1,0,1,0,85.172525965077,"1"
181,"NC230",74.6365,0.004,0.994,0.002,"Env1",1,0,1,0,1,0,86.8801631011774,"1"
182,"NC232",75.6048,0.068,0.839,0.094,"Env1",1,0,1,0,1,0,91.9271431085945,"1"
183,"NC236",80.8717,0.023,0.974,0.002,"Env1",0,1,1,0,1,0,90.7246780944397,"0"
184,"NC238",84.1726,0.004,0.989,0.007,"Env1",1,0,1,0,1,0,90.7462086079565,"1"
185,"NC250",73.2365,0.941,0.057,0.002,"Env1",1,0,1,0,0,1,75.0600739823869,"1"
186,"NC258",78.3731,0.001,0.997,0.001,"Env1",1,0,1,0,1,0,82.396115480489,"1"
187,"NC260",73.3428,0.005,0.992,0.003,"Env1",0,1,1,0,1,0,83.450292670486,"0"
188,"NC262",72.9937,0.007,0.991,0.001,"Env1",0,1,1,0,1,0,74.2030160157758,"0"
189,"NC264",75.8274,0.015,0.018,0.967,"Env1",1,0,1,0,0,1,88.8793206597537,"1"
190,"NC290A",75.7686,0.015,0.984,0.001,"Env1",1,0,1,0,1,0,73.8446218269374,"1"
191,"NC294",73.7393,0.998,0.001,0.001,"Env1",1,0,1,0,0,1,83.6293404272057,"1"
192,"NC296",77.3119,0.002,0.001,0.997,"Env1",1,0,1,0,0,1,87.4425518318475,"1"
193,"NC296A",78.4604,0.002,0.001,0.997,"Env1",0,1,1,0,0,1,81.0359877884282,"0"
194,"NC298",76.9959,0.001,0.001,0.998,"Env1",0,1,1,0,0,1,80.8252081682627,"0"
195,"NC300",81.3896,0.002,0.003,0.995,"Env1",1,0,1,0,0,1,96.7756593793457,"1"
196,"NC302",74.5463,0.002,0.003,0.996,"Env1",0,1,1,0,0,1,77.6062165665535,"0"
197,"NC304",74.6772,0.001,0.002,0.997,"Env1",0,1,1,0,0,1,81.7403108563709,"0"
198,"NC306",74.5105,0.998,0.001,0.001,"Env1",1,0,1,0,0,1,86.6903369227913,"1"
199,"NC310",74.5323,0.999,0.001,0.001,"Env1",1,0,1,0,0,1,73.1180376006853,"1"
200,"NC314",75.1653,0.998,0.001,0.001,"Env1",0,1,1,0,0,1,76.7956555921203,"0"
201,"NC318",78.5687,0.002,0.032,0.966,"Env1",1,0,1,0,0,1,69.8048025691842,"1"
202,"NC320",76.7693,0.004,0.005,0.991,"Env1",1,0,1,0,0,1,87.6154455739211,"1"
203,"NC324",77.3784,0.999,0.001,0.001,"Env1",1,0,1,0,0,1,78.9030473979728,"1"
204,"NC326",76.2669,0.998,0.001,0.001,"Env1",1,0,1,0,0,1,81.5099518986967,"1"
205,"NC328",74.238,0.998,0.001,0.001,"Env1",0,1,1,0,0,1,74.3825295556355,"0"
206,"NC33",81.384,0.129,0.862,0.01,"Env1",0,1,1,0,1,0,73.0087045650376,"0"
207,"NC336",79.7619,0.002,0.001,0.997,"Env1",0,1,1,0,0,1,81.785521828433,"0"
208,"NC338",78.0938,0.002,0.003,0.995,"Env1",1,0,1,0,0,1,84.3450979720268,"1"
209,"NC340",77.7262,0.009,0.004,0.987,"Env1",1,0,1,0,0,1,83.5271792877363,"1"
210,"NC342",73.384,0.005,0.994,0.001,"Env1",0,1,1,0,1,0,77.5014495817318,"0"
211,"NC344",76.9914,0.002,0.997,0.001,"Env1",1,0,1,0,1,0,88.7825701516497,"1"
212,"NC346",77.9955,0.002,0.001,0.997,"Env1",1,0,1,0,0,1,87.4939961960762,"1"
213,"NC348",77.6858,0.001,0.001,0.997,"Env1",0,1,1,0,0,1,77.5815387384084,"0"
214,"NC350",77.7047,0.003,0.002,0.995,"Env1",1,0,1,0,0,1,77.5389659080958,"1"
215,"NC352",80.7583,0.003,0.001,0.996,"Env1",1,0,1,0,0,1,82.4935892304929,"1"
216,"NC354",78.7022,0.01,0.001,0.989,"Env1",0,1,1,0,0,1,82.2607521434654,"0"
217,"NC356",76.9065,0.001,0.031,0.968,"Env1",1,0,1,0,0,1,85.1901513969599,"1"
218,"NC358",72.9944,0.001,0.143,0.856,"Env1",0,1,1,0,0,1,70.5395938261217,"0"
219,"NC360",76.7912,0.001,0.475,0.523,"Env1",0,1,1,0,1,0,75.6422932358236,"0"
220,"NC362",75.6493,0.002,0.54,0.458,"Env1",0,1,1,0,1,0,76.0636055150428,"0"
221,"NC364",74.0945,0.002,0.507,0.492,"Env1",0,1,1,0,0,1,70.9785588350836,"0"
222,"NC366",80.1203,0.018,0.467,0.514,"Env1",1,0,1,0,0,1,92.1163314902775,"1"
223,"NC368",75.9685,0.996,0.003,0.001,"Env1",1,0,1,0,0,1,79.8972557126702,"1"
224,"ND246",62.7605,0.004,0.76,0.236,"Env1",0,1,1,0,0,1,61.8141513740909,"0"
225,"OH40B",74.9959,0.002,0.996,0.002,"Env1",1,0,1,0,1,0,85.0659872551724,"1"
226,"OH43",68.5854,0.001,0.998,0.001,"Env1",0,1,1,0,1,0,71.3214543139727,"0"
227,"OH43E",69.148,0.002,0.997,0.001,"Env1",1,0,1,0,1,0,73.5731218103363,"1"
228,"OH603",80.8601,0.002,0.669,0.329,"Env1",0,1,1,0,1,0,90.0350086375556,"0"
229,"OH7B",82.1824,0.031,0.967,0.002,"Env1",1,0,1,0,1,0,89.2791084382649,"1"
230,"OS420",73.7354,0.016,0.983,0.001,"Env1",1,0,1,0,1,0,78.3114838246786,"1"
231,"P39",66.286,0,0,0,"Env1",0,1,1,0,0,1,73.0791555128997,"0"
232,"PA762",73.605,0.001,0.998,0.001,"Env1",1,0,1,0,1,0,71.1196060627214,"1"
233,"PA875",72.4222,0.002,0.979,0.02,"Env1",0,1,1,0,1,0,75.372385395411,"0"
234,"PA880",73.2393,0.002,0.993,0.005,"Env1",1,0,1,0,1,0,84.7511531728867,"1"
235,"PA91",76.0519,0.001,0.997,0.002,"Env1",0,1,1,0,1,0,71.7481367386325,"0"
236,"R109B",72.3121,0.113,0.855,0.032,"Env1",1,0,1,0,1,0,85.0679281535989,"1"
237,"R168",70.3065,0.002,0.996,0.002,"Env1",1,0,1,0,1,0,73.5179105059657,"1"
238,"R177",76.2678,0.122,0.875,0.002,"Env1",0,1,1,0,1,0,72.8668075618524,"0"
239,"R229",76.9172,0.991,0.002,0.007,"Env1",0,1,1,0,0,1,71.6462654043925,"0"
240,"R4",74.9659,0.019,0.979,0.003,"Env1",1,0,1,0,1,0,87.4588307369279,"1"
241,"SA24",74.3062,0,0,0,"Env1",0,1,1,0,0,1,76.6684257711508,"0"
242,"SC213R",86.2039,0.002,0.579,0.419,"Env1",1,0,1,0,1,0,83.4437955731653,"1"
243,"SC357",78.6115,0.003,0.622,0.375,"Env1",0,1,1,0,0,1,82.6848167050973,"0"
244,"SD40",72.0045,0.417,0.581,0.002,"Env1",0,1,1,0,1,0,71.1800760309768,"0"
245,"SD44",69.5738,0.006,0.993,0.001,"Env1",1,0,1,0,1,0,79.888250681453,"1"
246,"SG1533",73.6917,0,0,0,"Env1",0,1,1,0,0,1,67.9854141780753,"0"
247,"SG18",76.8717,0,0,0,"Env1",1,0,1,0,0,1,85.4379555575133,"1"
248,"T232",77.3524,0.14,0.459,0.402,"Env1",1,0,1,0,0,1,88.0496222421688,"1"
249,"T234",84.2938,0.003,0.985,0.012,"Env1",0,1,1,0,1,0,82.4760244336925,"0"
250,"T8",73.7759,0.003,0.989,0.007,"Env1",1,0,1,0,1,0,80.4469637997407,"1"
251,"TX303",80.2482,0.065,0.36,0.575,"Env1",0,1,1,0,0,1,80.7691301209459,"0"
252,"TX601",86.059,0.003,0.004,0.993,"Env1",1,0,1,0,0,1,100.511409997424,"1"
253,"TZI10",89.2717,0.003,0.005,0.992,"Env1",0,1,1,0,0,1,88.3699135193573,"0"
254,"TZI16",77.8416,0.248,0.351,0.401,"Env1",0,1,1,0,1,0,76.7725386310689,"0"
255,"TZI18",82.6569,0.002,0.003,0.995,"Env1",0,1,1,0,0,1,83.7089171765752,"0"
256,"TZI25",76.2009,0.305,0.086,0.608,"Env1",0,1,1,0,0,1,69.8734864610632,"0"
257,"TZI8",90.0707,0.041,0.005,0.955,"Env1",1,0,1,0,0,1,94.017681883933,"1"
258,"TZI9",76.884,0.008,0.011,0.982,"Env1",1,0,1,0,0,1,81.3143651525009,"1"
259,"U267Y",85.9916,0.002,0.595,0.403,"Env1",0,1,1,0,1,0,90.014083690213,"0"
260,"VA102",69.1993,0.001,0.994,0.005,"Env1",1,0,1,0,1,0,74.942555190679,"1"
261,"VA14",77.1231,0.002,0.995,0.003,"Env1",1,0,1,0,1,0,86.9773107425788,"1"
262,"VA17",74.597,0.002,0.997,0.001,"Env1",1,0,1,0,1,0,82.0517904217901,"1"
263,"VA22",75.0246,0.001,0.995,0.003,"Env1",1,0,1,0,1,0,81.2550919392562,"1"
264,"VA26",71.4638,0.005,0.983,0.011,"Env1",1,0,1,0,1,0,70.8215965272124,"1"
