"TaxaOrder","Taxa","daysToSilk","popStiffStalk","popNonStiffStalk","popTropical","Env","snpPresence","snpAbsence","envE1Presence","envE2Presence","BackgroundPresence","BackgroundAbsence","Phenotype","SNPPresenceFactor"
45,"B79",74.597,0.305,0.693,0.002,"Env1",0,1,1,0,1,0,76.8453412754657,"0"
46,"B84",75.2271,0.996,0.003,0.001,"Env1",0,1,1,0,0,1,78.8686022440977,"0"
47,"B97",74.188,0.016,0.981,0.003,"Env1",0,1,1,0,1,0,73.3759102720046,"0"
48,"C103",73.7944,0.002,0.997,0.001,"Env1",1,0,1,0,1,0,73.9257197108229,"1"
49,"C123",70.3352,0.047,0.952,0.002,"Env1",1,0,1,0,1,0,72.7240007497715,"1"
50,"C49A",61.4123,0.127,0.869,0.004,"Env1",1,0,1,0,1,0,73.5409829660693,"1"
51,"CH70130",69.5911,0.004,0.993,0.003,"Env1",0,1,1,0,1,0,64.3933130144533,"0"
52,"CH9",71.0825,0.003,0.992,0.006,"Env1",1,0,1,0,1,0,76.935648624082,"1"
53,"CI1872",76.8145,0.006,0.992,0.002,"Env1",0,1,1,0,1,0,81.1752304738446,"0"
54,"CI21E",76.1651,0.119,0.866,0.014,"Env1",0,1,1,0,0,1,78.279989545271,"0"
55,"CI28A",76.5779,0.004,0.749,0.247,"Env1",1,0,1,0,1,0,84.5789064206826,"1"
56,"CI31A",80.2225,0.002,0.994,0.004,"Env1",1,0,1,0,1,0,86.0925331421748,"1"
57,"CI3A",78.3931,0.083,0.905,0.012,"Env1",1,0,1,0,1,0,95.5125185769981,"1"
58,"CI64",76.727,0.012,0.986,0.002,"Env1",0,1,1,0,1,0,78.3682100167989,"0"
59,"CI66",82.7365,0.011,0.935,0.054,"Env1",1,0,1,0,1,0,84.280965352405,"1"
60,"CI7",75.9223,0.004,0.994,0.001,"Env1",1,0,1,0,1,0,81.1696905068553,"1"
61,"CI90C",79.0715,0.003,0.737,0.26,"Env1",1,0,1,0,1,0,86.1361990069586,"1"
62,"CI91B",74.0808,0.002,0.997,0.002,"Env1",0,1,1,0,1,0,76.8219120261567,"0"
63,"CM105",63.3495,0.995,0.004,0.001,"Env1",0,1,1,0,0,1,62.4409081488666,"0"
64,"CM174",62.7155,0.997,0.002,0.001,"Env1",1,0,1,0,0,1,71.1819589117462,"1"
65,"CM37",56.9015,0.013,0.969,0.017,"Env1",0,1,1,0,1,0,57.4232906945376,"0"
66,"CM7",59.8961,0.059,0.939,0.002,"Env1",1,0,1,0,1,0,61.1593873243072,"1"
67,"CML10",94.6511,0.002,0.002,0.995,"Env1",1,0,1,0,0,1,102.727589234157,"1"
68,"CML103",76.315,0.003,0.005,0.992,"Env1",1,0,1,0,0,1,79.6099814299462,"1"
69,"CML108",81.1927,0.002,0.099,0.899,"Env1",1,0,1,0,1,0,82.4465068835194,"1"
70,"CML11",88.4198,0.003,0.002,0.995,"Env1",1,0,1,0,0,1,97.2017916624775,"1"
71,"CML14",96.565,0.001,0.001,0.998,"Env1",1,0,1,0,0,1,111.293392238563,"1"
72,"CML154Q",77.306,0.002,0.005,0.993,"Env1",1,0,1,0,0,1,73.0643894085844,"1"
73,"CML157Q",80.9917,0.004,0.018,0.978,"Env1",0,1,1,0,0,1,82.289875408704,"0"
74,"CML158Q",85.7192,0.01,0.018,0.971,"Env1",0,1,1,0,0,1,87.3715738870501,"0"
75,"CML218",80.3192,0.01,0.301,0.689,"Env1",1,0,1,0,1,0,80.8132921487885,"1"
76,"CML220",75.4254,0.059,0.053,0.887,"Env1",0,1,1,0,0,1,82.6692617772038,"0"
77,"CML228",88.68,0.003,0.002,0.995,"Env1",0,1,1,0,0,1,83.9448916946773,"0"
78,"CML238",85.8408,0.001,0.004,0.995,"Env1",0,1,1,0,0,1,76.3757500283446,"0"
79,"CML247",90.0765,0.003,0.006,0.991,"Env1",1,0,1,0,0,1,89.2193152779314,"1"
80,"CML254",105.276,0.001,0.006,0.993,"Env1",1,0,1,0,0,1,112.577692671947,"1"
81,"CML258",97.208,0.001,0.002,0.996,"Env1",1,0,1,0,0,1,95.9173440131494,"1"
82,"CML261",97.0905,0.016,0.004,0.981,"Env1",1,0,1,0,0,1,110.773435580972,"1"
83,"CML264",113.8464,0.002,0.001,0.997,"Env1",0,1,1,0,0,1,110.697932762359,"0"
84,"CML277",88.5572,0.001,0.004,0.995,"Env1",1,0,1,0,0,1,89.7491856962971,"1"
85,"CML281",103.6257,0.023,0.046,0.931,"Env1",0,1,1,0,0,1,105.173849630141,"0"
86,"CML287",95.2476,0.004,0.022,0.974,"Env1",0,1,1,0,0,1,95.6010926132918,"0"
87,"CML311",92.2112,0.004,0.114,0.882,"Env1",0,1,1,0,0,1,94.3769045520108,"0"
88,"CML314",83.3483,0.003,0.002,0.995,"Env1",0,1,1,0,0,1,92.5013242627579,"0"
89,"CML321",90.6385,0.027,0.008,0.966,"Env1",1,0,1,0,0,1,98.2395945954129,"1"
90,"CML322",78.4872,0.01,0.005,0.985,"Env1",1,0,1,0,0,1,83.9451908987413,"1"
91,"CML323",78.2786,0.007,0.34,0.653,"Env1",0,1,1,0,0,1,71.2742704272256,"0"
92,"CML328",82.8199,0.002,0.357,0.641,"Env1",1,0,1,0,0,1,99.2598468621776,"1"
93,"CML331",95.0247,0.002,0.003,0.994,"Env1",1,0,1,0,0,1,95.4621832732448,"1"
94,"CML332",84.3217,0.002,0.003,0.994,"Env1",0,1,1,0,0,1,84.9559860510171,"0"
95,"CML333",78.554,0.013,0.029,0.959,"Env1",0,1,1,0,0,1,85.8300834086336,"0"
96,"CML341",88.0196,0.002,0.004,0.995,"Env1",1,0,1,0,0,1,89.887951752949,"1"
97,"CML38",89.2113,0.001,0.002,0.997,"Env1",1,0,1,0,0,1,100.837375593953,"1"
98,"CML45",99.629,0.001,0.002,0.997,"Env1",1,0,1,0,0,1,102.599281622713,"1"
99,"CML5",95.8391,0.001,0.034,0.965,"Env1",0,1,1,0,0,1,102.707136988697,"0"
100,"CML52",91.8288,0.002,0.01,0.988,"Env1",1,0,1,0,0,1,89.7920238133994,"1"
101,"CML61",113.6148,0.002,0.004,0.994,"Env1",0,1,1,0,0,1,114.638428664298,"0"
102,"CML69",84.73,0.006,0.028,0.966,"Env1",1,0,1,0,0,1,93.5107192424423,"1"
103,"CML77",79.1526,0.005,0.302,0.693,"Env1",1,0,1,0,1,0,88.7655937128245,"1"
104,"CML91",83.7936,0.015,0.218,0.767,"Env1",0,1,1,0,0,1,85.7281490569236,"0"
105,"CML92",79.4707,0.096,0.275,0.629,"Env1",1,0,1,0,1,0,88.7978780700237,"1"
106,"CMV3",59.5986,0.147,0.847,0.006,"Env1",0,1,1,0,1,0,59.203606447523,"0"
107,"CO106",61.682,0.016,0.973,0.011,"Env1",1,0,1,0,1,0,66.6887357621837,"1"
108,"CO125",63.0639,0.021,0.967,0.012,"Env1",0,1,1,0,1,0,58.0465105714358,"0"
109,"CO255",59.4573,0.009,0.647,0.344,"Env1",0,1,1,0,1,0,60.0268162365086,"0"
110,"DE1",77.5401,0.018,0.98,0.002,"Env1",0,1,1,0,1,0,77.1357296971787,"0"
111,"DE2",74.1241,0.02,0.979,0.001,"Env1",1,0,1,0,1,0,79.6742424938318,"1"
112,"DE3",75.8776,0.24,0.734,0.026,"Env1",1,0,1,0,1,0,84.6351959629133,"1"
113,"DE811",79.1373,0.779,0.218,0.003,"Env1",0,1,1,0,1,0,87.4003547037146,"0"
114,"E2558W",78.516,0.006,0.923,0.07,"Env1",0,1,1,0,1,0,86.0054474507159,"0"
115,"EP1",60.9675,0.001,0.461,0.537,"Env1",0,1,1,0,1,0,65.2336813527109,"0"
116,"F2834T",74.6321,0.026,0.421,0.553,"Env1",0,1,1,0,1,0,82.7712158607442,"0"
117,"F44",82.1659,0.01,0.62,0.369,"Env1",1,0,1,0,1,0,90.1471051198162,"1"
118,"F6",82.2712,0.005,0.745,0.25,"Env1",0,1,1,0,1,0,82.4178963958753,"0"
119,"F7",57.7955,0.07,0.608,0.322,"Env1",0,1,1,0,0,1,55.4717492442034,"0"
120,"GA209",83.5588,0.004,0.979,0.017,"Env1",0,1,1,0,1,0,76.8637254044673,"0"
121,"GT112",82.9939,0.008,0.839,0.153,"Env1",0,1,1,0,1,0,84.2849153345679,"0"
122,"H105W",70.58,0.753,0.209,0.038,"Env1",0,1,1,0,0,1,69.7681286978427,"0"
123,"H49",73.573,0.002,0.995,0.003,"Env1",0,1,1,0,1,0,79.9462393415773,"0"
124,"H84",76.9237,0.714,0.281,0.004,"Env1",1,0,1,0,0,1,82.8846941740489,"1"
125,"H91",72.4586,0.997,0.002,0.001,"Env1",1,0,1,0,0,1,80.1728946434949,"1"
126,"H95",75.7706,0.001,0.898,0.101,"Env1",0,1,1,0,1,0,78.378941136951,"0"
127,"H99",68.1534,0.001,0.997,0.002,"Env1",0,1,1,0,1,0,67.0183349374615,"0"
128,"HI27",84.2825,0.207,0.019,0.774,"Env1",0,1,1,0,0,1,90.0101800707805,"0"
129,"HP301",71.7176,0,0,0,"Env1",1,0,1,0,0,1,70.2979116621445,"1"
130,"HY",76.059,0.079,0.898,0.024,"Env1",0,1,1,0,1,0,82.7363304356219,"0"
131,"I137TN",77.3085,0.002,0.539,0.459,"Env1",0,1,1,0,1,0,78.0766700571191,"0"
132,"I205",73.1494,0.23,0.767,0.003,"Env1",0,1,1,0,1,0,73.9914682615182,"0"
134,"IA2132",66.9151,0,0,0,"Env1",0,1,1,0,0,1,60.187333286504,"0"
135,"IA5125",73.7,0,0,0,"Env1",0,1,1,0,0,1,75.9451328546765,"0"
136,"IDS28",73.1489,0,0,0,"Env1",1,0,1,0,0,1,73.9708310674823,"1"
137,"IDS69",74.8755,0,0,0,"Env1",0,1,1,0,0,1,75.3792846746151,"0"
138,"IDS91",72.8956,0,0,0,"Env1",0,1,1,0,0,1,61.0046854048703,"0"
139,"IL101",64.9637,0,0,0,"Env1",1,0,1,0,0,1,74.5019012014209,"1"
140,"IL14H",67.6062,0,0,0,"Env1",1,0,1,0,0,1,66.8449958077777,"1"
141,"IL677A",79.6582,0,0,0,"Env1",1,0,1,0,0,1,86.2402323131598,"1"
142,"K148",75.8236,0.087,0.886,0.027,"Env1",0,1,1,0,1,0,75.4662725307993,"0"
143,"K4",79.7796,0.11,0.873,0.017,"Env1",0,1,1,0,1,0,83.6193327220302,"0"
144,"K55",74.8692,0.01,0.98,0.01,"Env1",0,1,1,0,1,0,73.0817717946852,"0"
145,"K64",79.0343,0.033,0.965,0.002,"Env1",0,1,1,0,1,0,72.6392281196014,"0"
146,"KI11",87.092,0.003,0.017,0.98,"Env1",1,0,1,0,0,1,95.7406015687438,"1"
147,"KI14",102.3563,0.003,0.003,0.994,"Env1",0,1,1,0,0,1,104.964223982434,"0"
148,"KI2021",90.9691,0.004,0.005,0.991,"Env1",1,0,1,0,0,1,98.2489497608593,"1"
149,"KI21",78.0904,0.001,0.393,0.606,"Env1",1,0,1,0,0,1,89.0451637195279,"1"
150,"KI3",84.0508,0.001,0.002,0.997,"Env1",0,1,1,0,0,1,80.2286169554949,"0"
151,"KI43",80.5768,0.029,0.048,0.923,"Env1",1,0,1,0,0,1,91.2759789125289,"1"
152,"KI44",86.5349,0.001,0.018,0.981,"Env1",0,1,1,0,0,1,85.8787860620682,"0"
153,"KY21",80.6388,0.008,0.859,0.133,"Env1",1,0,1,0,1,0,81.7603615687136,"1"
154,"KY226",78.1843,0.011,0.732,0.258,"Env1",0,1,1,0,1,0,82.2152599933011,"0"
155,"KY228",80.1691,0.134,0.709,0.157,"Env1",1,0,1,0,0,1,92.3099200327526,"1"
156,"L317",75.6883,0.001,0.99,0.009,"Env1",0,1,1,0,1,0,75.5669101119386,"0"
157,"L578",82.7188,0.007,0.297,0.696,"Env1",0,1,1,0,0,1,76.132855676257,"0"
158,"M14",67.8828,0.012,0.849,0.139,"Env1",1,0,1,0,1,0,64.3116249030045,"1"
159,"M162W",78.7757,0.002,0.996,0.002,"Env1",0,1,1,0,1,0,77.6582432552351,"0"
160,"M37W",79.3077,0.012,0.404,0.584,"Env1",0,1,1,0,1,0,75.168841693204,"0"
161,"MEF156552",61.8726,0.007,0.854,0.139,"Env1",1,0,1,0,1,0,62.441712774911,"1"
162,"MO17",73.5243,0.001,0.998,0.001,"Env1",0,1,1,0,1,0,73.201543896965,"0"
163,"MO18W",84.9689,0.011,0.307,0.683,"Env1",0,1,1,0,1,0,87.1914243163029,"0"
164,"MO1W",73.1586,0.004,0.828,0.168,"Env1",1,0,1,0,1,0,75.6737788490287,"1"
165,"MO24W",77.6315,0.108,0.727,0.165,"Env1",1,0,1,0,1,0,81.2603187428073,"1"
166,"MO44",74.0944,0.002,0.996,0.002,"Env1",1,0,1,0,1,0,74.1961500958821,"1"
167,"MO45",69.7817,0.252,0.516,0.232,"Env1",1,0,1,0,1,0,73.4259611810717,"1"
168,"MO46",76.8292,0.152,0.838,0.011,"Env1",0,1,1,0,1,0,74.6753922669374,"0"
169,"MO47",67.3645,0.18,0.624,0.196,"Env1",0,1,1,0,0,1,60.0912273266186,"0"
170,"MOG",76.7004,0.002,0.996,0.002,"Env1",1,0,1,0,1,0,84.7144499363647,"1"
171,"MP339",81.4118,0.102,0.641,0.258,"Env1",0,1,1,0,1,0,72.2188584665959,"0"
172,"MS1334",63.3397,0.002,0.884,0.114,"Env1",0,1,1,0,1,0,68.946718021183,"0"
173,"MS153",67.6877,0.063,0.865,0.073,"Env1",1,0,1,0,1,0,75.7087015772226,"1"
174,"MS71",69.9717,0.002,0.997,0.001,"Env1",1,0,1,0,1,0,71.33070033322,"1"
175,"MT42",60.7897,0.004,0.765,0.231,"Env1",0,1,1,0,1,0,53.8949314610066,"0"
176,"N192",68.0591,0.998,0.001,0.001,"Env1",1,0,1,0,0,1,61.5592212624287,"1"
177,"N28HT",72.3818,0.551,0.447,0.002,"Env1",0,1,1,0,1,0,68.8104634255958,"0"
178,"N6",72.331,0.017,0.98,0.003,"Env1",1,0,1,0,1,0,80.308172649948,"1"
179,"N7A",71.4677,0.494,0.503,0.002,"Env1",1,0,1,0,0,1,71.6969836434695,"1"
180,"NC222",79.741,0.004,0.874,0.122,"Env1",1,0,1,0,1,0,76.871260333828,"1"
181,"NC230",74.6365,0.004,0.994,0.002,"Env1",0,1,1,0,1,0,85.6264406539015,"0"
182,"NC232",75.6048,0.068,0.839,0.094,"Env1",0,1,1,0,1,0,73.9834312268647,"0"
183,"NC236",80.8717,0.023,0.974,0.002,"Env1",0,1,1,0,1,0,85.2518568182075,"0"
184,"NC238",84.1726,0.004,0.989,0.007,"Env1",1,0,1,0,1,0,86.3996735666661,"1"
185,"NC250",73.2365,0.941,0.057,0.002,"Env1",0,1,1,0,0,1,63.5905905922363,"0"
186,"NC258",78.3731,0.001,0.997,0.001,"Env1",0,1,1,0,1,0,89.1271437648323,"0"
187,"NC260",73.3428,0.005,0.992,0.003,"Env1",0,1,1,0,1,0,76.2651477130363,"0"
188,"NC262",72.9937,0.007,0.991,0.001,"Env1",1,0,1,0,1,0,80.0630282850445,"1"
189,"NC264",75.8274,0.015,0.018,0.967,"Env1",1,0,1,0,0,1,85.569770923348,"1"
190,"NC290A",75.7686,0.015,0.984,0.001,"Env1",1,0,1,0,1,0,78.2856871770721,"1"
191,"NC294",73.7393,0.998,0.001,0.001,"Env1",1,0,1,0,0,1,72.0584974107657,"1"
192,"NC296",77.3119,0.002,0.001,0.997,"Env1",1,0,1,0,0,1,70.5472104815072,"1"
193,"NC296A",78.4604,0.002,0.001,0.997,"Env1",1,0,1,0,0,1,78.112198722226,"1"
194,"NC298",76.9959,0.001,0.001,0.998,"Env1",0,1,1,0,0,1,71.9597419179533,"0"
195,"NC300",81.3896,0.002,0.003,0.995,"Env1",1,0,1,0,0,1,80.0568733441475,"1"
196,"NC302",74.5463,0.002,0.003,0.996,"Env1",0,1,1,0,0,1,79.4487101576547,"0"
197,"NC304",74.6772,0.001,0.002,0.997,"Env1",1,0,1,0,0,1,80.8879804587075,"1"
198,"NC306",74.5105,0.998,0.001,0.001,"Env1",1,0,1,0,0,1,65.5342049433279,"1"
199,"NC310",74.5323,0.999,0.001,0.001,"Env1",1,0,1,0,0,1,71.9860891911363,"1"
200,"NC314",75.1653,0.998,0.001,0.001,"Env1",0,1,1,0,0,1,81.021215618194,"0"
201,"NC318",78.5687,0.002,0.032,0.966,"Env1",1,0,1,0,0,1,90.4423265625526,"1"
202,"NC320",76.7693,0.004,0.005,0.991,"Env1",1,0,1,0,0,1,82.7884342430626,"1"
203,"NC324",77.3784,0.999,0.001,0.001,"Env1",1,0,1,0,0,1,80.7827127834038,"1"
204,"NC326",76.2669,0.998,0.001,0.001,"Env1",1,0,1,0,0,1,82.7471971004658,"1"
205,"NC328",74.238,0.998,0.001,0.001,"Env1",0,1,1,0,0,1,70.8017863849259,"0"
206,"NC33",81.384,0.129,0.862,0.01,"Env1",0,1,1,0,1,0,83.6518896305223,"0"
207,"NC336",79.7619,0.002,0.001,0.997,"Env1",1,0,1,0,0,1,87.1578652285643,"1"
208,"NC338",78.0938,0.002,0.003,0.995,"Env1",1,0,1,0,0,1,85.577701396371,"1"
209,"NC340",77.7262,0.009,0.004,0.987,"Env1",0,1,1,0,0,1,79.0009215432614,"0"
210,"NC342",73.384,0.005,0.994,0.001,"Env1",0,1,1,0,1,0,81.121595426681,"0"
211,"NC344",76.9914,0.002,0.997,0.001,"Env1",1,0,1,0,1,0,77.0393765583103,"1"
212,"NC346",77.9955,0.002,0.001,0.997,"Env1",0,1,1,0,0,1,85.0772331754146,"0"
213,"NC348",77.6858,0.001,0.001,0.997,"Env1",1,0,1,0,0,1,77.026359457837,"1"
214,"NC350",77.7047,0.003,0.002,0.995,"Env1",0,1,1,0,0,1,75.4038774125188,"0"
215,"NC352",80.7583,0.003,0.001,0.996,"Env1",1,0,1,0,0,1,83.1596660279792,"1"
216,"NC354",78.7022,0.01,0.001,0.989,"Env1",1,0,1,0,0,1,78.7404084161558,"1"
217,"NC356",76.9065,0.001,0.031,0.968,"Env1",1,0,1,0,0,1,84.0361913598852,"1"
218,"NC358",72.9944,0.001,0.143,0.856,"Env1",1,0,1,0,0,1,80.9026837845519,"1"
219,"NC360",76.7912,0.001,0.475,0.523,"Env1",1,0,1,0,0,1,78.1697108995336,"1"
220,"NC362",75.6493,0.002,0.54,0.458,"Env1",1,0,1,0,0,1,80.3285442157444,"1"
221,"NC364",74.0945,0.002,0.507,0.492,"Env1",0,1,1,0,1,0,68.2210489204597,"0"
222,"NC366",80.1203,0.018,0.467,0.514,"Env1",1,0,1,0,1,0,79.2366278652584,"1"
223,"NC368",75.9685,0.996,0.003,0.001,"Env1",1,0,1,0,0,1,77.7346836404612,"1"
224,"ND246",62.7605,0.004,0.76,0.236,"Env1",1,0,1,0,1,0,71.9671506507622,"1"
225,"OH40B",74.9959,0.002,0.996,0.002,"Env1",1,0,1,0,1,0,82.5546030584686,"1"
226,"OH43",68.5854,0.001,0.998,0.001,"Env1",1,0,1,0,1,0,70.7118003758338,"1"
227,"OH43E",69.148,0.002,0.997,0.001,"Env1",1,0,1,0,1,0,73.0001022498146,"1"
228,"OH603",80.8601,0.002,0.669,0.329,"Env1",1,0,1,0,0,1,81.8033881305239,"1"
229,"OH7B",82.1824,0.031,0.967,0.002,"Env1",1,0,1,0,1,0,85.6580779360683,"1"
230,"OS420",73.7354,0.016,0.983,0.001,"Env1",1,0,1,0,1,0,77.7493737753403,"1"
231,"P39",66.286,0,0,0,"Env1",0,1,1,0,0,1,52.6661262000831,"0"
232,"PA762",73.605,0.001,0.998,0.001,"Env1",1,0,1,0,1,0,80.7758042895142,"1"
233,"PA875",72.4222,0.002,0.979,0.02,"Env1",1,0,1,0,1,0,81.4930250465068,"1"
234,"PA880",73.2393,0.002,0.993,0.005,"Env1",1,0,1,0,1,0,72.7685080462197,"1"
235,"PA91",76.0519,0.001,0.997,0.002,"Env1",0,1,1,0,1,0,83.9166011757802,"0"
236,"R109B",72.3121,0.113,0.855,0.032,"Env1",1,0,1,0,1,0,85.2543400979467,"1"
237,"R168",70.3065,0.002,0.996,0.002,"Env1",1,0,1,0,1,0,77.3579164869257,"1"
238,"R177",76.2678,0.122,0.875,0.002,"Env1",0,1,1,0,1,0,76.3902363017359,"0"
239,"R229",76.9172,0.991,0.002,0.007,"Env1",1,0,1,0,0,1,72.7219412762512,"1"
240,"R4",74.9659,0.019,0.979,0.003,"Env1",1,0,1,0,1,0,77.5429308567017,"1"
241,"SA24",74.3062,0,0,0,"Env1",0,1,1,0,0,1,81.435030278202,"0"
242,"SC213R",86.2039,0.002,0.579,0.419,"Env1",0,1,1,0,1,0,87.9431654426517,"0"
243,"SC357",78.6115,0.003,0.622,0.375,"Env1",1,0,1,0,1,0,85.7705141422285,"1"
244,"SD40",72.0045,0.417,0.581,0.002,"Env1",1,0,1,0,0,1,75.7071218886388,"1"
245,"SD44",69.5738,0.006,0.993,0.001,"Env1",1,0,1,0,1,0,73.809902092037,"1"
246,"SG1533",73.6917,0,0,0,"Env1",1,0,1,0,0,1,75.2573891879687,"1"
247,"SG18",76.8717,0,0,0,"Env1",1,0,1,0,0,1,75.2629828189457,"1"
248,"T232",77.3524,0.14,0.459,0.402,"Env1",0,1,1,0,0,1,77.8092529688555,"0"
249,"T234",84.2938,0.003,0.985,0.012,"Env1",1,0,1,0,1,0,96.5338446695506,"1"
250,"T8",73.7759,0.003,0.989,0.007,"Env1",0,1,1,0,1,0,77.7177710749946,"0"
251,"TX303",80.2482,0.065,0.36,0.575,"Env1",1,0,1,0,1,0,86.5707829586366,"1"
252,"TX601",86.059,0.003,0.004,0.993,"Env1",1,0,1,0,0,1,89.6336761075109,"1"
253,"TZI10",89.2717,0.003,0.005,0.992,"Env1",1,0,1,0,0,1,91.7435745928972,"1"
254,"TZI16",77.8416,0.248,0.351,0.401,"Env1",0,1,1,0,0,1,71.8140949710846,"0"
255,"TZI18",82.6569,0.002,0.003,0.995,"Env1",1,0,1,0,0,1,84.6592332024161,"1"
256,"TZI25",76.2009,0.305,0.086,0.608,"Env1",1,0,1,0,0,1,82.7740327078556,"1"
257,"TZI8",90.0707,0.041,0.005,0.955,"Env1",1,0,1,0,0,1,93.8263860076549,"1"
258,"TZI9",76.884,0.008,0.011,0.982,"Env1",0,1,1,0,0,1,70.8571359361872,"0"
259,"U267Y",85.9916,0.002,0.595,0.403,"Env1",1,0,1,0,1,0,95.505057118487,"1"
260,"VA102",69.1993,0.001,0.994,0.005,"Env1",0,1,1,0,1,0,78.4608093782504,"0"
261,"VA14",77.1231,0.002,0.995,0.003,"Env1",1,0,1,0,1,0,83.609906571211,"1"
262,"VA17",74.597,0.002,0.997,0.001,"Env1",0,1,1,0,1,0,75.9560899964675,"0"
263,"VA22",75.0246,0.001,0.995,0.003,"Env1",0,1,1,0,1,0,70.1834363363869,"0"
264,"VA26",71.4638,0.005,0.983,0.011,"Env1",0,1,1,0,1,0,73.7787829415818,"0"
