"TaxaOrder","Taxa","daysToSilk","popStiffStalk","popNonStiffStalk","popTropical","Env","snpPresence","snpAbsence","envE1Presence","envE2Presence","BackgroundPresence","BackgroundAbsence","Phenotype","SNPPresenceFactor"
34,"B37",74.1355,0.997,0.002,0.001,"Env1",1,0,1,0,0,1,73.7457150452557,"1"
35,"B46",73.7353,0.214,0.784,0.002,"Env1",1,0,1,0,1,0,67.0467969418477,"1"
36,"B52",75.3501,0.012,0.985,0.003,"Env1",1,0,1,0,1,0,75.2527854059152,"1"
37,"B57",71.5856,0.002,0.996,0.002,"Env1",0,1,1,0,1,0,69.5210012041684,"0"
38,"B64",63.7854,0.988,0.002,0.01,"Env1",1,0,1,0,0,1,60.6870734802157,"1"
39,"B68",76.5085,0.998,0.001,0.001,"Env1",0,1,1,0,0,1,69.1220875002221,"0"
40,"B73",72.0762,0.999,0.001,0.001,"Env1",1,0,1,0,0,1,65.1832517874366,"1"
41,"B73HTRHM",72.3007,0.999,0.001,0.001,"Env1",1,0,1,0,0,1,67.6600795859999,"1"
42,"B75",71.7824,0.005,0.993,0.002,"Env1",1,0,1,0,1,0,74.9914404645696,"1"
43,"B76",72.3682,0.912,0.087,0.001,"Env1",0,1,1,0,0,1,63.5352548108398,"0"
44,"B77",72.9512,0.083,0.915,0.002,"Env1",1,0,1,0,1,0,66.0196224601146,"1"
45,"B79",74.597,0.305,0.693,0.002,"Env1",0,1,1,0,1,0,72.1797330915172,"0"
46,"B84",75.2271,0.996,0.003,0.001,"Env1",1,0,1,0,0,1,67.915256115561,"1"
47,"B97",74.188,0.016,0.981,0.003,"Env1",0,1,1,0,1,0,72.7182894923553,"0"
48,"C103",73.7944,0.002,0.997,0.001,"Env1",1,0,1,0,1,0,78.1052846519416,"1"
49,"C123",70.3352,0.047,0.952,0.002,"Env1",1,0,1,0,1,0,74.8457889986981,"1"
50,"C49A",61.4123,0.127,0.869,0.004,"Env1",0,1,1,0,1,0,56.0006359797477,"0"
51,"CH70130",69.5911,0.004,0.993,0.003,"Env1",0,1,1,0,1,0,69.9416308218642,"0"
52,"CH9",71.0825,0.003,0.992,0.006,"Env1",0,1,1,0,1,0,62.4278737684314,"0"
53,"CI1872",76.8145,0.006,0.992,0.002,"Env1",0,1,1,0,1,0,83.1409062535089,"0"
54,"CI21E",76.1651,0.119,0.866,0.014,"Env1",1,0,1,0,1,0,69.4178457323252,"1"
55,"CI28A",76.5779,0.004,0.749,0.247,"Env1",0,1,1,0,1,0,65.4008589689416,"0"
56,"CI31A",80.2225,0.002,0.994,0.004,"Env1",1,0,1,0,1,0,84.2462030204417,"1"
57,"CI3A",78.3931,0.083,0.905,0.012,"Env1",1,0,1,0,1,0,72.0337077385898,"1"
58,"CI64",76.727,0.012,0.986,0.002,"Env1",0,1,1,0,1,0,80.9852192535848,"0"
59,"CI66",82.7365,0.011,0.935,0.054,"Env1",1,0,1,0,1,0,84.8518018154878,"1"
60,"CI7",75.9223,0.004,0.994,0.001,"Env1",1,0,1,0,1,0,80.6748205165295,"1"
61,"CI90C",79.0715,0.003,0.737,0.26,"Env1",0,1,1,0,0,1,80.9601085220788,"0"
62,"CI91B",74.0808,0.002,0.997,0.002,"Env1",1,0,1,0,1,0,74.134117729709,"1"
63,"CM105",63.3495,0.995,0.004,0.001,"Env1",0,1,1,0,0,1,64.1775701514029,"0"
64,"CM174",62.7155,0.997,0.002,0.001,"Env1",1,0,1,0,0,1,71.0067470764814,"1"
65,"CM37",56.9015,0.013,0.969,0.017,"Env1",0,1,1,0,1,0,55.3057455356419,"0"
66,"CM7",59.8961,0.059,0.939,0.002,"Env1",1,0,1,0,1,0,61.4921356433287,"1"
67,"CML10",94.6511,0.002,0.002,0.995,"Env1",1,0,1,0,0,1,92.6958360162177,"1"
68,"CML103",76.315,0.003,0.005,0.992,"Env1",0,1,1,0,0,1,72.302358725133,"0"
69,"CML108",81.1927,0.002,0.099,0.899,"Env1",1,0,1,0,0,1,82.7633008687326,"1"
70,"CML11",88.4198,0.003,0.002,0.995,"Env1",1,0,1,0,0,1,86.3193131128084,"1"
71,"CML14",96.565,0.001,0.001,0.998,"Env1",1,0,1,0,0,1,93.6512365595826,"1"
72,"CML154Q",77.306,0.002,0.005,0.993,"Env1",1,0,1,0,0,1,78.5679651396105,"1"
73,"CML157Q",80.9917,0.004,0.018,0.978,"Env1",1,0,1,0,0,1,80.1704163626606,"1"
74,"CML158Q",85.7192,0.01,0.018,0.971,"Env1",1,0,1,0,0,1,86.0176184797137,"1"
75,"CML218",80.3192,0.01,0.301,0.689,"Env1",1,0,1,0,0,1,65.895971824363,"1"
76,"CML220",75.4254,0.059,0.053,0.887,"Env1",0,1,1,0,0,1,82.4501465876974,"0"
77,"CML228",88.68,0.003,0.002,0.995,"Env1",0,1,1,0,0,1,79.5887583459789,"0"
78,"CML238",85.8408,0.001,0.004,0.995,"Env1",1,0,1,0,0,1,85.6790440296943,"1"
79,"CML247",90.0765,0.003,0.006,0.991,"Env1",0,1,1,0,0,1,91.3416280378291,"0"
80,"CML254",105.276,0.001,0.006,0.993,"Env1",1,0,1,0,0,1,111.797967675735,"1"
81,"CML258",97.208,0.001,0.002,0.996,"Env1",0,1,1,0,0,1,108.497120926696,"0"
82,"CML261",97.0905,0.016,0.004,0.981,"Env1",1,0,1,0,0,1,99.7600886878996,"1"
83,"CML264",113.8464,0.002,0.001,0.997,"Env1",0,1,1,0,0,1,113.246303718455,"0"
84,"CML277",88.5572,0.001,0.004,0.995,"Env1",0,1,1,0,0,1,85.2889926888448,"0"
85,"CML281",103.6257,0.023,0.046,0.931,"Env1",0,1,1,0,0,1,105.672856000179,"0"
86,"CML287",95.2476,0.004,0.022,0.974,"Env1",1,0,1,0,0,1,93.6325747790715,"1"
87,"CML311",92.2112,0.004,0.114,0.882,"Env1",1,0,1,0,1,0,93.4100621957798,"1"
88,"CML314",83.3483,0.003,0.002,0.995,"Env1",0,1,1,0,0,1,82.7129564174521,"0"
89,"CML321",90.6385,0.027,0.008,0.966,"Env1",0,1,1,0,0,1,95.1047469520906,"0"
90,"CML322",78.4872,0.01,0.005,0.985,"Env1",1,0,1,0,0,1,75.615460511129,"1"
91,"CML323",78.2786,0.007,0.34,0.653,"Env1",0,1,1,0,1,0,83.9560347061418,"0"
92,"CML328",82.8199,0.002,0.357,0.641,"Env1",1,0,1,0,1,0,87.0704114710463,"1"
93,"CML331",95.0247,0.002,0.003,0.994,"Env1",0,1,1,0,0,1,99.6941403145989,"0"
94,"CML332",84.3217,0.002,0.003,0.994,"Env1",1,0,1,0,0,1,88.6476395899683,"1"
95,"CML333",78.554,0.013,0.029,0.959,"Env1",0,1,1,0,0,1,80.8722185861428,"0"
96,"CML341",88.0196,0.002,0.004,0.995,"Env1",0,1,1,0,0,1,85.4590607248012,"0"
97,"CML38",89.2113,0.001,0.002,0.997,"Env1",0,1,1,0,0,1,86.5532995226277,"0"
98,"CML45",99.629,0.001,0.002,0.997,"Env1",1,0,1,0,0,1,103.020041937727,"1"
99,"CML5",95.8391,0.001,0.034,0.965,"Env1",1,0,1,0,0,1,88.7585496770944,"1"
100,"CML52",91.8288,0.002,0.01,0.988,"Env1",1,0,1,0,0,1,99.6122732972504,"1"
101,"CML61",113.6148,0.002,0.004,0.994,"Env1",1,0,1,0,0,1,115.595489505915,"1"
102,"CML69",84.73,0.006,0.028,0.966,"Env1",0,1,1,0,0,1,86.538683644553,"0"
103,"CML77",79.1526,0.005,0.302,0.693,"Env1",0,1,1,0,1,0,88.0512309970319,"0"
104,"CML91",83.7936,0.015,0.218,0.767,"Env1",0,1,1,0,0,1,77.0692313283291,"0"
105,"CML92",79.4707,0.096,0.275,0.629,"Env1",1,0,1,0,0,1,81.2262049768535,"1"
106,"CMV3",59.5986,0.147,0.847,0.006,"Env1",1,0,1,0,0,1,64.5755263299125,"1"
107,"CO106",61.682,0.016,0.973,0.011,"Env1",1,0,1,0,0,1,59.7268232462906,"1"
108,"CO125",63.0639,0.021,0.967,0.012,"Env1",1,0,1,0,1,0,66.419329700824,"1"
109,"CO255",59.4573,0.009,0.647,0.344,"Env1",1,0,1,0,0,1,53.1225009936222,"1"
110,"DE1",77.5401,0.018,0.98,0.002,"Env1",0,1,1,0,1,0,84.4036036473614,"0"
111,"DE2",74.1241,0.02,0.979,0.001,"Env1",1,0,1,0,1,0,71.9485854609959,"1"
112,"DE3",75.8776,0.24,0.734,0.026,"Env1",1,0,1,0,1,0,72.3766670490337,"1"
113,"DE811",79.1373,0.779,0.218,0.003,"Env1",0,1,1,0,1,0,79.454732328148,"0"
114,"E2558W",78.516,0.006,0.923,0.07,"Env1",0,1,1,0,1,0,75.1610139826056,"0"
115,"EP1",60.9675,0.001,0.461,0.537,"Env1",1,0,1,0,0,1,63.3366617997481,"1"
116,"F2834T",74.6321,0.026,0.421,0.553,"Env1",1,0,1,0,1,0,73.1130734509417,"1"
117,"F44",82.1659,0.01,0.62,0.369,"Env1",1,0,1,0,0,1,87.777651014934,"1"
118,"F6",82.2712,0.005,0.745,0.25,"Env1",0,1,1,0,1,0,77.7771743841143,"0"
119,"F7",57.7955,0.07,0.608,0.322,"Env1",0,1,1,0,0,1,65.7829947131857,"0"
120,"GA209",83.5588,0.004,0.979,0.017,"Env1",0,1,1,0,1,0,84.0949935710088,"0"
121,"GT112",82.9939,0.008,0.839,0.153,"Env1",0,1,1,0,1,0,83.1209100507686,"0"
122,"H105W",70.58,0.753,0.209,0.038,"Env1",1,0,1,0,0,1,76.3602503863767,"1"
123,"H49",73.573,0.002,0.995,0.003,"Env1",0,1,1,0,1,0,71.3594684895979,"0"
124,"H84",76.9237,0.714,0.281,0.004,"Env1",1,0,1,0,1,0,72.5050365605361,"1"
125,"H91",72.4586,0.997,0.002,0.001,"Env1",0,1,1,0,0,1,76.4615534364093,"0"
126,"H95",75.7706,0.001,0.898,0.101,"Env1",0,1,1,0,1,0,66.7529974810369,"0"
127,"H99",68.1534,0.001,0.997,0.002,"Env1",0,1,1,0,1,0,67.7288937778684,"0"
128,"HI27",84.2825,0.207,0.019,0.774,"Env1",1,0,1,0,0,1,82.2871833171974,"1"
129,"HP301",71.7176,0,0,0,"Env1",1,0,1,0,0,1,70.9938704579795,"1"
130,"HY",76.059,0.079,0.898,0.024,"Env1",1,0,1,0,1,0,82.8552420720749,"1"
131,"I137TN",77.3085,0.002,0.539,0.459,"Env1",0,1,1,0,0,1,79.0450208767324,"0"
132,"I205",73.1494,0.23,0.767,0.003,"Env1",0,1,1,0,1,0,71.4984707454699,"0"
134,"IA2132",66.9151,0,0,0,"Env1",0,1,1,0,0,1,73.2620174966777,"0"
135,"IA5125",73.7,0,0,0,"Env1",1,0,1,0,0,1,75.0702258958817,"1"
136,"IDS28",73.1489,0,0,0,"Env1",0,1,1,0,0,1,69.9622495641299,"0"
137,"IDS69",74.8755,0,0,0,"Env1",0,1,1,0,0,1,62.0341637769912,"0"
138,"IDS91",72.8956,0,0,0,"Env1",1,0,1,0,0,1,73.456356085172,"1"
139,"IL101",64.9637,0,0,0,"Env1",1,0,1,0,0,1,64.1782427849319,"1"
140,"IL14H",67.6062,0,0,0,"Env1",0,1,1,0,0,1,68.4607439389111,"0"
141,"IL677A",79.6582,0,0,0,"Env1",0,1,1,0,0,1,83.2090302174816,"0"
142,"K148",75.8236,0.087,0.886,0.027,"Env1",0,1,1,0,1,0,79.798543018866,"0"
143,"K4",79.7796,0.11,0.873,0.017,"Env1",1,0,1,0,1,0,69.2338158094185,"1"
144,"K55",74.8692,0.01,0.98,0.01,"Env1",1,0,1,0,1,0,74.2098495042092,"1"
145,"K64",79.0343,0.033,0.965,0.002,"Env1",0,1,1,0,1,0,74.834942053385,"0"
146,"KI11",87.092,0.003,0.017,0.98,"Env1",1,0,1,0,0,1,81.4801910031682,"1"
147,"KI14",102.3563,0.003,0.003,0.994,"Env1",1,0,1,0,0,1,100.920264740231,"1"
148,"KI2021",90.9691,0.004,0.005,0.991,"Env1",0,1,1,0,0,1,89.049363894156,"0"
149,"KI21",78.0904,0.001,0.393,0.606,"Env1",1,0,1,0,0,1,77.0314586509384,"1"
150,"KI3",84.0508,0.001,0.002,0.997,"Env1",0,1,1,0,0,1,92.1482923101225,"0"
151,"KI43",80.5768,0.029,0.048,0.923,"Env1",1,0,1,0,0,1,77.703932589078,"1"
152,"KI44",86.5349,0.001,0.018,0.981,"Env1",0,1,1,0,0,1,87.1611185958676,"0"
153,"KY21",80.6388,0.008,0.859,0.133,"Env1",1,0,1,0,1,0,84.9656372858266,"1"
154,"KY226",78.1843,0.011,0.732,0.258,"Env1",0,1,1,0,0,1,66.758653890284,"0"
155,"KY228",80.1691,0.134,0.709,0.157,"Env1",1,0,1,0,1,0,80.0421661897879,"1"
156,"L317",75.6883,0.001,0.99,0.009,"Env1",0,1,1,0,1,0,80.9037032481055,"0"
157,"L578",82.7188,0.007,0.297,0.696,"Env1",0,1,1,0,0,1,90.0458392349711,"0"
158,"M14",67.8828,0.012,0.849,0.139,"Env1",1,0,1,0,1,0,69.878218947003,"1"
159,"M162W",78.7757,0.002,0.996,0.002,"Env1",0,1,1,0,1,0,85.8395853043753,"0"
160,"M37W",79.3077,0.012,0.404,0.584,"Env1",0,1,1,0,1,0,82.061667490369,"0"
161,"MEF156552",61.8726,0.007,0.854,0.139,"Env1",0,1,1,0,1,0,65.7268624756943,"0"
162,"MO17",73.5243,0.001,0.998,0.001,"Env1",1,0,1,0,1,0,72.3585939075482,"1"
163,"MO18W",84.9689,0.011,0.307,0.683,"Env1",1,0,1,0,0,1,87.8959292025579,"1"
164,"MO1W",73.1586,0.004,0.828,0.168,"Env1",1,0,1,0,1,0,78.4574862342321,"1"
165,"MO24W",77.6315,0.108,0.727,0.165,"Env1",1,0,1,0,1,0,74.1818305210294,"1"
166,"MO44",74.0944,0.002,0.996,0.002,"Env1",1,0,1,0,1,0,72.4910773187229,"1"
167,"MO45",69.7817,0.252,0.516,0.232,"Env1",1,0,1,0,0,1,67.8653363847591,"1"
168,"MO46",76.8292,0.152,0.838,0.011,"Env1",1,0,1,0,1,0,64.5019989795237,"1"
169,"MO47",67.3645,0.18,0.624,0.196,"Env1",1,0,1,0,1,0,67.9378863132462,"1"
170,"MOG",76.7004,0.002,0.996,0.002,"Env1",0,1,1,0,1,0,72.7239206023623,"0"
171,"MP339",81.4118,0.102,0.641,0.258,"Env1",0,1,1,0,1,0,77.1328457908675,"0"
172,"MS1334",63.3397,0.002,0.884,0.114,"Env1",1,0,1,0,1,0,57.0579409341981,"1"
173,"MS153",67.6877,0.063,0.865,0.073,"Env1",0,1,1,0,1,0,60.5275716077676,"0"
174,"MS71",69.9717,0.002,0.997,0.001,"Env1",1,0,1,0,1,0,80.9664429361518,"1"
175,"MT42",60.7897,0.004,0.765,0.231,"Env1",0,1,1,0,1,0,60.629800238731,"0"
176,"N192",68.0591,0.998,0.001,0.001,"Env1",1,0,1,0,0,1,75.8503555437468,"1"
177,"N28HT",72.3818,0.551,0.447,0.002,"Env1",0,1,1,0,0,1,76.6059280665741,"0"
178,"N6",72.331,0.017,0.98,0.003,"Env1",0,1,1,0,1,0,75.7959936782785,"0"
179,"N7A",71.4677,0.494,0.503,0.002,"Env1",1,0,1,0,0,1,71.8987755430778,"1"
180,"NC222",79.741,0.004,0.874,0.122,"Env1",1,0,1,0,1,0,75.656332793695,"1"
181,"NC230",74.6365,0.004,0.994,0.002,"Env1",0,1,1,0,1,0,68.4745477122649,"0"
182,"NC232",75.6048,0.068,0.839,0.094,"Env1",0,1,1,0,1,0,59.5687441416435,"0"
183,"NC236",80.8717,0.023,0.974,0.002,"Env1",1,0,1,0,1,0,84.8131693384728,"1"
184,"NC238",84.1726,0.004,0.989,0.007,"Env1",1,0,1,0,1,0,79.420985532054,"1"
185,"NC250",73.2365,0.941,0.057,0.002,"Env1",1,0,1,0,0,1,76.8845407647346,"1"
186,"NC258",78.3731,0.001,0.997,0.001,"Env1",1,0,1,0,1,0,75.3735131487657,"1"
187,"NC260",73.3428,0.005,0.992,0.003,"Env1",1,0,1,0,1,0,69.5520898728433,"1"
188,"NC262",72.9937,0.007,0.991,0.001,"Env1",1,0,1,0,1,0,70.3052933687338,"1"
189,"NC264",75.8274,0.015,0.018,0.967,"Env1",1,0,1,0,0,1,82.2437924526983,"1"
190,"NC290A",75.7686,0.015,0.984,0.001,"Env1",1,0,1,0,1,0,73.3538163490147,"1"
191,"NC294",73.7393,0.998,0.001,0.001,"Env1",1,0,1,0,0,1,73.0097478982259,"1"
192,"NC296",77.3119,0.002,0.001,0.997,"Env1",0,1,1,0,0,1,79.6736545518972,"0"
193,"NC296A",78.4604,0.002,0.001,0.997,"Env1",0,1,1,0,0,1,71.9091871460134,"0"
194,"NC298",76.9959,0.001,0.001,0.998,"Env1",1,0,1,0,0,1,77.2259287237775,"1"
195,"NC300",81.3896,0.002,0.003,0.995,"Env1",1,0,1,0,0,1,74.6556645504744,"1"
196,"NC302",74.5463,0.002,0.003,0.996,"Env1",0,1,1,0,0,1,83.4807724906381,"0"
197,"NC304",74.6772,0.001,0.002,0.997,"Env1",1,0,1,0,0,1,65.2563143643119,"1"
198,"NC306",74.5105,0.998,0.001,0.001,"Env1",0,1,1,0,0,1,80.0050141343101,"0"
199,"NC310",74.5323,0.999,0.001,0.001,"Env1",1,0,1,0,0,1,67.6154458162684,"1"
200,"NC314",75.1653,0.998,0.001,0.001,"Env1",0,1,1,0,0,1,81.680471490889,"0"
201,"NC318",78.5687,0.002,0.032,0.966,"Env1",0,1,1,0,0,1,71.5782071701575,"0"
202,"NC320",76.7693,0.004,0.005,0.991,"Env1",0,1,1,0,0,1,84.8652208808719,"0"
203,"NC324",77.3784,0.999,0.001,0.001,"Env1",0,1,1,0,0,1,81.9043737167497,"0"
204,"NC326",76.2669,0.998,0.001,0.001,"Env1",1,0,1,0,0,1,71.5482085498383,"1"
205,"NC328",74.238,0.998,0.001,0.001,"Env1",0,1,1,0,0,1,72.8257397669802,"0"
206,"NC33",81.384,0.129,0.862,0.01,"Env1",1,0,1,0,1,0,87.9712995014007,"1"
207,"NC336",79.7619,0.002,0.001,0.997,"Env1",1,0,1,0,0,1,83.8011011787241,"1"
208,"NC338",78.0938,0.002,0.003,0.995,"Env1",0,1,1,0,0,1,83.0243736312915,"0"
209,"NC340",77.7262,0.009,0.004,0.987,"Env1",0,1,1,0,0,1,80.6463834664016,"0"
210,"NC342",73.384,0.005,0.994,0.001,"Env1",1,0,1,0,1,0,64.8095944653606,"1"
211,"NC344",76.9914,0.002,0.997,0.001,"Env1",1,0,1,0,1,0,73.2345497806039,"1"
212,"NC346",77.9955,0.002,0.001,0.997,"Env1",0,1,1,0,0,1,66.9376984278529,"0"
213,"NC348",77.6858,0.001,0.001,0.997,"Env1",1,0,1,0,0,1,68.9520719924472,"1"
214,"NC350",77.7047,0.003,0.002,0.995,"Env1",0,1,1,0,0,1,73.2068892763079,"0"
215,"NC352",80.7583,0.003,0.001,0.996,"Env1",0,1,1,0,0,1,79.2449450468207,"0"
216,"NC354",78.7022,0.01,0.001,0.989,"Env1",0,1,1,0,0,1,78.8613709657636,"0"
217,"NC356",76.9065,0.001,0.031,0.968,"Env1",0,1,1,0,0,1,74.8604310051546,"0"
218,"NC358",72.9944,0.001,0.143,0.856,"Env1",1,0,1,0,0,1,71.590362274417,"1"
219,"NC360",76.7912,0.001,0.475,0.523,"Env1",1,0,1,0,0,1,68.8418269427557,"1"
220,"NC362",75.6493,0.002,0.54,0.458,"Env1",0,1,1,0,1,0,81.8815460980924,"0"
221,"NC364",74.0945,0.002,0.507,0.492,"Env1",1,0,1,0,1,0,73.7744117797619,"1"
222,"NC366",80.1203,0.018,0.467,0.514,"Env1",1,0,1,0,1,0,77.4959763171048,"1"
223,"NC368",75.9685,0.996,0.003,0.001,"Env1",1,0,1,0,0,1,71.6007059511361,"1"
224,"ND246",62.7605,0.004,0.76,0.236,"Env1",1,0,1,0,1,0,64.2768459861703,"1"
225,"OH40B",74.9959,0.002,0.996,0.002,"Env1",1,0,1,0,1,0,73.1905501863452,"1"
226,"OH43",68.5854,0.001,0.998,0.001,"Env1",1,0,1,0,1,0,63.7990584317469,"1"
227,"OH43E",69.148,0.002,0.997,0.001,"Env1",0,1,1,0,1,0,69.8727029676532,"0"
228,"OH603",80.8601,0.002,0.669,0.329,"Env1",1,0,1,0,0,1,78.7326361560935,"1"
229,"OH7B",82.1824,0.031,0.967,0.002,"Env1",0,1,1,0,1,0,76.1252777252963,"0"
230,"OS420",73.7354,0.016,0.983,0.001,"Env1",0,1,1,0,1,0,74.5785614291383,"0"
231,"P39",66.286,0,0,0,"Env1",0,1,1,0,0,1,61.5926851410959,"0"
232,"PA762",73.605,0.001,0.998,0.001,"Env1",1,0,1,0,1,0,83.2026695935273,"1"
233,"PA875",72.4222,0.002,0.979,0.02,"Env1",0,1,1,0,1,0,74.9637648561802,"0"
234,"PA880",73.2393,0.002,0.993,0.005,"Env1",0,1,1,0,1,0,79.4744770828885,"0"
235,"PA91",76.0519,0.001,0.997,0.002,"Env1",1,0,1,0,1,0,75.1786875056201,"1"
236,"R109B",72.3121,0.113,0.855,0.032,"Env1",0,1,1,0,1,0,78.1384573927557,"0"
237,"R168",70.3065,0.002,0.996,0.002,"Env1",1,0,1,0,1,0,67.6147158003605,"1"
238,"R177",76.2678,0.122,0.875,0.002,"Env1",1,0,1,0,1,0,73.4183509570531,"1"
239,"R229",76.9172,0.991,0.002,0.007,"Env1",1,0,1,0,0,1,73.8344688955294,"1"
240,"R4",74.9659,0.019,0.979,0.003,"Env1",0,1,1,0,1,0,72.762092785529,"0"
241,"SA24",74.3062,0,0,0,"Env1",1,0,1,0,0,1,76.0296132893371,"1"
242,"SC213R",86.2039,0.002,0.579,0.419,"Env1",1,0,1,0,0,1,87.3986342865471,"1"
243,"SC357",78.6115,0.003,0.622,0.375,"Env1",1,0,1,0,1,0,84.7340062955945,"1"
244,"SD40",72.0045,0.417,0.581,0.002,"Env1",0,1,1,0,1,0,70.8347099747245,"0"
245,"SD44",69.5738,0.006,0.993,0.001,"Env1",0,1,1,0,1,0,72.2592493304445,"0"
246,"SG1533",73.6917,0,0,0,"Env1",0,1,1,0,0,1,74.6197614779288,"0"
247,"SG18",76.8717,0,0,0,"Env1",0,1,1,0,0,1,68.339837360703,"0"
248,"T232",77.3524,0.14,0.459,0.402,"Env1",1,0,1,0,1,0,78.2770616206282,"1"
249,"T234",84.2938,0.003,0.985,0.012,"Env1",1,0,1,0,1,0,90.5503408662287,"1"
250,"T8",73.7759,0.003,0.989,0.007,"Env1",0,1,1,0,1,0,66.6213045922847,"0"
251,"TX303",80.2482,0.065,0.36,0.575,"Env1",1,0,1,0,0,1,74.9445505187227,"1"
252,"TX601",86.059,0.003,0.004,0.993,"Env1",1,0,1,0,0,1,84.1545998205809,"1"
253,"TZI10",89.2717,0.003,0.005,0.992,"Env1",0,1,1,0,0,1,101.062186148195,"0"
254,"TZI16",77.8416,0.248,0.351,0.401,"Env1",0,1,1,0,1,0,71.2427534104963,"0"
255,"TZI18",82.6569,0.002,0.003,0.995,"Env1",0,1,1,0,0,1,84.7397760234887,"0"
256,"TZI25",76.2009,0.305,0.086,0.608,"Env1",1,0,1,0,0,1,79.4487653335196,"1"
257,"TZI8",90.0707,0.041,0.005,0.955,"Env1",0,1,1,0,0,1,97.7201781231946,"0"
258,"TZI9",76.884,0.008,0.011,0.982,"Env1",0,1,1,0,0,1,81.3942625481669,"0"
259,"U267Y",85.9916,0.002,0.595,0.403,"Env1",1,0,1,0,1,0,90.1645262639973,"1"
260,"VA102",69.1993,0.001,0.994,0.005,"Env1",1,0,1,0,1,0,63.1706870386551,"1"
261,"VA14",77.1231,0.002,0.995,0.003,"Env1",1,0,1,0,1,0,74.3023217070145,"1"
262,"VA17",74.597,0.002,0.997,0.001,"Env1",0,1,1,0,1,0,66.0940328180482,"0"
263,"VA22",75.0246,0.001,0.995,0.003,"Env1",1,0,1,0,1,0,77.1059966694448,"1"
264,"VA26",71.4638,0.005,0.983,0.011,"Env1",0,1,1,0,1,0,65.9587793705977,"0"
