"TaxaOrder","Taxa","daysToSilk","popStiffStalk","popNonStiffStalk","popTropical","Env","SNPPresence","Env1Presence","SNPAbsence","Phenotype"
41,"B73HTRHM",72.3007,0.999,0.001,0.001,"Env1","0",1,1,74.8380258956371
42,"B75",71.7824,0.005,0.993,0.002,"Env1","0",1,1,50.7873595295847
43,"B76",72.3682,0.912,0.087,0.001,"Env1","0",1,1,72.0310081536762
44,"B77",72.9512,0.083,0.915,0.002,"Env1","0",1,1,82.2685388775328
45,"B79",74.597,0.305,0.693,0.002,"Env1","0",1,1,47.4765840321815
46,"B84",75.2271,0.996,0.003,0.001,"Env1","0",1,1,79.0839370944604
47,"B97",74.188,0.016,0.981,0.003,"Env1","0",1,1,77.6950654494971
48,"C103",73.7944,0.002,0.997,0.001,"Env1","0",1,1,70.1955111347821
49,"C123",70.3352,0.047,0.952,0.002,"Env1","1",1,0,93.3169066156096
50,"C49A",61.4123,0.127,0.869,0.004,"Env1","0",1,1,64.0409535009908
51,"CH70130",69.5911,0.004,0.993,0.003,"Env1","0",1,1,72.8084967928383
52,"CH9",71.0825,0.003,0.992,0.006,"Env1","0",1,1,32.4767521187886
53,"CI1872",76.8145,0.006,0.992,0.002,"Env1","1",1,0,114.701719740871
54,"CI21E",76.1651,0.119,0.866,0.014,"Env1","0",1,1,57.2889002729908
55,"CI28A",76.5779,0.004,0.749,0.247,"Env1","0",1,1,102.768620853328
56,"CI31A",80.2225,0.002,0.994,0.004,"Env1","0",1,1,96.3937555102256
57,"CI3A",78.3931,0.083,0.905,0.012,"Env1","0",1,1,75.1399689690561
58,"CI64",76.727,0.012,0.986,0.002,"Env1","0",1,1,79.8526930751869
59,"CI66",82.7365,0.011,0.935,0.054,"Env1","0",1,1,93.0696108812773
60,"CI7",75.9223,0.004,0.994,0.001,"Env1","0",1,1,77.9628571208974
61,"CI90C",79.0715,0.003,0.737,0.26,"Env1","0",1,1,89.4334335716876
62,"CI91B",74.0808,0.002,0.997,0.002,"Env1","0",1,1,71.8984744551285
63,"CM105",63.3495,0.995,0.004,0.001,"Env1","0",1,1,68.2978793913294
64,"CM174",62.7155,0.997,0.002,0.001,"Env1","0",1,1,77.1838247511636
65,"CM37",56.9015,0.013,0.969,0.017,"Env1","0",1,1,49.0207250237834
66,"CM7",59.8961,0.059,0.939,0.002,"Env1","0",1,1,48.6358106987903
67,"CML10",94.6511,0.002,0.002,0.995,"Env1","0",1,1,65.7290131604925
68,"CML103",76.315,0.003,0.005,0.992,"Env1","0",1,1,70.3298543883115
69,"CML108",81.1927,0.002,0.099,0.899,"Env1","0",1,1,83.5969267999092
70,"CML11",88.4198,0.003,0.002,0.995,"Env1","0",1,1,65.7456551358582
71,"CML14",96.565,0.001,0.001,0.998,"Env1","0",1,1,104.09718767429
72,"CML154Q",77.306,0.002,0.005,0.993,"Env1","1",1,0,70.5633607253322
73,"CML157Q",80.9917,0.004,0.018,0.978,"Env1","0",1,1,56.7758328566743
74,"CML158Q",85.7192,0.01,0.018,0.971,"Env1","0",1,1,71.7795041437598
75,"CML218",80.3192,0.01,0.301,0.689,"Env1","0",1,1,66.3374937192246
76,"CML220",75.4254,0.059,0.053,0.887,"Env1","0",1,1,75.0441864178965
77,"CML228",88.68,0.003,0.002,0.995,"Env1","0",1,1,85.1835789457878
78,"CML238",85.8408,0.001,0.004,0.995,"Env1","0",1,1,85.5556938757545
79,"CML247",90.0765,0.003,0.006,0.991,"Env1","0",1,1,81.7555167488372
80,"CML254",105.276,0.001,0.006,0.993,"Env1","0",1,1,96.3404415795023
81,"CML258",97.208,0.001,0.002,0.996,"Env1","0",1,1,76.2283349871973
82,"CML261",97.0905,0.016,0.004,0.981,"Env1","0",1,1,112.664631421474
83,"CML264",113.8464,0.002,0.001,0.997,"Env1","0",1,1,112.496024846893
84,"CML277",88.5572,0.001,0.004,0.995,"Env1","0",1,1,77.2768987979016
85,"CML281",103.6257,0.023,0.046,0.931,"Env1","0",1,1,105.123587880469
86,"CML287",95.2476,0.004,0.022,0.974,"Env1","0",1,1,82.5852763948942
87,"CML311",92.2112,0.004,0.114,0.882,"Env1","0",1,1,117.363368387209
88,"CML314",83.3483,0.003,0.002,0.995,"Env1","0",1,1,80.0553492913401
89,"CML321",90.6385,0.027,0.008,0.966,"Env1","0",1,1,91.5041045882807
90,"CML322",78.4872,0.01,0.005,0.985,"Env1","0",1,1,97.5762605952513
91,"CML323",78.2786,0.007,0.34,0.653,"Env1","0",1,1,87.2932483201748
92,"CML328",82.8199,0.002,0.357,0.641,"Env1","0",1,1,107.334616930424
93,"CML331",95.0247,0.002,0.003,0.994,"Env1","0",1,1,63.3999069182975
94,"CML332",84.3217,0.002,0.003,0.994,"Env1","0",1,1,86.9846479406022
95,"CML333",78.554,0.013,0.029,0.959,"Env1","0",1,1,89.1265973053967
96,"CML341",88.0196,0.002,0.004,0.995,"Env1","0",1,1,105.756507766724
97,"CML38",89.2113,0.001,0.002,0.997,"Env1","0",1,1,73.0040248628224
98,"CML45",99.629,0.001,0.002,0.997,"Env1","1",1,0,106.969029658796
99,"CML5",95.8391,0.001,0.034,0.965,"Env1","0",1,1,88.2431685386825
100,"CML52",91.8288,0.002,0.01,0.988,"Env1","0",1,1,101.565990398377
101,"CML61",113.6148,0.002,0.004,0.994,"Env1","0",1,1,100.788546427383
102,"CML69",84.73,0.006,0.028,0.966,"Env1","0",1,1,94.326005859145
103,"CML77",79.1526,0.005,0.302,0.693,"Env1","0",1,1,76.2818677393326
104,"CML91",83.7936,0.015,0.218,0.767,"Env1","0",1,1,66.9122177053418
105,"CML92",79.4707,0.096,0.275,0.629,"Env1","0",1,1,70.584466877941
106,"CMV3",59.5986,0.147,0.847,0.006,"Env1","0",1,1,90.2930828719302
107,"CO106",61.682,0.016,0.973,0.011,"Env1","0",1,1,41.2931255613721
108,"CO125",63.0639,0.021,0.967,0.012,"Env1","0",1,1,55.9872066448039
109,"CO255",59.4573,0.009,0.647,0.344,"Env1","0",1,1,32.7542125996931
110,"DE1",77.5401,0.018,0.98,0.002,"Env1","0",1,1,47.5389648897167
111,"DE2",74.1241,0.02,0.979,0.001,"Env1","0",1,1,85.074989436284
112,"DE3",75.8776,0.24,0.734,0.026,"Env1","0",1,1,78.7466373192498
113,"DE811",79.1373,0.779,0.218,0.003,"Env1","0",1,1,91.4380165198508
114,"E2558W",78.516,0.006,0.923,0.07,"Env1","0",1,1,91.897914324021
115,"EP1",60.9675,0.001,0.461,0.537,"Env1","0",1,1,64.1046994973725
116,"F2834T",74.6321,0.026,0.421,0.553,"Env1","0",1,1,59.0771992726474
117,"F44",82.1659,0.01,0.62,0.369,"Env1","0",1,1,87.8479551871243
118,"F6",82.2712,0.005,0.745,0.25,"Env1","0",1,1,62.8917303667895
119,"F7",57.7955,0.07,0.608,0.322,"Env1","1",1,0,57.3081966324912
120,"GA209",83.5588,0.004,0.979,0.017,"Env1","0",1,1,82.4320992532583
121,"GT112",82.9939,0.008,0.839,0.153,"Env1","0",1,1,89.6756545887566
122,"H105W",70.58,0.753,0.209,0.038,"Env1","0",1,1,60.0482592674069
123,"H49",73.573,0.002,0.995,0.003,"Env1","0",1,1,52.4994586207789
124,"H84",76.9237,0.714,0.281,0.004,"Env1","0",1,1,65.6896279677389
125,"H91",72.4586,0.997,0.002,0.001,"Env1","0",1,1,90.1819914138082
126,"H95",75.7706,0.001,0.898,0.101,"Env1","0",1,1,63.8116760172794
127,"H99",68.1534,0.001,0.997,0.002,"Env1","0",1,1,78.4134806409051
128,"HI27",84.2825,0.207,0.019,0.774,"Env1","0",1,1,70.0197670519133
129,"HP301",71.7176,0,0,0,"Env1","0",1,1,69.6179347804997
130,"HY",76.059,0.079,0.898,0.024,"Env1","0",1,1,48.9625627795768
131,"I137TN",77.3085,0.002,0.539,0.459,"Env1","1",1,0,99.8593599257482
132,"I205",73.1494,0.23,0.767,0.003,"Env1","0",1,1,74.3900882864279
134,"IA2132",66.9151,0,0,0,"Env1","0",1,1,62.3027270399647
135,"IA5125",73.7,0,0,0,"Env1","0",1,1,73.1499478587843
136,"IDS28",73.1489,0,0,0,"Env1","0",1,1,90.7994430520258
137,"IDS69",74.8755,0,0,0,"Env1","0",1,1,90.868425898147
138,"IDS91",72.8956,0,0,0,"Env1","0",1,1,55.6418914549264
139,"IL101",64.9637,0,0,0,"Env1","0",1,1,58.281707824136
140,"IL14H",67.6062,0,0,0,"Env1","0",1,1,42.7994102733469
141,"IL677A",79.6582,0,0,0,"Env1","0",1,1,69.3055941338904
142,"K148",75.8236,0.087,0.886,0.027,"Env1","0",1,1,90.7586606186752
143,"K4",79.7796,0.11,0.873,0.017,"Env1","0",1,1,69.1933054887586
144,"K55",74.8692,0.01,0.98,0.01,"Env1","0",1,1,91.3401552638817
145,"K64",79.0343,0.033,0.965,0.002,"Env1","0",1,1,91.9097643621879
146,"KI11",87.092,0.003,0.017,0.98,"Env1","0",1,1,119.654353908858
147,"KI14",102.3563,0.003,0.003,0.994,"Env1","0",1,1,119.245651440931
148,"KI2021",90.9691,0.004,0.005,0.991,"Env1","0",1,1,86.0799550625644
149,"KI21",78.0904,0.001,0.393,0.606,"Env1","0",1,1,54.4378719762492
150,"KI3",84.0508,0.001,0.002,0.997,"Env1","0",1,1,68.2106955137822
151,"KI43",80.5768,0.029,0.048,0.923,"Env1","0",1,1,84.4221681450426
152,"KI44",86.5349,0.001,0.018,0.981,"Env1","0",1,1,102.967306558552
153,"KY21",80.6388,0.008,0.859,0.133,"Env1","0",1,1,88.5098448693839
154,"KY226",78.1843,0.011,0.732,0.258,"Env1","0",1,1,107.657604262499
155,"KY228",80.1691,0.134,0.709,0.157,"Env1","0",1,1,51.9694875614696
156,"L317",75.6883,0.001,0.99,0.009,"Env1","0",1,1,84.9547204787763
157,"L578",82.7188,0.007,0.297,0.696,"Env1","0",1,1,89.2223585448113
158,"M14",67.8828,0.012,0.849,0.139,"Env1","0",1,1,44.2317712258696
159,"M162W",78.7757,0.002,0.996,0.002,"Env1","0",1,1,87.2140957617261
160,"M37W",79.3077,0.012,0.404,0.584,"Env1","0",1,1,86.9656113281727
161,"MEF156552",61.8726,0.007,0.854,0.139,"Env1","0",1,1,67.7126733305625
162,"MO17",73.5243,0.001,0.998,0.001,"Env1","0",1,1,50.7617720301702
163,"MO18W",84.9689,0.011,0.307,0.683,"Env1","0",1,1,106.05277830192
164,"MO1W",73.1586,0.004,0.828,0.168,"Env1","0",1,1,80.1915727832156
165,"MO24W",77.6315,0.108,0.727,0.165,"Env1","0",1,1,80.4268561290368
166,"MO44",74.0944,0.002,0.996,0.002,"Env1","0",1,1,98.9536188406461
167,"MO45",69.7817,0.252,0.516,0.232,"Env1","0",1,1,69.1908889642153
168,"MO46",76.8292,0.152,0.838,0.011,"Env1","0",1,1,101.710720099033
169,"MO47",67.3645,0.18,0.624,0.196,"Env1","0",1,1,85.0925735253377
170,"MOG",76.7004,0.002,0.996,0.002,"Env1","0",1,1,75.4847890703615
171,"MP339",81.4118,0.102,0.641,0.258,"Env1","0",1,1,71.7235190188321
172,"MS1334",63.3397,0.002,0.884,0.114,"Env1","1",1,0,55.1845872311127
173,"MS153",67.6877,0.063,0.865,0.073,"Env1","0",1,1,85.9773428222139
174,"MS71",69.9717,0.002,0.997,0.001,"Env1","0",1,1,83.1709419506889
175,"MT42",60.7897,0.004,0.765,0.231,"Env1","0",1,1,68.7478465544889
176,"N192",68.0591,0.998,0.001,0.001,"Env1","0",1,1,49.0582427824041
177,"N28HT",72.3818,0.551,0.447,0.002,"Env1","0",1,1,89.7262210662805
178,"N6",72.331,0.017,0.98,0.003,"Env1","0",1,1,68.9127401138839
179,"N7A",71.4677,0.494,0.503,0.002,"Env1","0",1,1,46.5816640955639
180,"NC222",79.741,0.004,0.874,0.122,"Env1","0",1,1,106.281551955624
181,"NC230",74.6365,0.004,0.994,0.002,"Env1","0",1,1,45.7657613435341
182,"NC232",75.6048,0.068,0.839,0.094,"Env1","0",1,1,80.3076920942063
183,"NC236",80.8717,0.023,0.974,0.002,"Env1","0",1,1,82.6857487177738
184,"NC238",84.1726,0.004,0.989,0.007,"Env1","0",1,1,90.1181871505086
185,"NC250",73.2365,0.941,0.057,0.002,"Env1","0",1,1,44.1473054334537
186,"NC258",78.3731,0.001,0.997,0.001,"Env1","0",1,1,83.3989129475563
187,"NC260",73.3428,0.005,0.992,0.003,"Env1","0",1,1,53.2896900071453
188,"NC262",72.9937,0.007,0.991,0.001,"Env1","0",1,1,101.827051975405
189,"NC264",75.8274,0.015,0.018,0.967,"Env1","0",1,1,71.8065456260929
190,"NC290A",75.7686,0.015,0.984,0.001,"Env1","0",1,1,81.9838486279918
191,"NC294",73.7393,0.998,0.001,0.001,"Env1","0",1,1,59.6055052001652
192,"NC296",77.3119,0.002,0.001,0.997,"Env1","0",1,1,66.6000946423601
193,"NC296A",78.4604,0.002,0.001,0.997,"Env1","0",1,1,75.4985499364777
194,"NC298",76.9959,0.001,0.001,0.998,"Env1","0",1,1,94.2939437064591
195,"NC300",81.3896,0.002,0.003,0.995,"Env1","0",1,1,86.666879264588
196,"NC302",74.5463,0.002,0.003,0.996,"Env1","0",1,1,90.4924284067965
197,"NC304",74.6772,0.001,0.002,0.997,"Env1","0",1,1,78.1189433151306
198,"NC306",74.5105,0.998,0.001,0.001,"Env1","0",1,1,61.4245244541336
199,"NC310",74.5323,0.999,0.001,0.001,"Env1","0",1,1,83.9390278896486
200,"NC314",75.1653,0.998,0.001,0.001,"Env1","0",1,1,84.4783803327609
201,"NC318",78.5687,0.002,0.032,0.966,"Env1","0",1,1,110.898467250591
202,"NC320",76.7693,0.004,0.005,0.991,"Env1","0",1,1,85.3358288353243
203,"NC324",77.3784,0.999,0.001,0.001,"Env1","0",1,1,87.944551235335
204,"NC326",76.2669,0.998,0.001,0.001,"Env1","0",1,1,64.4006096709515
205,"NC328",74.238,0.998,0.001,0.001,"Env1","0",1,1,89.0186898161926
206,"NC33",81.384,0.129,0.862,0.01,"Env1","0",1,1,87.5146839853727
207,"NC336",79.7619,0.002,0.001,0.997,"Env1","0",1,1,70.3933172725575
208,"NC338",78.0938,0.002,0.003,0.995,"Env1","0",1,1,107.370699979888
209,"NC340",77.7262,0.009,0.004,0.987,"Env1","0",1,1,95.7822071497941
210,"NC342",73.384,0.005,0.994,0.001,"Env1","0",1,1,62.5947833178387
211,"NC344",76.9914,0.002,0.997,0.001,"Env1","0",1,1,91.2615236686961
212,"NC346",77.9955,0.002,0.001,0.997,"Env1","0",1,1,59.3500900366562
213,"NC348",77.6858,0.001,0.001,0.997,"Env1","0",1,1,75.9549867653622
214,"NC350",77.7047,0.003,0.002,0.995,"Env1","0",1,1,49.4215817926416
215,"NC352",80.7583,0.003,0.001,0.996,"Env1","0",1,1,61.3746080631028
216,"NC354",78.7022,0.01,0.001,0.989,"Env1","0",1,1,68.0005745889561
217,"NC356",76.9065,0.001,0.031,0.968,"Env1","1",1,0,95.7530906575108
218,"NC358",72.9944,0.001,0.143,0.856,"Env1","0",1,1,106.377600881041
219,"NC360",76.7912,0.001,0.475,0.523,"Env1","0",1,1,74.013494557248
220,"NC362",75.6493,0.002,0.54,0.458,"Env1","0",1,1,83.4372149879237
221,"NC364",74.0945,0.002,0.507,0.492,"Env1","0",1,1,87.8798031094532
222,"NC366",80.1203,0.018,0.467,0.514,"Env1","0",1,1,45.3739082497007
223,"NC368",75.9685,0.996,0.003,0.001,"Env1","0",1,1,110.874474705466
224,"ND246",62.7605,0.004,0.76,0.236,"Env1","0",1,1,65.6261753570722
225,"OH40B",74.9959,0.002,0.996,0.002,"Env1","0",1,1,89.4191509140398
226,"OH43",68.5854,0.001,0.998,0.001,"Env1","0",1,1,33.2572523796578
227,"OH43E",69.148,0.002,0.997,0.001,"Env1","0",1,1,79.5721850691983
228,"OH603",80.8601,0.002,0.669,0.329,"Env1","0",1,1,92.4183058598527
229,"OH7B",82.1824,0.031,0.967,0.002,"Env1","0",1,1,94.6555630389836
230,"OS420",73.7354,0.016,0.983,0.001,"Env1","0",1,1,72.3280973012088
231,"P39",66.286,0,0,0,"Env1","0",1,1,61.550145765779
232,"PA762",73.605,0.001,0.998,0.001,"Env1","1",1,0,78.7547376639395
233,"PA875",72.4222,0.002,0.979,0.02,"Env1","0",1,1,84.6669094336666
234,"PA880",73.2393,0.002,0.993,0.005,"Env1","0",1,1,77.140659110008
235,"PA91",76.0519,0.001,0.997,0.002,"Env1","0",1,1,54.4823020477549
236,"R109B",72.3121,0.113,0.855,0.032,"Env1","0",1,1,79.7563379469802
237,"R168",70.3065,0.002,0.996,0.002,"Env1","0",1,1,85.0891988267794
238,"R177",76.2678,0.122,0.875,0.002,"Env1","0",1,1,91.273058462259
239,"R229",76.9172,0.991,0.002,0.007,"Env1","0",1,1,70.538103039888
240,"R4",74.9659,0.019,0.979,0.003,"Env1","0",1,1,85.0253385393921
241,"SA24",74.3062,0,0,0,"Env1","0",1,1,74.6705959588807
242,"SC213R",86.2039,0.002,0.579,0.419,"Env1","1",1,0,99.0305802881785
243,"SC357",78.6115,0.003,0.622,0.375,"Env1","0",1,1,89.9137162890261
244,"SD40",72.0045,0.417,0.581,0.002,"Env1","0",1,1,69.2644778385639
245,"SD44",69.5738,0.006,0.993,0.001,"Env1","0",1,1,54.8344487533558
246,"SG1533",73.6917,0,0,0,"Env1","0",1,1,54.6019297470179
247,"SG18",76.8717,0,0,0,"Env1","0",1,1,78.8604979047957
248,"T232",77.3524,0.14,0.459,0.402,"Env1","0",1,1,73.4562759076741
249,"T234",84.2938,0.003,0.985,0.012,"Env1","0",1,1,101.080112723385
250,"T8",73.7759,0.003,0.989,0.007,"Env1","0",1,1,76.1990024326037
251,"TX303",80.2482,0.065,0.36,0.575,"Env1","0",1,1,86.1102475088986
252,"TX601",86.059,0.003,0.004,0.993,"Env1","0",1,1,107.562778774507
253,"TZI10",89.2717,0.003,0.005,0.992,"Env1","0",1,1,68.3199785581455
254,"TZI16",77.8416,0.248,0.351,0.401,"Env1","0",1,1,76.2264678041589
255,"TZI18",82.6569,0.002,0.003,0.995,"Env1","0",1,1,91.6323678694092
256,"TZI25",76.2009,0.305,0.086,0.608,"Env1","0",1,1,99.5091969864427
257,"TZI8",90.0707,0.041,0.005,0.955,"Env1","0",1,1,132.488977356012
258,"TZI9",76.884,0.008,0.011,0.982,"Env1","0",1,1,79.3706491036366
259,"U267Y",85.9916,0.002,0.595,0.403,"Env1","0",1,1,87.0653257352932
260,"VA102",69.1993,0.001,0.994,0.005,"Env1","0",1,1,57.8084049157371
261,"VA14",77.1231,0.002,0.995,0.003,"Env1","1",1,0,95.4018162438978
262,"VA17",74.597,0.002,0.997,0.001,"Env1","0",1,1,69.620483325902
263,"VA22",75.0246,0.001,0.995,0.003,"Env1","0",1,1,73.695590264071
264,"VA26",71.4638,0.005,0.983,0.011,"Env1","0",1,1,65.2390834258072
265,"VA35",72.4541,0.002,0.996,0.002,"Env1","0",1,1,81.0669096999209
266,"VA59",71.4482,0.003,0.994,0.003,"Env1","0",1,1,77.1487111120345
267,"VA85",72.2752,0.014,0.983,0.003,"Env1","0",1,1,94.0650776562547
268,"VA99",73.7107,0.158,0.84,0.002,"Env1","0",1,1,59.0700755078684
269,"VAW6",74.0861,0.02,0.724,0.256,"Env1","0",1,1,66.524985392616
270,"W117HT",64.0324,0.159,0.617,0.224,"Env1","0",1,1,45.2952312122307
271,"W153R",68.7572,0.145,0.853,0.002,"Env1","0",1,1,74.3218315786194
272,"W182B",62.6477,0.153,0.845,0.002,"Env1","0",1,1,59.5532885261809
273,"W22",73.5059,0.063,0.931,0.006,"Env1","0",1,1,89.0233938711678
274,"W64A",71.2407,0.001,0.998,0.001,"Env1","0",1,1,64.7849524276113
275,"WD",57.1834,0.014,0.97,0.016,"Env1","0",1,1,35.0219308711389
276,"WF9",70.2247,0.005,0.994,0.001,"Env1","0",1,1,45.0894561796581
277,"YU796NS",71.5172,0.189,0.785,0.026,"Env1","1",1,0,88.1633552238111
1,"3316",75.6091,0.014,0.972,0.014,"Env2","0",0,1,64.7539364421422
2,"3811",78.7223,0.003,0.993,0.004,"Env2","0",0,1,94.7065304401219
3,"4226",66.6023,0.071,0.917,0.012,"Env2","0",0,1,46.2847714620871
4,"4722",78.9496,0.035,0.854,0.111,"Env2","0",0,1,84.4364333053108
5,"A188",61.1269,0.013,0.982,0.006,"Env2","0",0,1,54.0046259193306
6,"A214N",81.1063,0.762,0.017,0.221,"Env2","0",0,1,99.5898733619366
7,"A239",68.611,0.035,0.963,0.002,"Env2","0",0,1,81.1557028056423
8,"A272",70.4043,0.019,0.122,0.859,"Env2","0",0,1,50.653118866961
9,"A4415",77.7701,0.005,0.531,0.464,"Env2","0",0,1,80.1875488729486
10,"A554",62.5807,0.019,0.979,0.002,"Env2","1",0,0,69.3859585600931
11,"A556",64.1548,0.004,0.994,0.002,"Env2","0",0,1,58.3323838239868
12,"A6",82.0828,0.003,0.03,0.967,"Env2","0",0,1,71.8846264958781
13,"A619",69.4189,0.009,0.99,0.001,"Env2","0",0,1,77.1374797554816
14,"A632",69.4034,0.993,0.004,0.004,"Env2","0",0,1,60.4192676553049
15,"A634",66.9987,0.897,0.1,0.004,"Env2","0",0,1,59.878813335554
16,"A635",74.847,0.825,0.171,0.004,"Env2","0",0,1,74.3256170100953
17,"A641",64.1534,0.517,0.481,0.002,"Env2","0",0,1,67.1234417013992
18,"A654",61.7508,0.083,0.915,0.002,"Env2","0",0,1,82.5332801872773
19,"A659",70.5385,0.006,0.991,0.002,"Env2","0",0,1,65.5869587174114
20,"A661",65.2638,0.111,0.852,0.037,"Env2","0",0,1,76.9483044802584
21,"A679",68.2021,0.862,0.127,0.011,"Env2","0",0,1,46.4332250818286
22,"A680",72.822,0.993,0.004,0.002,"Env2","0",0,1,89.9263605351943
23,"A682",68.8663,0.002,0.997,0.001,"Env2","0",0,1,64.5010308124199
24,"AB28A",82.8519,0.002,0.776,0.222,"Env2","0",0,1,104.634070944337
25,"B10",80.3665,0.429,0.57,0.002,"Env2","0",0,1,77.5229317476633
26,"B103",68.0784,0.163,0.829,0.009,"Env2","0",0,1,77.6026357003685
27,"B104",73.0927,0.694,0.305,0.002,"Env2","0",0,1,54.0820102062264
28,"B105",74.4904,0.397,0.566,0.037,"Env2","0",0,1,79.7771989786233
29,"B109",69.1111,0.995,0.003,0.002,"Env2","0",0,1,59.3351015094831
30,"B115",75.0215,0.061,0.847,0.092,"Env2","0",0,1,66.3836670860394
31,"B14A",74.1976,0.998,0.001,0.001,"Env2","0",0,1,75.7783389964485
32,"B164",71.7268,0.233,0.756,0.011,"Env2","0",0,1,69.0644767562714
33,"B2",70.1453,0.007,0.988,0.005,"Env2","0",0,1,65.8667748835539
34,"B37",74.1355,0.997,0.002,0.001,"Env2","0",0,1,61.8698437884454
35,"B46",73.7353,0.214,0.784,0.002,"Env2","0",0,1,84.8107003436809
36,"B52",75.3501,0.012,0.985,0.003,"Env2","0",0,1,74.8751952312287
37,"B57",71.5856,0.002,0.996,0.002,"Env2","0",0,1,81.8330774249462
38,"B64",63.7854,0.988,0.002,0.01,"Env2","0",0,1,48.4830758519833
39,"B68",76.5085,0.998,0.001,0.001,"Env2","0",0,1,79.7434128062842
40,"B73",72.0762,0.999,0.001,0.001,"Env2","0",0,1,64.1281118390976
41,"B73HTRHM",72.3007,0.999,0.001,0.001,"Env2","0",0,1,75.931500653312
42,"B75",71.7824,0.005,0.993,0.002,"Env2","0",0,1,50.9908814648616
43,"B76",72.3682,0.912,0.087,0.001,"Env2","0",0,1,91.2916380106198
44,"B77",72.9512,0.083,0.915,0.002,"Env2","0",0,1,90.3555616066487
45,"B79",74.597,0.305,0.693,0.002,"Env2","0",0,1,90.4687837453458
46,"B84",75.2271,0.996,0.003,0.001,"Env2","0",0,1,62.2659349875204
47,"B97",74.188,0.016,0.981,0.003,"Env2","0",0,1,105.396754491399
48,"C103",73.7944,0.002,0.997,0.001,"Env2","0",0,1,69.5353316886533
49,"C123",70.3352,0.047,0.952,0.002,"Env2","1",0,0,51.8939184351957
50,"C49A",61.4123,0.127,0.869,0.004,"Env2","0",0,1,61.5393790287277
51,"CH70130",69.5911,0.004,0.993,0.003,"Env2","0",0,1,45.7931287610054
