"TaxaOrder","Taxa","daysToSilk","popStiffStalk","popNonStiffStalk","popTropical","Env","SNPPresence","Env1Presence","SNPAbsence","Phenotype"
47,"B97",74.188,0.016,0.981,0.003,"Env1","0",1,1,86.3794368296526
48,"C103",73.7944,0.002,0.997,0.001,"Env1","0",1,1,61.705529850716
49,"C123",70.3352,0.047,0.952,0.002,"Env1","0",1,1,73.5763673419277
50,"C49A",61.4123,0.127,0.869,0.004,"Env1","0",1,1,85.1868443280686
51,"CH70130",69.5911,0.004,0.993,0.003,"Env1","0",1,1,54.0621870622797
52,"CH9",71.0825,0.003,0.992,0.006,"Env1","0",1,1,33.0314794251916
53,"CI1872",76.8145,0.006,0.992,0.002,"Env1","0",1,1,96.5678828444899
54,"CI21E",76.1651,0.119,0.866,0.014,"Env1","0",1,1,61.8188618460034
55,"CI28A",76.5779,0.004,0.749,0.247,"Env1","0",1,1,59.785724461325
56,"CI31A",80.2225,0.002,0.994,0.004,"Env1","0",1,1,85.0839710083046
57,"CI3A",78.3931,0.083,0.905,0.012,"Env1","0",1,1,61.7487282928031
58,"CI64",76.727,0.012,0.986,0.002,"Env1","0",1,1,72.6102172752599
59,"CI66",82.7365,0.011,0.935,0.054,"Env1","0",1,1,101.469043057177
60,"CI7",75.9223,0.004,0.994,0.001,"Env1","0",1,1,72.8060773224568
61,"CI90C",79.0715,0.003,0.737,0.26,"Env1","0",1,1,94.230764591142
62,"CI91B",74.0808,0.002,0.997,0.002,"Env1","0",1,1,74.0778899781081
63,"CM105",63.3495,0.995,0.004,0.001,"Env1","0",1,1,80.0757702453757
64,"CM174",62.7155,0.997,0.002,0.001,"Env1","0",1,1,46.7027484924046
65,"CM37",56.9015,0.013,0.969,0.017,"Env1","0",1,1,58.3584952899419
66,"CM7",59.8961,0.059,0.939,0.002,"Env1","0",1,1,99.1537407993882
67,"CML10",94.6511,0.002,0.002,0.995,"Env1","0",1,1,91.630454345396
68,"CML103",76.315,0.003,0.005,0.992,"Env1","0",1,1,63.7012227704482
69,"CML108",81.1927,0.002,0.099,0.899,"Env1","0",1,1,86.9856731612327
70,"CML11",88.4198,0.003,0.002,0.995,"Env1","1",1,0,78.9123912156381
71,"CML14",96.565,0.001,0.001,0.998,"Env1","0",1,1,95.8839663512648
72,"CML154Q",77.306,0.002,0.005,0.993,"Env1","1",1,0,50.1712082513752
73,"CML157Q",80.9917,0.004,0.018,0.978,"Env1","0",1,1,68.1313358271596
74,"CML158Q",85.7192,0.01,0.018,0.971,"Env1","0",1,1,103.726603851146
75,"CML218",80.3192,0.01,0.301,0.689,"Env1","0",1,1,94.693891742751
76,"CML220",75.4254,0.059,0.053,0.887,"Env1","0",1,1,107.603442552157
77,"CML228",88.68,0.003,0.002,0.995,"Env1","0",1,1,59.9736371553916
78,"CML238",85.8408,0.001,0.004,0.995,"Env1","0",1,1,77.2026694728694
79,"CML247",90.0765,0.003,0.006,0.991,"Env1","0",1,1,74.3730115651547
80,"CML254",105.276,0.001,0.006,0.993,"Env1","0",1,1,107.807830788316
81,"CML258",97.208,0.001,0.002,0.996,"Env1","0",1,1,62.9029921932121
82,"CML261",97.0905,0.016,0.004,0.981,"Env1","0",1,1,110.527244888432
83,"CML264",113.8464,0.002,0.001,0.997,"Env1","0",1,1,121.507240934244
84,"CML277",88.5572,0.001,0.004,0.995,"Env1","0",1,1,87.7768003195025
85,"CML281",103.6257,0.023,0.046,0.931,"Env1","0",1,1,105.11644835485
86,"CML287",95.2476,0.004,0.022,0.974,"Env1","0",1,1,89.2284412156579
87,"CML311",92.2112,0.004,0.114,0.882,"Env1","0",1,1,72.9940010993964
88,"CML314",83.3483,0.003,0.002,0.995,"Env1","0",1,1,103.124566746582
89,"CML321",90.6385,0.027,0.008,0.966,"Env1","0",1,1,126.351051237318
90,"CML322",78.4872,0.01,0.005,0.985,"Env1","0",1,1,67.2465598853127
91,"CML323",78.2786,0.007,0.34,0.653,"Env1","0",1,1,88.2939848315722
92,"CML328",82.8199,0.002,0.357,0.641,"Env1","0",1,1,74.2312479408602
93,"CML331",95.0247,0.002,0.003,0.994,"Env1","0",1,1,113.149055146929
94,"CML332",84.3217,0.002,0.003,0.994,"Env1","0",1,1,106.177410531676
95,"CML333",78.554,0.013,0.029,0.959,"Env1","0",1,1,84.4734242576881
96,"CML341",88.0196,0.002,0.004,0.995,"Env1","0",1,1,90.9114216813408
97,"CML38",89.2113,0.001,0.002,0.997,"Env1","0",1,1,72.6916949051074
98,"CML45",99.629,0.001,0.002,0.997,"Env1","0",1,1,88.1804495363988
99,"CML5",95.8391,0.001,0.034,0.965,"Env1","0",1,1,112.587847466287
100,"CML52",91.8288,0.002,0.01,0.988,"Env1","0",1,1,55.6840744701121
101,"CML61",113.6148,0.002,0.004,0.994,"Env1","0",1,1,104.404402370301
102,"CML69",84.73,0.006,0.028,0.966,"Env1","0",1,1,100.165410780145
103,"CML77",79.1526,0.005,0.302,0.693,"Env1","0",1,1,94.2004882645392
104,"CML91",83.7936,0.015,0.218,0.767,"Env1","0",1,1,84.3671718764301
105,"CML92",79.4707,0.096,0.275,0.629,"Env1","0",1,1,83.8557435580401
106,"CMV3",59.5986,0.147,0.847,0.006,"Env1","0",1,1,65.4478420703056
107,"CO106",61.682,0.016,0.973,0.011,"Env1","0",1,1,57.7708344335258
108,"CO125",63.0639,0.021,0.967,0.012,"Env1","0",1,1,82.8097628990572
109,"CO255",59.4573,0.009,0.647,0.344,"Env1","0",1,1,44.9011540481893
110,"DE1",77.5401,0.018,0.98,0.002,"Env1","0",1,1,82.4249903496848
111,"DE2",74.1241,0.02,0.979,0.001,"Env1","0",1,1,59.8432280506529
112,"DE3",75.8776,0.24,0.734,0.026,"Env1","0",1,1,88.6819125962002
113,"DE811",79.1373,0.779,0.218,0.003,"Env1","0",1,1,61.9468418752712
114,"E2558W",78.516,0.006,0.923,0.07,"Env1","0",1,1,111.313966574907
115,"EP1",60.9675,0.001,0.461,0.537,"Env1","1",1,0,59.5595075778616
116,"F2834T",74.6321,0.026,0.421,0.553,"Env1","0",1,1,87.8834787141551
117,"F44",82.1659,0.01,0.62,0.369,"Env1","0",1,1,80.5601477919534
118,"F6",82.2712,0.005,0.745,0.25,"Env1","0",1,1,61.6508802958509
119,"F7",57.7955,0.07,0.608,0.322,"Env1","0",1,1,46.2989858170433
120,"GA209",83.5588,0.004,0.979,0.017,"Env1","0",1,1,95.4405845908995
121,"GT112",82.9939,0.008,0.839,0.153,"Env1","0",1,1,86.6969706128873
122,"H105W",70.58,0.753,0.209,0.038,"Env1","0",1,1,74.5139605071177
123,"H49",73.573,0.002,0.995,0.003,"Env1","0",1,1,50.8352225829781
124,"H84",76.9237,0.714,0.281,0.004,"Env1","0",1,1,86.4101726261974
125,"H91",72.4586,0.997,0.002,0.001,"Env1","0",1,1,78.6331530605319
126,"H95",75.7706,0.001,0.898,0.101,"Env1","0",1,1,75.1186175801468
127,"H99",68.1534,0.001,0.997,0.002,"Env1","0",1,1,72.789930720412
128,"HI27",84.2825,0.207,0.019,0.774,"Env1","0",1,1,91.4232295406908
129,"HP301",71.7176,0,0,0,"Env1","0",1,1,74.063193169774
130,"HY",76.059,0.079,0.898,0.024,"Env1","0",1,1,58.7831300531456
131,"I137TN",77.3085,0.002,0.539,0.459,"Env1","0",1,1,96.0830670694002
132,"I205",73.1494,0.23,0.767,0.003,"Env1","0",1,1,83.8850444652048
134,"IA2132",66.9151,0,0,0,"Env1","0",1,1,51.9229486766308
135,"IA5125",73.7,0,0,0,"Env1","0",1,1,58.1126028711534
136,"IDS28",73.1489,0,0,0,"Env1","0",1,1,96.7634692797259
137,"IDS69",74.8755,0,0,0,"Env1","0",1,1,79.9483283993146
138,"IDS91",72.8956,0,0,0,"Env1","0",1,1,76.8823020742549
139,"IL101",64.9637,0,0,0,"Env1","0",1,1,50.2558045274685
140,"IL14H",67.6062,0,0,0,"Env1","1",1,0,45.2934971035307
141,"IL677A",79.6582,0,0,0,"Env1","0",1,1,75.7136833714648
142,"K148",75.8236,0.087,0.886,0.027,"Env1","0",1,1,79.1812058160448
143,"K4",79.7796,0.11,0.873,0.017,"Env1","0",1,1,68.4623000506845
144,"K55",74.8692,0.01,0.98,0.01,"Env1","0",1,1,78.740827121163
145,"K64",79.0343,0.033,0.965,0.002,"Env1","0",1,1,77.8171745041578
146,"KI11",87.092,0.003,0.017,0.98,"Env1","0",1,1,92.1401845527248
147,"KI14",102.3563,0.003,0.003,0.994,"Env1","0",1,1,115.703548472269
148,"KI2021",90.9691,0.004,0.005,0.991,"Env1","0",1,1,90.1751003763442
149,"KI21",78.0904,0.001,0.393,0.606,"Env1","0",1,1,71.8939924905624
150,"KI3",84.0508,0.001,0.002,0.997,"Env1","0",1,1,93.8205430273533
151,"KI43",80.5768,0.029,0.048,0.923,"Env1","0",1,1,89.7364151843311
152,"KI44",86.5349,0.001,0.018,0.981,"Env1","0",1,1,84.8886391022315
153,"KY21",80.6388,0.008,0.859,0.133,"Env1","0",1,1,126.315849762407
154,"KY226",78.1843,0.011,0.732,0.258,"Env1","0",1,1,95.4538661023401
155,"KY228",80.1691,0.134,0.709,0.157,"Env1","0",1,1,109.566488244438
156,"L317",75.6883,0.001,0.99,0.009,"Env1","0",1,1,55.0714016742928
157,"L578",82.7188,0.007,0.297,0.696,"Env1","0",1,1,76.4767697797951
158,"M14",67.8828,0.012,0.849,0.139,"Env1","0",1,1,83.90205854685
159,"M162W",78.7757,0.002,0.996,0.002,"Env1","1",1,0,85.8743428326811
160,"M37W",79.3077,0.012,0.404,0.584,"Env1","0",1,1,97.6484427409784
161,"MEF156552",61.8726,0.007,0.854,0.139,"Env1","0",1,1,48.6842657481591
162,"MO17",73.5243,0.001,0.998,0.001,"Env1","0",1,1,96.611315711567
163,"MO18W",84.9689,0.011,0.307,0.683,"Env1","0",1,1,88.6065640776568
164,"MO1W",73.1586,0.004,0.828,0.168,"Env1","0",1,1,66.3921799803184
165,"MO24W",77.6315,0.108,0.727,0.165,"Env1","0",1,1,52.4253103007213
166,"MO44",74.0944,0.002,0.996,0.002,"Env1","0",1,1,67.3237566191593
167,"MO45",69.7817,0.252,0.516,0.232,"Env1","0",1,1,72.0695192264683
168,"MO46",76.8292,0.152,0.838,0.011,"Env1","0",1,1,68.5976904855579
169,"MO47",67.3645,0.18,0.624,0.196,"Env1","0",1,1,81.6141361888198
170,"MOG",76.7004,0.002,0.996,0.002,"Env1","0",1,1,85.9703748006082
171,"MP339",81.4118,0.102,0.641,0.258,"Env1","0",1,1,95.6461475503582
172,"MS1334",63.3397,0.002,0.884,0.114,"Env1","0",1,1,48.3305278595129
173,"MS153",67.6877,0.063,0.865,0.073,"Env1","0",1,1,94.2240955128065
174,"MS71",69.9717,0.002,0.997,0.001,"Env1","0",1,1,77.0367365256418
175,"MT42",60.7897,0.004,0.765,0.231,"Env1","0",1,1,72.8703008870604
176,"N192",68.0591,0.998,0.001,0.001,"Env1","0",1,1,63.095203299524
177,"N28HT",72.3818,0.551,0.447,0.002,"Env1","0",1,1,61.2347762193947
178,"N6",72.331,0.017,0.98,0.003,"Env1","0",1,1,71.7084833754205
179,"N7A",71.4677,0.494,0.503,0.002,"Env1","0",1,1,76.175600221516
180,"NC222",79.741,0.004,0.874,0.122,"Env1","0",1,1,87.8822288579824
181,"NC230",74.6365,0.004,0.994,0.002,"Env1","0",1,1,75.9630873761043
182,"NC232",75.6048,0.068,0.839,0.094,"Env1","0",1,1,65.3646469565184
183,"NC236",80.8717,0.023,0.974,0.002,"Env1","0",1,1,75.3592151826921
184,"NC238",84.1726,0.004,0.989,0.007,"Env1","0",1,1,108.866933928749
185,"NC250",73.2365,0.941,0.057,0.002,"Env1","0",1,1,64.4843981004802
186,"NC258",78.3731,0.001,0.997,0.001,"Env1","0",1,1,68.0929445610873
187,"NC260",73.3428,0.005,0.992,0.003,"Env1","0",1,1,69.0854542545755
188,"NC262",72.9937,0.007,0.991,0.001,"Env1","0",1,1,75.0689658594711
189,"NC264",75.8274,0.015,0.018,0.967,"Env1","0",1,1,55.0641721567711
190,"NC290A",75.7686,0.015,0.984,0.001,"Env1","0",1,1,68.9775159144291
191,"NC294",73.7393,0.998,0.001,0.001,"Env1","0",1,1,68.9667679818996
192,"NC296",77.3119,0.002,0.001,0.997,"Env1","0",1,1,64.2210275009869
193,"NC296A",78.4604,0.002,0.001,0.997,"Env1","0",1,1,73.3566694556357
194,"NC298",76.9959,0.001,0.001,0.998,"Env1","0",1,1,62.7093049484959
195,"NC300",81.3896,0.002,0.003,0.995,"Env1","0",1,1,70.0556043605601
196,"NC302",74.5463,0.002,0.003,0.996,"Env1","0",1,1,82.3511059741688
197,"NC304",74.6772,0.001,0.002,0.997,"Env1","0",1,1,69.3001804957181
198,"NC306",74.5105,0.998,0.001,0.001,"Env1","0",1,1,89.2529918165236
199,"NC310",74.5323,0.999,0.001,0.001,"Env1","0",1,1,71.37482936508
200,"NC314",75.1653,0.998,0.001,0.001,"Env1","0",1,1,122.410803530586
201,"NC318",78.5687,0.002,0.032,0.966,"Env1","0",1,1,96.7129320389183
202,"NC320",76.7693,0.004,0.005,0.991,"Env1","0",1,1,78.6250320112618
203,"NC324",77.3784,0.999,0.001,0.001,"Env1","0",1,1,75.6950189613233
204,"NC326",76.2669,0.998,0.001,0.001,"Env1","0",1,1,76.1995646596749
205,"NC328",74.238,0.998,0.001,0.001,"Env1","0",1,1,70.6862799376344
206,"NC33",81.384,0.129,0.862,0.01,"Env1","0",1,1,61.3838590653507
207,"NC336",79.7619,0.002,0.001,0.997,"Env1","0",1,1,87.4734169351963
208,"NC338",78.0938,0.002,0.003,0.995,"Env1","0",1,1,60.9350372841214
209,"NC340",77.7262,0.009,0.004,0.987,"Env1","0",1,1,93.3301829864322
210,"NC342",73.384,0.005,0.994,0.001,"Env1","0",1,1,44.9836847776132
211,"NC344",76.9914,0.002,0.997,0.001,"Env1","0",1,1,64.4769991007033
212,"NC346",77.9955,0.002,0.001,0.997,"Env1","0",1,1,81.7917363062992
213,"NC348",77.6858,0.001,0.001,0.997,"Env1","0",1,1,67.4947924065108
214,"NC350",77.7047,0.003,0.002,0.995,"Env1","0",1,1,86.3789661574492
215,"NC352",80.7583,0.003,0.001,0.996,"Env1","0",1,1,99.7166610842401
216,"NC354",78.7022,0.01,0.001,0.989,"Env1","0",1,1,46.8112674544691
217,"NC356",76.9065,0.001,0.031,0.968,"Env1","0",1,1,91.2143132742308
218,"NC358",72.9944,0.001,0.143,0.856,"Env1","0",1,1,85.2302859441462
219,"NC360",76.7912,0.001,0.475,0.523,"Env1","0",1,1,35.8834937837029
220,"NC362",75.6493,0.002,0.54,0.458,"Env1","0",1,1,88.3368225182917
221,"NC364",74.0945,0.002,0.507,0.492,"Env1","0",1,1,66.1287529693602
222,"NC366",80.1203,0.018,0.467,0.514,"Env1","0",1,1,64.7884763833832
223,"NC368",75.9685,0.996,0.003,0.001,"Env1","0",1,1,81.6658452261235
224,"ND246",62.7605,0.004,0.76,0.236,"Env1","0",1,1,75.45800792623
225,"OH40B",74.9959,0.002,0.996,0.002,"Env1","0",1,1,60.2436639316381
226,"OH43",68.5854,0.001,0.998,0.001,"Env1","0",1,1,61.7689953357535
227,"OH43E",69.148,0.002,0.997,0.001,"Env1","0",1,1,44.2451477074152
228,"OH603",80.8601,0.002,0.669,0.329,"Env1","0",1,1,86.7446660622464
229,"OH7B",82.1824,0.031,0.967,0.002,"Env1","0",1,1,79.6904062811265
230,"OS420",73.7354,0.016,0.983,0.001,"Env1","0",1,1,82.9491516699136
231,"P39",66.286,0,0,0,"Env1","0",1,1,68.5930821282436
232,"PA762",73.605,0.001,0.998,0.001,"Env1","0",1,1,64.3535123228702
233,"PA875",72.4222,0.002,0.979,0.02,"Env1","1",1,0,58.3390809589452
234,"PA880",73.2393,0.002,0.993,0.005,"Env1","0",1,1,50.1769689720821
235,"PA91",76.0519,0.001,0.997,0.002,"Env1","0",1,1,71.2532100756016
236,"R109B",72.3121,0.113,0.855,0.032,"Env1","0",1,1,63.2045124130426
237,"R168",70.3065,0.002,0.996,0.002,"Env1","0",1,1,87.5462037081041
238,"R177",76.2678,0.122,0.875,0.002,"Env1","0",1,1,71.0173162731507
239,"R229",76.9172,0.991,0.002,0.007,"Env1","0",1,1,75.4185482443528
240,"R4",74.9659,0.019,0.979,0.003,"Env1","0",1,1,73.3433602640607
241,"SA24",74.3062,0,0,0,"Env1","0",1,1,82.4409067237374
242,"SC213R",86.2039,0.002,0.579,0.419,"Env1","0",1,1,58.4633771183916
243,"SC357",78.6115,0.003,0.622,0.375,"Env1","0",1,1,54.0476604096762
244,"SD40",72.0045,0.417,0.581,0.002,"Env1","0",1,1,70.1484780811043
245,"SD44",69.5738,0.006,0.993,0.001,"Env1","0",1,1,54.9843381370427
246,"SG1533",73.6917,0,0,0,"Env1","0",1,1,69.3206317509404
247,"SG18",76.8717,0,0,0,"Env1","0",1,1,64.3630331271971
248,"T232",77.3524,0.14,0.459,0.402,"Env1","0",1,1,68.8249746079916
249,"T234",84.2938,0.003,0.985,0.012,"Env1","0",1,1,90.7314553862136
250,"T8",73.7759,0.003,0.989,0.007,"Env1","0",1,1,100.991334250274
251,"TX303",80.2482,0.065,0.36,0.575,"Env1","0",1,1,58.7039902242454
252,"TX601",86.059,0.003,0.004,0.993,"Env1","0",1,1,74.2730480679679
253,"TZI10",89.2717,0.003,0.005,0.992,"Env1","0",1,1,101.190132999459
254,"TZI16",77.8416,0.248,0.351,0.401,"Env1","0",1,1,74.6812874507378
255,"TZI18",82.6569,0.002,0.003,0.995,"Env1","0",1,1,98.7294679948962
256,"TZI25",76.2009,0.305,0.086,0.608,"Env1","0",1,1,82.1437326321588
257,"TZI8",90.0707,0.041,0.005,0.955,"Env1","0",1,1,95.7052137100575
258,"TZI9",76.884,0.008,0.011,0.982,"Env1","0",1,1,68.895161690822
259,"U267Y",85.9916,0.002,0.595,0.403,"Env1","0",1,1,106.422946598388
260,"VA102",69.1993,0.001,0.994,0.005,"Env1","0",1,1,73.116546875021
261,"VA14",77.1231,0.002,0.995,0.003,"Env1","0",1,1,89.9395504880079
262,"VA17",74.597,0.002,0.997,0.001,"Env1","0",1,1,59.6719543011268
263,"VA22",75.0246,0.001,0.995,0.003,"Env1","0",1,1,46.7746552837718
264,"VA26",71.4638,0.005,0.983,0.011,"Env1","0",1,1,65.8550577430397
265,"VA35",72.4541,0.002,0.996,0.002,"Env1","0",1,1,70.5818879248781
266,"VA59",71.4482,0.003,0.994,0.003,"Env1","1",1,0,65.4976787323303
267,"VA85",72.2752,0.014,0.983,0.003,"Env1","0",1,1,56.8625490541665
268,"VA99",73.7107,0.158,0.84,0.002,"Env1","0",1,1,65.4746412947664
269,"VAW6",74.0861,0.02,0.724,0.256,"Env1","0",1,1,79.4415372697192
270,"W117HT",64.0324,0.159,0.617,0.224,"Env1","0",1,1,66.0582122880154
271,"W153R",68.7572,0.145,0.853,0.002,"Env1","0",1,1,80.0302400697843
272,"W182B",62.6477,0.153,0.845,0.002,"Env1","0",1,1,77.5978067743833
273,"W22",73.5059,0.063,0.931,0.006,"Env1","0",1,1,67.1170118411478
274,"W64A",71.2407,0.001,0.998,0.001,"Env1","0",1,1,84.2368767185924
275,"WD",57.1834,0.014,0.97,0.016,"Env1","0",1,1,37.3672380155855
276,"WF9",70.2247,0.005,0.994,0.001,"Env1","0",1,1,55.0048849486973
277,"YU796NS",71.5172,0.189,0.785,0.026,"Env1","0",1,1,58.0975994859867
1,"3316",75.6091,0.014,0.972,0.014,"Env2","0",0,1,92.5473316926262
2,"3811",78.7223,0.003,0.993,0.004,"Env2","0",0,1,97.7764057480947
3,"4226",66.6023,0.071,0.917,0.012,"Env2","0",0,1,62.0817309985882
4,"4722",78.9496,0.035,0.854,0.111,"Env2","0",0,1,72.6576778159242
5,"A188",61.1269,0.013,0.982,0.006,"Env2","0",0,1,46.6803975303705
6,"A214N",81.1063,0.762,0.017,0.221,"Env2","0",0,1,82.7050595731691
7,"A239",68.611,0.035,0.963,0.002,"Env2","0",0,1,84.3680385660319
8,"A272",70.4043,0.019,0.122,0.859,"Env2","0",0,1,51.9894309928344
9,"A4415",77.7701,0.005,0.531,0.464,"Env2","0",0,1,104.671081163462
10,"A554",62.5807,0.019,0.979,0.002,"Env2","0",0,1,38.3193153446093
11,"A556",64.1548,0.004,0.994,0.002,"Env2","0",0,1,47.4816151482145
12,"A6",82.0828,0.003,0.03,0.967,"Env2","0",0,1,83.4817559665429
13,"A619",69.4189,0.009,0.99,0.001,"Env2","0",0,1,74.4380471794099
14,"A632",69.4034,0.993,0.004,0.004,"Env2","0",0,1,37.8665690627277
15,"A634",66.9987,0.897,0.1,0.004,"Env2","0",0,1,59.8580676754002
16,"A635",74.847,0.825,0.171,0.004,"Env2","0",0,1,48.1533797315831
17,"A641",64.1534,0.517,0.481,0.002,"Env2","0",0,1,68.660970161018
18,"A654",61.7508,0.083,0.915,0.002,"Env2","0",0,1,53.2684815965396
19,"A659",70.5385,0.006,0.991,0.002,"Env2","0",0,1,69.3933647327448
20,"A661",65.2638,0.111,0.852,0.037,"Env2","0",0,1,71.3280600448789
21,"A679",68.2021,0.862,0.127,0.011,"Env2","0",0,1,67.4303957027717
22,"A680",72.822,0.993,0.004,0.002,"Env2","0",0,1,70.2986036913278
23,"A682",68.8663,0.002,0.997,0.001,"Env2","0",0,1,81.4292993167242
24,"AB28A",82.8519,0.002,0.776,0.222,"Env2","0",0,1,63.3547441232636
25,"B10",80.3665,0.429,0.57,0.002,"Env2","0",0,1,82.8998061096572
26,"B103",68.0784,0.163,0.829,0.009,"Env2","0",0,1,62.337770277511
27,"B104",73.0927,0.694,0.305,0.002,"Env2","0",0,1,91.1734423285611
28,"B105",74.4904,0.397,0.566,0.037,"Env2","0",0,1,61.4933056003408
29,"B109",69.1111,0.995,0.003,0.002,"Env2","0",0,1,93.1113177806214
30,"B115",75.0215,0.061,0.847,0.092,"Env2","0",0,1,94.4919282355969
31,"B14A",74.1976,0.998,0.001,0.001,"Env2","0",0,1,73.3415061926443
32,"B164",71.7268,0.233,0.756,0.011,"Env2","0",0,1,80.5500854526106
33,"B2",70.1453,0.007,0.988,0.005,"Env2","0",0,1,71.2118670146656
34,"B37",74.1355,0.997,0.002,0.001,"Env2","0",0,1,70.5460763417353
35,"B46",73.7353,0.214,0.784,0.002,"Env2","0",0,1,58.732601820627
36,"B52",75.3501,0.012,0.985,0.003,"Env2","0",0,1,78.3844650848789
37,"B57",71.5856,0.002,0.996,0.002,"Env2","0",0,1,74.6529528978333
38,"B64",63.7854,0.988,0.002,0.01,"Env2","0",0,1,64.5634324468085
39,"B68",76.5085,0.998,0.001,0.001,"Env2","0",0,1,79.7188445644039
40,"B73",72.0762,0.999,0.001,0.001,"Env2","0",0,1,38.2091657836011
41,"B73HTRHM",72.3007,0.999,0.001,0.001,"Env2","0",0,1,57.060020396147
42,"B75",71.7824,0.005,0.993,0.002,"Env2","0",0,1,66.8596142596443
43,"B76",72.3682,0.912,0.087,0.001,"Env2","0",0,1,73.866009617716
44,"B77",72.9512,0.083,0.915,0.002,"Env2","0",0,1,59.1316880361973
45,"B79",74.597,0.305,0.693,0.002,"Env2","0",0,1,58.784859367667
46,"B84",75.2271,0.996,0.003,0.001,"Env2","0",0,1,92.1853072441046
47,"B97",74.188,0.016,0.981,0.003,"Env2","0",0,1,86.3247362726274
48,"C103",73.7944,0.002,0.997,0.001,"Env2","0",0,1,68.2090658912409
49,"C123",70.3352,0.047,0.952,0.002,"Env2","0",0,1,61.3846822024712
50,"C49A",61.4123,0.127,0.869,0.004,"Env2","0",0,1,76.2049717767857
51,"CH70130",69.5911,0.004,0.993,0.003,"Env2","0",0,1,71.5577213758695
