"TaxaOrder","Taxa","daysToSilk","popStiffStalk","popNonStiffStalk","popTropical","Env","SNPPresence","Env1Presence","SNPAbsence","Phenotype"
50,"C49A",61.4123,0.127,0.869,0.004,"Env1","0",1,1,65.5483620592024
51,"CH70130",69.5911,0.004,0.993,0.003,"Env1","1",1,0,72.931324680182
52,"CH9",71.0825,0.003,0.992,0.006,"Env1","0",1,1,57.8749869574293
53,"CI1872",76.8145,0.006,0.992,0.002,"Env1","0",1,1,59.9713013851657
54,"CI21E",76.1651,0.119,0.866,0.014,"Env1","0",1,1,65.1909266165539
55,"CI28A",76.5779,0.004,0.749,0.247,"Env1","0",1,1,41.593866029105
56,"CI31A",80.2225,0.002,0.994,0.004,"Env1","0",1,1,118.074737604062
57,"CI3A",78.3931,0.083,0.905,0.012,"Env1","0",1,1,81.9823719629632
58,"CI64",76.727,0.012,0.986,0.002,"Env1","0",1,1,75.4028415706727
59,"CI66",82.7365,0.011,0.935,0.054,"Env1","0",1,1,111.844493758931
60,"CI7",75.9223,0.004,0.994,0.001,"Env1","0",1,1,69.1624936937225
61,"CI90C",79.0715,0.003,0.737,0.26,"Env1","0",1,1,53.5751997969802
62,"CI91B",74.0808,0.002,0.997,0.002,"Env1","0",1,1,91.1366923355085
63,"CM105",63.3495,0.995,0.004,0.001,"Env1","0",1,1,93.6833798966348
64,"CM174",62.7155,0.997,0.002,0.001,"Env1","0",1,1,76.083384303661
65,"CM37",56.9015,0.013,0.969,0.017,"Env1","0",1,1,51.6343359541405
66,"CM7",59.8961,0.059,0.939,0.002,"Env1","0",1,1,73.5658111774707
67,"CML10",94.6511,0.002,0.002,0.995,"Env1","0",1,1,87.9847703363399
68,"CML103",76.315,0.003,0.005,0.992,"Env1","0",1,1,82.6113830619703
69,"CML108",81.1927,0.002,0.099,0.899,"Env1","0",1,1,79.3504795089471
70,"CML11",88.4198,0.003,0.002,0.995,"Env1","0",1,1,105.876249674509
71,"CML14",96.565,0.001,0.001,0.998,"Env1","0",1,1,94.334848700738
72,"CML154Q",77.306,0.002,0.005,0.993,"Env1","0",1,1,84.7040831710856
73,"CML157Q",80.9917,0.004,0.018,0.978,"Env1","0",1,1,97.2198059874199
74,"CML158Q",85.7192,0.01,0.018,0.971,"Env1","0",1,1,86.0162277885972
75,"CML218",80.3192,0.01,0.301,0.689,"Env1","0",1,1,101.464144693796
76,"CML220",75.4254,0.059,0.053,0.887,"Env1","0",1,1,54.3258183080403
77,"CML228",88.68,0.003,0.002,0.995,"Env1","0",1,1,97.631689261228
78,"CML238",85.8408,0.001,0.004,0.995,"Env1","0",1,1,74.8754220135188
79,"CML247",90.0765,0.003,0.006,0.991,"Env1","0",1,1,94.8976223277586
80,"CML254",105.276,0.001,0.006,0.993,"Env1","0",1,1,88.1102007719624
81,"CML258",97.208,0.001,0.002,0.996,"Env1","0",1,1,89.5772120333522
82,"CML261",97.0905,0.016,0.004,0.981,"Env1","0",1,1,88.0669144968511
83,"CML264",113.8464,0.002,0.001,0.997,"Env1","0",1,1,113.39249489263
84,"CML277",88.5572,0.001,0.004,0.995,"Env1","0",1,1,85.370908262257
85,"CML281",103.6257,0.023,0.046,0.931,"Env1","0",1,1,88.9774819667573
86,"CML287",95.2476,0.004,0.022,0.974,"Env1","0",1,1,95.8313993979731
87,"CML311",92.2112,0.004,0.114,0.882,"Env1","0",1,1,91.6640586513762
88,"CML314",83.3483,0.003,0.002,0.995,"Env1","0",1,1,65.4970478116107
89,"CML321",90.6385,0.027,0.008,0.966,"Env1","0",1,1,86.6654621264932
90,"CML322",78.4872,0.01,0.005,0.985,"Env1","0",1,1,102.397638576918
91,"CML323",78.2786,0.007,0.34,0.653,"Env1","0",1,1,117.949064691694
92,"CML328",82.8199,0.002,0.357,0.641,"Env1","0",1,1,87.2558411347864
93,"CML331",95.0247,0.002,0.003,0.994,"Env1","0",1,1,137.996276689217
94,"CML332",84.3217,0.002,0.003,0.994,"Env1","0",1,1,81.1792809595344
95,"CML333",78.554,0.013,0.029,0.959,"Env1","0",1,1,70.4718526105116
96,"CML341",88.0196,0.002,0.004,0.995,"Env1","0",1,1,76.4636966717712
97,"CML38",89.2113,0.001,0.002,0.997,"Env1","0",1,1,74.370643674963
98,"CML45",99.629,0.001,0.002,0.997,"Env1","0",1,1,111.958400280003
99,"CML5",95.8391,0.001,0.034,0.965,"Env1","0",1,1,80.1377604790168
100,"CML52",91.8288,0.002,0.01,0.988,"Env1","0",1,1,113.522804332451
101,"CML61",113.6148,0.002,0.004,0.994,"Env1","0",1,1,125.021060273601
102,"CML69",84.73,0.006,0.028,0.966,"Env1","0",1,1,65.1278289008872
103,"CML77",79.1526,0.005,0.302,0.693,"Env1","0",1,1,82.546716465713
104,"CML91",83.7936,0.015,0.218,0.767,"Env1","0",1,1,87.0646175255639
105,"CML92",79.4707,0.096,0.275,0.629,"Env1","0",1,1,73.0599901157568
106,"CMV3",59.5986,0.147,0.847,0.006,"Env1","0",1,1,81.2338581931553
107,"CO106",61.682,0.016,0.973,0.011,"Env1","0",1,1,69.8883384685504
108,"CO125",63.0639,0.021,0.967,0.012,"Env1","0",1,1,48.8902160949024
109,"CO255",59.4573,0.009,0.647,0.344,"Env1","1",1,0,47.2761701585676
110,"DE1",77.5401,0.018,0.98,0.002,"Env1","0",1,1,93.1567968305669
111,"DE2",74.1241,0.02,0.979,0.001,"Env1","0",1,1,76.9031936665379
112,"DE3",75.8776,0.24,0.734,0.026,"Env1","0",1,1,85.73517411446
113,"DE811",79.1373,0.779,0.218,0.003,"Env1","0",1,1,121.591306814963
114,"E2558W",78.516,0.006,0.923,0.07,"Env1","0",1,1,74.9424182731298
115,"EP1",60.9675,0.001,0.461,0.537,"Env1","0",1,1,66.2719875714056
116,"F2834T",74.6321,0.026,0.421,0.553,"Env1","0",1,1,77.7830516240514
117,"F44",82.1659,0.01,0.62,0.369,"Env1","0",1,1,90.4434891689624
118,"F6",82.2712,0.005,0.745,0.25,"Env1","0",1,1,65.9893303886815
119,"F7",57.7955,0.07,0.608,0.322,"Env1","0",1,1,54.8012645829175
120,"GA209",83.5588,0.004,0.979,0.017,"Env1","0",1,1,74.6176717518644
121,"GT112",82.9939,0.008,0.839,0.153,"Env1","0",1,1,79.0184300039422
122,"H105W",70.58,0.753,0.209,0.038,"Env1","0",1,1,101.298344040466
123,"H49",73.573,0.002,0.995,0.003,"Env1","0",1,1,100.411228626697
124,"H84",76.9237,0.714,0.281,0.004,"Env1","0",1,1,97.0083563059498
125,"H91",72.4586,0.997,0.002,0.001,"Env1","0",1,1,91.8434821462878
126,"H95",75.7706,0.001,0.898,0.101,"Env1","0",1,1,64.3439976215109
127,"H99",68.1534,0.001,0.997,0.002,"Env1","0",1,1,89.8863353672481
128,"HI27",84.2825,0.207,0.019,0.774,"Env1","0",1,1,81.7325434919603
129,"HP301",71.7176,0,0,0,"Env1","0",1,1,72.2618602526795
130,"HY",76.059,0.079,0.898,0.024,"Env1","0",1,1,79.8417878834764
131,"I137TN",77.3085,0.002,0.539,0.459,"Env1","0",1,1,98.0989684258578
132,"I205",73.1494,0.23,0.767,0.003,"Env1","0",1,1,74.2080109354906
134,"IA2132",66.9151,0,0,0,"Env1","0",1,1,69.6798934616807
135,"IA5125",73.7,0,0,0,"Env1","0",1,1,77.0921312033844
136,"IDS28",73.1489,0,0,0,"Env1","0",1,1,72.1086457220846
137,"IDS69",74.8755,0,0,0,"Env1","0",1,1,70.2320630754526
138,"IDS91",72.8956,0,0,0,"Env1","0",1,1,81.2403377261031
139,"IL101",64.9637,0,0,0,"Env1","0",1,1,59.8045803893704
140,"IL14H",67.6062,0,0,0,"Env1","0",1,1,63.2266260016122
141,"IL677A",79.6582,0,0,0,"Env1","0",1,1,82.9340530453257
142,"K148",75.8236,0.087,0.886,0.027,"Env1","0",1,1,86.5460266764012
143,"K4",79.7796,0.11,0.873,0.017,"Env1","0",1,1,82.3184098723573
144,"K55",74.8692,0.01,0.98,0.01,"Env1","0",1,1,65.5038602115375
145,"K64",79.0343,0.033,0.965,0.002,"Env1","0",1,1,55.572958668953
146,"KI11",87.092,0.003,0.017,0.98,"Env1","0",1,1,96.4209323310733
147,"KI14",102.3563,0.003,0.003,0.994,"Env1","0",1,1,97.7809814049404
148,"KI2021",90.9691,0.004,0.005,0.991,"Env1","0",1,1,110.377100952514
149,"KI21",78.0904,0.001,0.393,0.606,"Env1","0",1,1,83.5099608085266
150,"KI3",84.0508,0.001,0.002,0.997,"Env1","0",1,1,96.2187090780623
151,"KI43",80.5768,0.029,0.048,0.923,"Env1","0",1,1,78.3227331829952
152,"KI44",86.5349,0.001,0.018,0.981,"Env1","0",1,1,112.962593289229
153,"KY21",80.6388,0.008,0.859,0.133,"Env1","0",1,1,102.757623223554
154,"KY226",78.1843,0.011,0.732,0.258,"Env1","0",1,1,80.6687800556528
155,"KY228",80.1691,0.134,0.709,0.157,"Env1","0",1,1,92.5675780267929
156,"L317",75.6883,0.001,0.99,0.009,"Env1","0",1,1,61.557192875644
157,"L578",82.7188,0.007,0.297,0.696,"Env1","0",1,1,71.9424550181239
158,"M14",67.8828,0.012,0.849,0.139,"Env1","0",1,1,54.1164828077367
159,"M162W",78.7757,0.002,0.996,0.002,"Env1","0",1,1,81.6393884629658
160,"M37W",79.3077,0.012,0.404,0.584,"Env1","0",1,1,85.432498842801
161,"MEF156552",61.8726,0.007,0.854,0.139,"Env1","0",1,1,57.8396441666789
162,"MO17",73.5243,0.001,0.998,0.001,"Env1","0",1,1,37.776188074263
163,"MO18W",84.9689,0.011,0.307,0.683,"Env1","0",1,1,89.7569181777927
164,"MO1W",73.1586,0.004,0.828,0.168,"Env1","0",1,1,82.9435665319938
165,"MO24W",77.6315,0.108,0.727,0.165,"Env1","0",1,1,48.5292387188745
166,"MO44",74.0944,0.002,0.996,0.002,"Env1","0",1,1,66.0714949675269
167,"MO45",69.7817,0.252,0.516,0.232,"Env1","0",1,1,59.8956853846669
168,"MO46",76.8292,0.152,0.838,0.011,"Env1","0",1,1,87.4003189215821
169,"MO47",67.3645,0.18,0.624,0.196,"Env1","0",1,1,53.7721275038849
170,"MOG",76.7004,0.002,0.996,0.002,"Env1","1",1,0,111.540941280913
171,"MP339",81.4118,0.102,0.641,0.258,"Env1","0",1,1,59.8783314669741
172,"MS1334",63.3397,0.002,0.884,0.114,"Env1","0",1,1,59.0885932288027
173,"MS153",67.6877,0.063,0.865,0.073,"Env1","0",1,1,69.1857567190569
174,"MS71",69.9717,0.002,0.997,0.001,"Env1","0",1,1,53.8942930156282
175,"MT42",60.7897,0.004,0.765,0.231,"Env1","0",1,1,59.2794443378194
176,"N192",68.0591,0.998,0.001,0.001,"Env1","0",1,1,59.1766130159007
177,"N28HT",72.3818,0.551,0.447,0.002,"Env1","0",1,1,92.3015793829578
178,"N6",72.331,0.017,0.98,0.003,"Env1","0",1,1,95.0095033882629
179,"N7A",71.4677,0.494,0.503,0.002,"Env1","0",1,1,72.2902571586256
180,"NC222",79.741,0.004,0.874,0.122,"Env1","0",1,1,89.8775778073746
181,"NC230",74.6365,0.004,0.994,0.002,"Env1","0",1,1,54.7340064456934
182,"NC232",75.6048,0.068,0.839,0.094,"Env1","0",1,1,93.5466316731945
183,"NC236",80.8717,0.023,0.974,0.002,"Env1","0",1,1,98.3116828921377
184,"NC238",84.1726,0.004,0.989,0.007,"Env1","0",1,1,47.971556533632
185,"NC250",73.2365,0.941,0.057,0.002,"Env1","0",1,1,52.8103249406824
186,"NC258",78.3731,0.001,0.997,0.001,"Env1","0",1,1,51.9751144254261
187,"NC260",73.3428,0.005,0.992,0.003,"Env1","0",1,1,75.5659355468929
188,"NC262",72.9937,0.007,0.991,0.001,"Env1","0",1,1,83.0256009178723
189,"NC264",75.8274,0.015,0.018,0.967,"Env1","0",1,1,68.5568307900252
190,"NC290A",75.7686,0.015,0.984,0.001,"Env1","0",1,1,70.681976075966
191,"NC294",73.7393,0.998,0.001,0.001,"Env1","0",1,1,89.8376175053663
192,"NC296",77.3119,0.002,0.001,0.997,"Env1","0",1,1,84.2122274979589
193,"NC296A",78.4604,0.002,0.001,0.997,"Env1","0",1,1,77.0002340559907
194,"NC298",76.9959,0.001,0.001,0.998,"Env1","0",1,1,58.6394823020333
195,"NC300",81.3896,0.002,0.003,0.995,"Env1","0",1,1,82.1777440674589
196,"NC302",74.5463,0.002,0.003,0.996,"Env1","0",1,1,63.5808579848087
197,"NC304",74.6772,0.001,0.002,0.997,"Env1","0",1,1,62.9068809820591
198,"NC306",74.5105,0.998,0.001,0.001,"Env1","0",1,1,48.1597799550468
199,"NC310",74.5323,0.999,0.001,0.001,"Env1","0",1,1,82.1627737241028
200,"NC314",75.1653,0.998,0.001,0.001,"Env1","0",1,1,80.2589293580689
201,"NC318",78.5687,0.002,0.032,0.966,"Env1","0",1,1,70.6938974560941
202,"NC320",76.7693,0.004,0.005,0.991,"Env1","1",1,0,83.9716055728009
203,"NC324",77.3784,0.999,0.001,0.001,"Env1","0",1,1,49.4352199765236
204,"NC326",76.2669,0.998,0.001,0.001,"Env1","0",1,1,86.8463820703301
205,"NC328",74.238,0.998,0.001,0.001,"Env1","0",1,1,40.4162784657636
206,"NC33",81.384,0.129,0.862,0.01,"Env1","0",1,1,59.3118287800387
207,"NC336",79.7619,0.002,0.001,0.997,"Env1","0",1,1,88.5485004309754
208,"NC338",78.0938,0.002,0.003,0.995,"Env1","0",1,1,80.8102226285934
209,"NC340",77.7262,0.009,0.004,0.987,"Env1","0",1,1,55.3025217631404
210,"NC342",73.384,0.005,0.994,0.001,"Env1","1",1,0,82.7871742781501
211,"NC344",76.9914,0.002,0.997,0.001,"Env1","0",1,1,77.4586245366562
212,"NC346",77.9955,0.002,0.001,0.997,"Env1","0",1,1,79.0834684273064
213,"NC348",77.6858,0.001,0.001,0.997,"Env1","1",1,0,100.712035539416
214,"NC350",77.7047,0.003,0.002,0.995,"Env1","0",1,1,71.9798493911857
215,"NC352",80.7583,0.003,0.001,0.996,"Env1","0",1,1,61.5247670530128
216,"NC354",78.7022,0.01,0.001,0.989,"Env1","0",1,1,75.2551562689361
217,"NC356",76.9065,0.001,0.031,0.968,"Env1","0",1,1,80.7223245087672
218,"NC358",72.9944,0.001,0.143,0.856,"Env1","0",1,1,100.25546998892
219,"NC360",76.7912,0.001,0.475,0.523,"Env1","0",1,1,98.7967620666995
220,"NC362",75.6493,0.002,0.54,0.458,"Env1","0",1,1,72.915734640138
221,"NC364",74.0945,0.002,0.507,0.492,"Env1","0",1,1,81.1988390164402
222,"NC366",80.1203,0.018,0.467,0.514,"Env1","0",1,1,78.7772463875631
223,"NC368",75.9685,0.996,0.003,0.001,"Env1","0",1,1,70.2844206546635
224,"ND246",62.7605,0.004,0.76,0.236,"Env1","0",1,1,68.6845856768012
225,"OH40B",74.9959,0.002,0.996,0.002,"Env1","1",1,0,68.3225456314292
226,"OH43",68.5854,0.001,0.998,0.001,"Env1","0",1,1,67.3031243643672
227,"OH43E",69.148,0.002,0.997,0.001,"Env1","0",1,1,101.080695057061
228,"OH603",80.8601,0.002,0.669,0.329,"Env1","0",1,1,62.7336033884525
229,"OH7B",82.1824,0.031,0.967,0.002,"Env1","0",1,1,89.6403876368141
230,"OS420",73.7354,0.016,0.983,0.001,"Env1","0",1,1,94.797654176206
231,"P39",66.286,0,0,0,"Env1","0",1,1,84.6784150537713
232,"PA762",73.605,0.001,0.998,0.001,"Env1","0",1,1,62.8256705953664
233,"PA875",72.4222,0.002,0.979,0.02,"Env1","0",1,1,60.7730763787681
234,"PA880",73.2393,0.002,0.993,0.005,"Env1","0",1,1,72.4403750325972
235,"PA91",76.0519,0.001,0.997,0.002,"Env1","0",1,1,69.6306121099461
236,"R109B",72.3121,0.113,0.855,0.032,"Env1","1",1,0,84.4816428964401
237,"R168",70.3065,0.002,0.996,0.002,"Env1","0",1,1,64.6807785982498
238,"R177",76.2678,0.122,0.875,0.002,"Env1","0",1,1,54.0192282027544
239,"R229",76.9172,0.991,0.002,0.007,"Env1","1",1,0,86.5479532632954
240,"R4",74.9659,0.019,0.979,0.003,"Env1","0",1,1,96.6469563289141
241,"SA24",74.3062,0,0,0,"Env1","0",1,1,78.9765650404375
242,"SC213R",86.2039,0.002,0.579,0.419,"Env1","0",1,1,99.5847028393522
243,"SC357",78.6115,0.003,0.622,0.375,"Env1","0",1,1,102.663694254581
244,"SD40",72.0045,0.417,0.581,0.002,"Env1","0",1,1,79.4124367868144
245,"SD44",69.5738,0.006,0.993,0.001,"Env1","0",1,1,63.8464634942239
246,"SG1533",73.6917,0,0,0,"Env1","0",1,1,82.9059863698212
247,"SG18",76.8717,0,0,0,"Env1","0",1,1,74.7507508443637
248,"T232",77.3524,0.14,0.459,0.402,"Env1","0",1,1,80.9784357372234
249,"T234",84.2938,0.003,0.985,0.012,"Env1","0",1,1,98.5047331774065
250,"T8",73.7759,0.003,0.989,0.007,"Env1","0",1,1,61.5962349824344
251,"TX303",80.2482,0.065,0.36,0.575,"Env1","0",1,1,94.3048670458756
252,"TX601",86.059,0.003,0.004,0.993,"Env1","0",1,1,71.0990998883402
253,"TZI10",89.2717,0.003,0.005,0.992,"Env1","0",1,1,82.4979348849835
254,"TZI16",77.8416,0.248,0.351,0.401,"Env1","0",1,1,62.4538550654683
255,"TZI18",82.6569,0.002,0.003,0.995,"Env1","0",1,1,73.383784505017
256,"TZI25",76.2009,0.305,0.086,0.608,"Env1","0",1,1,70.6381159113246
257,"TZI8",90.0707,0.041,0.005,0.955,"Env1","0",1,1,94.7577882871452
258,"TZI9",76.884,0.008,0.011,0.982,"Env1","0",1,1,99.2759701957237
259,"U267Y",85.9916,0.002,0.595,0.403,"Env1","0",1,1,83.241040574608
260,"VA102",69.1993,0.001,0.994,0.005,"Env1","0",1,1,71.4587141783179
261,"VA14",77.1231,0.002,0.995,0.003,"Env1","0",1,1,70.7340576384336
262,"VA17",74.597,0.002,0.997,0.001,"Env1","0",1,1,76.5552467418624
263,"VA22",75.0246,0.001,0.995,0.003,"Env1","0",1,1,59.9954347191372
264,"VA26",71.4638,0.005,0.983,0.011,"Env1","0",1,1,78.4418132097706
265,"VA35",72.4541,0.002,0.996,0.002,"Env1","0",1,1,40.7690274787896
266,"VA59",71.4482,0.003,0.994,0.003,"Env1","0",1,1,60.1385185189818
267,"VA85",72.2752,0.014,0.983,0.003,"Env1","1",1,0,67.3750027998779
268,"VA99",73.7107,0.158,0.84,0.002,"Env1","0",1,1,69.2667147510994
269,"VAW6",74.0861,0.02,0.724,0.256,"Env1","0",1,1,84.5963475190104
270,"W117HT",64.0324,0.159,0.617,0.224,"Env1","0",1,1,37.2287488509227
271,"W153R",68.7572,0.145,0.853,0.002,"Env1","0",1,1,40.6734170193151
272,"W182B",62.6477,0.153,0.845,0.002,"Env1","0",1,1,54.8739964038536
273,"W22",73.5059,0.063,0.931,0.006,"Env1","0",1,1,81.0190926399924
274,"W64A",71.2407,0.001,0.998,0.001,"Env1","0",1,1,47.125183311959
275,"WD",57.1834,0.014,0.97,0.016,"Env1","0",1,1,58.3726105311386
276,"WF9",70.2247,0.005,0.994,0.001,"Env1","0",1,1,48.7873054383305
277,"YU796NS",71.5172,0.189,0.785,0.026,"Env1","0",1,1,66.3155286888525
1,"3316",75.6091,0.014,0.972,0.014,"Env2","0",0,1,102.452025379862
2,"3811",78.7223,0.003,0.993,0.004,"Env2","1",0,0,111.512174779926
3,"4226",66.6023,0.071,0.917,0.012,"Env2","0",0,1,59.7991006167021
4,"4722",78.9496,0.035,0.854,0.111,"Env2","0",0,1,70.799682414748
5,"A188",61.1269,0.013,0.982,0.006,"Env2","0",0,1,65.5574732853429
6,"A214N",81.1063,0.762,0.017,0.221,"Env2","0",0,1,54.4303706791717
7,"A239",68.611,0.035,0.963,0.002,"Env2","0",0,1,62.3132882451963
8,"A272",70.4043,0.019,0.122,0.859,"Env2","0",0,1,54.7491457530825
9,"A4415",77.7701,0.005,0.531,0.464,"Env2","0",0,1,97.0147695363711
10,"A554",62.5807,0.019,0.979,0.002,"Env2","0",0,1,32.7181795395261
11,"A556",64.1548,0.004,0.994,0.002,"Env2","0",0,1,71.2023544798633
12,"A6",82.0828,0.003,0.03,0.967,"Env2","0",0,1,71.9342493654051
13,"A619",69.4189,0.009,0.99,0.001,"Env2","0",0,1,69.773764932731
14,"A632",69.4034,0.993,0.004,0.004,"Env2","0",0,1,59.4664007244428
15,"A634",66.9987,0.897,0.1,0.004,"Env2","0",0,1,73.4892588740138
16,"A635",74.847,0.825,0.171,0.004,"Env2","0",0,1,74.850658985885
17,"A641",64.1534,0.517,0.481,0.002,"Env2","0",0,1,76.111791348421
18,"A654",61.7508,0.083,0.915,0.002,"Env2","0",0,1,44.4119670063863
19,"A659",70.5385,0.006,0.991,0.002,"Env2","0",0,1,65.0152827061664
20,"A661",65.2638,0.111,0.852,0.037,"Env2","0",0,1,88.0481317475416
21,"A679",68.2021,0.862,0.127,0.011,"Env2","0",0,1,91.9823259518565
22,"A680",72.822,0.993,0.004,0.002,"Env2","0",0,1,89.0645284544351
23,"A682",68.8663,0.002,0.997,0.001,"Env2","0",0,1,42.2154990890514
24,"AB28A",82.8519,0.002,0.776,0.222,"Env2","0",0,1,85.0053069896337
25,"B10",80.3665,0.429,0.57,0.002,"Env2","0",0,1,80.4439021438136
26,"B103",68.0784,0.163,0.829,0.009,"Env2","0",0,1,69.9722854954484
27,"B104",73.0927,0.694,0.305,0.002,"Env2","0",0,1,89.7559542110479
28,"B105",74.4904,0.397,0.566,0.037,"Env2","0",0,1,98.8929692363727
29,"B109",69.1111,0.995,0.003,0.002,"Env2","0",0,1,73.9711765936039
30,"B115",75.0215,0.061,0.847,0.092,"Env2","0",0,1,53.4375295500511
31,"B14A",74.1976,0.998,0.001,0.001,"Env2","0",0,1,73.7306538619168
32,"B164",71.7268,0.233,0.756,0.011,"Env2","0",0,1,68.8575489508952
33,"B2",70.1453,0.007,0.988,0.005,"Env2","0",0,1,72.9917561251902
34,"B37",74.1355,0.997,0.002,0.001,"Env2","0",0,1,75.2282165070049
35,"B46",73.7353,0.214,0.784,0.002,"Env2","0",0,1,44.1893243642083
36,"B52",75.3501,0.012,0.985,0.003,"Env2","0",0,1,55.746975401988
37,"B57",71.5856,0.002,0.996,0.002,"Env2","0",0,1,83.0326524320365
38,"B64",63.7854,0.988,0.002,0.01,"Env2","0",0,1,73.4635341457598
39,"B68",76.5085,0.998,0.001,0.001,"Env2","0",0,1,83.9204803609749
40,"B73",72.0762,0.999,0.001,0.001,"Env2","0",0,1,60.8597565332438
41,"B73HTRHM",72.3007,0.999,0.001,0.001,"Env2","0",0,1,85.1725860186267
42,"B75",71.7824,0.005,0.993,0.002,"Env2","0",0,1,67.8244065408793
43,"B76",72.3682,0.912,0.087,0.001,"Env2","0",0,1,58.3466343926408
44,"B77",72.9512,0.083,0.915,0.002,"Env2","0",0,1,92.0126190120569
45,"B79",74.597,0.305,0.693,0.002,"Env2","0",0,1,66.5972106142023
46,"B84",75.2271,0.996,0.003,0.001,"Env2","0",0,1,76.0687293602837
47,"B97",74.188,0.016,0.981,0.003,"Env2","0",0,1,91.2433434971501
48,"C103",73.7944,0.002,0.997,0.001,"Env2","0",0,1,53.336305294628
49,"C123",70.3352,0.047,0.952,0.002,"Env2","0",0,1,43.5695340647054
50,"C49A",61.4123,0.127,0.869,0.004,"Env2","0",0,1,58.4254771505839
51,"CH70130",69.5911,0.004,0.993,0.003,"Env2","1",0,0,104.369187768111
