"TaxaOrder","Taxa","daysToSilk","popStiffStalk","popNonStiffStalk","popTropical","Env","SNPPresence","Env1Presence","SNPAbsence","Phenotype"
40,"B73",72.0762,0.999,0.001,0.001,"Env1","0",1,1,80.0645181680831
41,"B73HTRHM",72.3007,0.999,0.001,0.001,"Env1","0",1,1,73.3121207197895
42,"B75",71.7824,0.005,0.993,0.002,"Env1","0",1,1,82.9891955231706
43,"B76",72.3682,0.912,0.087,0.001,"Env1","0",1,1,97.2425400602285
44,"B77",72.9512,0.083,0.915,0.002,"Env1","0",1,1,72.6918837512665
45,"B79",74.597,0.305,0.693,0.002,"Env1","0",1,1,61.1908030236314
46,"B84",75.2271,0.996,0.003,0.001,"Env1","0",1,1,68.1357418468144
47,"B97",74.188,0.016,0.981,0.003,"Env1","0",1,1,64.9115586624022
48,"C103",73.7944,0.002,0.997,0.001,"Env1","0",1,1,65.1599113395446
49,"C123",70.3352,0.047,0.952,0.002,"Env1","0",1,1,62.4007284835362
50,"C49A",61.4123,0.127,0.869,0.004,"Env1","0",1,1,81.4531945187621
51,"CH70130",69.5911,0.004,0.993,0.003,"Env1","0",1,1,76.6527850685027
52,"CH9",71.0825,0.003,0.992,0.006,"Env1","0",1,1,92.5064362464768
53,"CI1872",76.8145,0.006,0.992,0.002,"Env1","0",1,1,87.7210097886829
54,"CI21E",76.1651,0.119,0.866,0.014,"Env1","0",1,1,103.544654497518
55,"CI28A",76.5779,0.004,0.749,0.247,"Env1","0",1,1,79.7772933318792
56,"CI31A",80.2225,0.002,0.994,0.004,"Env1","0",1,1,113.908851846284
57,"CI3A",78.3931,0.083,0.905,0.012,"Env1","0",1,1,66.9078896689935
58,"CI64",76.727,0.012,0.986,0.002,"Env1","0",1,1,67.7436506816278
59,"CI66",82.7365,0.011,0.935,0.054,"Env1","0",1,1,83.5989649584048
60,"CI7",75.9223,0.004,0.994,0.001,"Env1","0",1,1,69.5051206620691
61,"CI90C",79.0715,0.003,0.737,0.26,"Env1","0",1,1,69.6912942569434
62,"CI91B",74.0808,0.002,0.997,0.002,"Env1","0",1,1,68.2278039883571
63,"CM105",63.3495,0.995,0.004,0.001,"Env1","0",1,1,71.4552127545881
64,"CM174",62.7155,0.997,0.002,0.001,"Env1","0",1,1,60.7482367539209
65,"CM37",56.9015,0.013,0.969,0.017,"Env1","0",1,1,43.6373673125999
66,"CM7",59.8961,0.059,0.939,0.002,"Env1","0",1,1,69.7734205296195
67,"CML10",94.6511,0.002,0.002,0.995,"Env1","0",1,1,82.6038018500004
68,"CML103",76.315,0.003,0.005,0.992,"Env1","0",1,1,96.9310672087322
69,"CML108",81.1927,0.002,0.099,0.899,"Env1","0",1,1,71.3023459876388
70,"CML11",88.4198,0.003,0.002,0.995,"Env1","0",1,1,94.2701308854568
71,"CML14",96.565,0.001,0.001,0.998,"Env1","0",1,1,84.6404416894825
72,"CML154Q",77.306,0.002,0.005,0.993,"Env1","0",1,1,89.1198586918201
73,"CML157Q",80.9917,0.004,0.018,0.978,"Env1","0",1,1,95.8931623913768
74,"CML158Q",85.7192,0.01,0.018,0.971,"Env1","0",1,1,74.6856387034045
75,"CML218",80.3192,0.01,0.301,0.689,"Env1","0",1,1,91.3953151022495
76,"CML220",75.4254,0.059,0.053,0.887,"Env1","0",1,1,50.2730960876906
77,"CML228",88.68,0.003,0.002,0.995,"Env1","0",1,1,82.6869433988187
78,"CML238",85.8408,0.001,0.004,0.995,"Env1","0",1,1,64.5022928719109
79,"CML247",90.0765,0.003,0.006,0.991,"Env1","0",1,1,106.329402419407
80,"CML254",105.276,0.001,0.006,0.993,"Env1","0",1,1,75.7636033031923
81,"CML258",97.208,0.001,0.002,0.996,"Env1","0",1,1,104.142143335183
82,"CML261",97.0905,0.016,0.004,0.981,"Env1","0",1,1,109.533812970681
83,"CML264",113.8464,0.002,0.001,0.997,"Env1","0",1,1,116.104770937325
84,"CML277",88.5572,0.001,0.004,0.995,"Env1","0",1,1,82.377950453406
85,"CML281",103.6257,0.023,0.046,0.931,"Env1","0",1,1,106.788214671243
86,"CML287",95.2476,0.004,0.022,0.974,"Env1","0",1,1,88.0385825847949
87,"CML311",92.2112,0.004,0.114,0.882,"Env1","0",1,1,81.873775895117
88,"CML314",83.3483,0.003,0.002,0.995,"Env1","0",1,1,83.7856391060446
89,"CML321",90.6385,0.027,0.008,0.966,"Env1","0",1,1,79.9740649224688
90,"CML322",78.4872,0.01,0.005,0.985,"Env1","0",1,1,92.5949361170407
91,"CML323",78.2786,0.007,0.34,0.653,"Env1","0",1,1,83.3338596509228
92,"CML328",82.8199,0.002,0.357,0.641,"Env1","0",1,1,89.4155547363506
93,"CML331",95.0247,0.002,0.003,0.994,"Env1","0",1,1,105.114931513974
94,"CML332",84.3217,0.002,0.003,0.994,"Env1","0",1,1,101.442511074697
95,"CML333",78.554,0.013,0.029,0.959,"Env1","0",1,1,76.5534307644698
96,"CML341",88.0196,0.002,0.004,0.995,"Env1","0",1,1,81.0581804238637
97,"CML38",89.2113,0.001,0.002,0.997,"Env1","0",1,1,71.6243514170111
98,"CML45",99.629,0.001,0.002,0.997,"Env1","0",1,1,79.9624317591261
99,"CML5",95.8391,0.001,0.034,0.965,"Env1","0",1,1,79.2175533987562
100,"CML52",91.8288,0.002,0.01,0.988,"Env1","0",1,1,92.9635657151141
101,"CML61",113.6148,0.002,0.004,0.994,"Env1","0",1,1,121.934837374737
102,"CML69",84.73,0.006,0.028,0.966,"Env1","0",1,1,83.5722135210028
103,"CML77",79.1526,0.005,0.302,0.693,"Env1","0",1,1,62.1028457542663
104,"CML91",83.7936,0.015,0.218,0.767,"Env1","0",1,1,89.9138328000475
105,"CML92",79.4707,0.096,0.275,0.629,"Env1","0",1,1,85.2366433731181
106,"CMV3",59.5986,0.147,0.847,0.006,"Env1","0",1,1,73.2195632755228
107,"CO106",61.682,0.016,0.973,0.011,"Env1","0",1,1,92.336001676623
108,"CO125",63.0639,0.021,0.967,0.012,"Env1","0",1,1,74.6611818481863
109,"CO255",59.4573,0.009,0.647,0.344,"Env1","0",1,1,80.4299194969228
110,"DE1",77.5401,0.018,0.98,0.002,"Env1","0",1,1,96.5801594875555
111,"DE2",74.1241,0.02,0.979,0.001,"Env1","0",1,1,87.5554220790992
112,"DE3",75.8776,0.24,0.734,0.026,"Env1","0",1,1,77.9488244158251
113,"DE811",79.1373,0.779,0.218,0.003,"Env1","0",1,1,102.944389015934
114,"E2558W",78.516,0.006,0.923,0.07,"Env1","0",1,1,92.7856161549507
115,"EP1",60.9675,0.001,0.461,0.537,"Env1","0",1,1,84.082995312521
116,"F2834T",74.6321,0.026,0.421,0.553,"Env1","0",1,1,82.5020392305084
117,"F44",82.1659,0.01,0.62,0.369,"Env1","0",1,1,80.7270548022942
118,"F6",82.2712,0.005,0.745,0.25,"Env1","0",1,1,64.4536726707744
119,"F7",57.7955,0.07,0.608,0.322,"Env1","0",1,1,35.6983678385402
120,"GA209",83.5588,0.004,0.979,0.017,"Env1","0",1,1,65.4834927302342
121,"GT112",82.9939,0.008,0.839,0.153,"Env1","0",1,1,83.5921707565923
122,"H105W",70.58,0.753,0.209,0.038,"Env1","0",1,1,65.2312895322245
123,"H49",73.573,0.002,0.995,0.003,"Env1","0",1,1,64.020378323807
124,"H84",76.9237,0.714,0.281,0.004,"Env1","0",1,1,50.9044550004996
125,"H91",72.4586,0.997,0.002,0.001,"Env1","0",1,1,69.239752714561
126,"H95",75.7706,0.001,0.898,0.101,"Env1","0",1,1,74.6726907774583
127,"H99",68.1534,0.001,0.997,0.002,"Env1","0",1,1,69.6036535158499
128,"HI27",84.2825,0.207,0.019,0.774,"Env1","0",1,1,103.69186298828
129,"HP301",71.7176,0,0,0,"Env1","0",1,1,69.7988933886289
130,"HY",76.059,0.079,0.898,0.024,"Env1","0",1,1,74.5377822643273
131,"I137TN",77.3085,0.002,0.539,0.459,"Env1","0",1,1,85.3452349057275
132,"I205",73.1494,0.23,0.767,0.003,"Env1","0",1,1,58.2659951766319
134,"IA2132",66.9151,0,0,0,"Env1","0",1,1,93.870015846866
135,"IA5125",73.7,0,0,0,"Env1","0",1,1,50.7002332305639
136,"IDS28",73.1489,0,0,0,"Env1","0",1,1,70.1029949213048
137,"IDS69",74.8755,0,0,0,"Env1","0",1,1,71.7936873513494
138,"IDS91",72.8956,0,0,0,"Env1","0",1,1,77.9432987652662
139,"IL101",64.9637,0,0,0,"Env1","0",1,1,73.645064018416
140,"IL14H",67.6062,0,0,0,"Env1","0",1,1,51.5931224835016
141,"IL677A",79.6582,0,0,0,"Env1","0",1,1,64.161938901246
142,"K148",75.8236,0.087,0.886,0.027,"Env1","0",1,1,101.663370662555
143,"K4",79.7796,0.11,0.873,0.017,"Env1","0",1,1,94.6563833557038
144,"K55",74.8692,0.01,0.98,0.01,"Env1","0",1,1,72.9589322998447
145,"K64",79.0343,0.033,0.965,0.002,"Env1","0",1,1,83.4515859282341
146,"KI11",87.092,0.003,0.017,0.98,"Env1","0",1,1,100.465723626645
147,"KI14",102.3563,0.003,0.003,0.994,"Env1","0",1,1,103.567577063084
148,"KI2021",90.9691,0.004,0.005,0.991,"Env1","0",1,1,130.676952735887
149,"KI21",78.0904,0.001,0.393,0.606,"Env1","0",1,1,104.636599135284
150,"KI3",84.0508,0.001,0.002,0.997,"Env1","0",1,1,80.9037125062938
151,"KI43",80.5768,0.029,0.048,0.923,"Env1","0",1,1,96.5301984004357
152,"KI44",86.5349,0.001,0.018,0.981,"Env1","0",1,1,80.0212881362504
153,"KY21",80.6388,0.008,0.859,0.133,"Env1","0",1,1,82.8852355560217
154,"KY226",78.1843,0.011,0.732,0.258,"Env1","0",1,1,84.2714539796364
155,"KY228",80.1691,0.134,0.709,0.157,"Env1","0",1,1,77.1462424904952
156,"L317",75.6883,0.001,0.99,0.009,"Env1","0",1,1,107.24261159886
157,"L578",82.7188,0.007,0.297,0.696,"Env1","0",1,1,104.514947808534
158,"M14",67.8828,0.012,0.849,0.139,"Env1","0",1,1,65.8391706405232
159,"M162W",78.7757,0.002,0.996,0.002,"Env1","0",1,1,53.2137038172101
160,"M37W",79.3077,0.012,0.404,0.584,"Env1","0",1,1,82.6376051666746
161,"MEF156552",61.8726,0.007,0.854,0.139,"Env1","0",1,1,50.1715969748229
162,"MO17",73.5243,0.001,0.998,0.001,"Env1","0",1,1,78.1332112182078
163,"MO18W",84.9689,0.011,0.307,0.683,"Env1","0",1,1,91.2832113405789
164,"MO1W",73.1586,0.004,0.828,0.168,"Env1","0",1,1,88.9348211886558
165,"MO24W",77.6315,0.108,0.727,0.165,"Env1","0",1,1,60.1742187949039
166,"MO44",74.0944,0.002,0.996,0.002,"Env1","0",1,1,90.736662185761
167,"MO45",69.7817,0.252,0.516,0.232,"Env1","0",1,1,76.8511458503061
168,"MO46",76.8292,0.152,0.838,0.011,"Env1","0",1,1,103.090310385872
169,"MO47",67.3645,0.18,0.624,0.196,"Env1","0",1,1,105.438798612438
170,"MOG",76.7004,0.002,0.996,0.002,"Env1","0",1,1,51.6940494837156
171,"MP339",81.4118,0.102,0.641,0.258,"Env1","0",1,1,80.8913326092887
172,"MS1334",63.3397,0.002,0.884,0.114,"Env1","0",1,1,66.4594869236047
173,"MS153",67.6877,0.063,0.865,0.073,"Env1","0",1,1,88.207709524979
174,"MS71",69.9717,0.002,0.997,0.001,"Env1","0",1,1,70.8510666100865
175,"MT42",60.7897,0.004,0.765,0.231,"Env1","1",1,0,74.263874678358
176,"N192",68.0591,0.998,0.001,0.001,"Env1","0",1,1,32.9801058010937
177,"N28HT",72.3818,0.551,0.447,0.002,"Env1","0",1,1,80.3579353404279
178,"N6",72.331,0.017,0.98,0.003,"Env1","0",1,1,61.5991079068011
179,"N7A",71.4677,0.494,0.503,0.002,"Env1","0",1,1,56.9249151128346
180,"NC222",79.741,0.004,0.874,0.122,"Env1","1",1,0,96.2935200584149
181,"NC230",74.6365,0.004,0.994,0.002,"Env1","0",1,1,66.265165271802
182,"NC232",75.6048,0.068,0.839,0.094,"Env1","0",1,1,69.5034347091071
183,"NC236",80.8717,0.023,0.974,0.002,"Env1","0",1,1,51.976522540952
184,"NC238",84.1726,0.004,0.989,0.007,"Env1","0",1,1,98.9749193152803
185,"NC250",73.2365,0.941,0.057,0.002,"Env1","0",1,1,64.9594810356093
186,"NC258",78.3731,0.001,0.997,0.001,"Env1","0",1,1,74.2148211683488
187,"NC260",73.3428,0.005,0.992,0.003,"Env1","0",1,1,77.6523346723126
188,"NC262",72.9937,0.007,0.991,0.001,"Env1","0",1,1,51.5963116232527
189,"NC264",75.8274,0.015,0.018,0.967,"Env1","1",1,0,42.9674842826738
190,"NC290A",75.7686,0.015,0.984,0.001,"Env1","0",1,1,79.5962258682457
191,"NC294",73.7393,0.998,0.001,0.001,"Env1","0",1,1,61.7241738254127
192,"NC296",77.3119,0.002,0.001,0.997,"Env1","0",1,1,111.936079952915
193,"NC296A",78.4604,0.002,0.001,0.997,"Env1","0",1,1,76.6975648526087
194,"NC298",76.9959,0.001,0.001,0.998,"Env1","0",1,1,65.2396986192046
195,"NC300",81.3896,0.002,0.003,0.995,"Env1","0",1,1,74.2860685714458
196,"NC302",74.5463,0.002,0.003,0.996,"Env1","0",1,1,104.976379698726
197,"NC304",74.6772,0.001,0.002,0.997,"Env1","0",1,1,63.9491285741173
198,"NC306",74.5105,0.998,0.001,0.001,"Env1","0",1,1,76.5805232610778
199,"NC310",74.5323,0.999,0.001,0.001,"Env1","1",1,0,60.040965198202
200,"NC314",75.1653,0.998,0.001,0.001,"Env1","0",1,1,90.6586997542497
201,"NC318",78.5687,0.002,0.032,0.966,"Env1","0",1,1,81.4507458716289
202,"NC320",76.7693,0.004,0.005,0.991,"Env1","0",1,1,92.0761095099675
203,"NC324",77.3784,0.999,0.001,0.001,"Env1","0",1,1,68.6347060832434
204,"NC326",76.2669,0.998,0.001,0.001,"Env1","0",1,1,71.8744689212243
205,"NC328",74.238,0.998,0.001,0.001,"Env1","0",1,1,62.7416492512531
206,"NC33",81.384,0.129,0.862,0.01,"Env1","0",1,1,62.9739942051318
207,"NC336",79.7619,0.002,0.001,0.997,"Env1","0",1,1,86.158877417092
208,"NC338",78.0938,0.002,0.003,0.995,"Env1","1",1,0,80.6989474017955
209,"NC340",77.7262,0.009,0.004,0.987,"Env1","0",1,1,91.137669285514
210,"NC342",73.384,0.005,0.994,0.001,"Env1","0",1,1,59.5144047719087
211,"NC344",76.9914,0.002,0.997,0.001,"Env1","0",1,1,70.566960596105
212,"NC346",77.9955,0.002,0.001,0.997,"Env1","0",1,1,87.0291925813895
213,"NC348",77.6858,0.001,0.001,0.997,"Env1","0",1,1,62.8609358073783
214,"NC350",77.7047,0.003,0.002,0.995,"Env1","1",1,0,107.256577311665
215,"NC352",80.7583,0.003,0.001,0.996,"Env1","0",1,1,45.1915535883525
216,"NC354",78.7022,0.01,0.001,0.989,"Env1","0",1,1,76.7274721816883
217,"NC356",76.9065,0.001,0.031,0.968,"Env1","0",1,1,79.7055420078462
218,"NC358",72.9944,0.001,0.143,0.856,"Env1","0",1,1,59.0045765810482
219,"NC360",76.7912,0.001,0.475,0.523,"Env1","0",1,1,83.1135984213506
220,"NC362",75.6493,0.002,0.54,0.458,"Env1","0",1,1,62.1602744389143
221,"NC364",74.0945,0.002,0.507,0.492,"Env1","0",1,1,83.1916054340041
222,"NC366",80.1203,0.018,0.467,0.514,"Env1","0",1,1,74.3795027451807
223,"NC368",75.9685,0.996,0.003,0.001,"Env1","0",1,1,47.488989072963
224,"ND246",62.7605,0.004,0.76,0.236,"Env1","0",1,1,47.99803873233
225,"OH40B",74.9959,0.002,0.996,0.002,"Env1","0",1,1,74.4089581085561
226,"OH43",68.5854,0.001,0.998,0.001,"Env1","0",1,1,71.2113296471601
227,"OH43E",69.148,0.002,0.997,0.001,"Env1","1",1,0,64.2412744952929
228,"OH603",80.8601,0.002,0.669,0.329,"Env1","0",1,1,75.5908058856277
229,"OH7B",82.1824,0.031,0.967,0.002,"Env1","0",1,1,79.5122137462795
230,"OS420",73.7354,0.016,0.983,0.001,"Env1","0",1,1,79.2832895809575
231,"P39",66.286,0,0,0,"Env1","0",1,1,71.7326438866833
232,"PA762",73.605,0.001,0.998,0.001,"Env1","0",1,1,73.1619022233255
233,"PA875",72.4222,0.002,0.979,0.02,"Env1","0",1,1,68.0561299219535
234,"PA880",73.2393,0.002,0.993,0.005,"Env1","0",1,1,74.0763172798528
235,"PA91",76.0519,0.001,0.997,0.002,"Env1","0",1,1,85.1676990413604
236,"R109B",72.3121,0.113,0.855,0.032,"Env1","0",1,1,52.3529794951358
237,"R168",70.3065,0.002,0.996,0.002,"Env1","0",1,1,68.6007705746091
238,"R177",76.2678,0.122,0.875,0.002,"Env1","0",1,1,103.893937162791
239,"R229",76.9172,0.991,0.002,0.007,"Env1","0",1,1,70.4297299131381
240,"R4",74.9659,0.019,0.979,0.003,"Env1","0",1,1,96.6354124038561
241,"SA24",74.3062,0,0,0,"Env1","0",1,1,78.7237608935466
242,"SC213R",86.2039,0.002,0.579,0.419,"Env1","0",1,1,79.1507892083887
243,"SC357",78.6115,0.003,0.622,0.375,"Env1","0",1,1,87.4488975662832
244,"SD40",72.0045,0.417,0.581,0.002,"Env1","0",1,1,50.108647678275
245,"SD44",69.5738,0.006,0.993,0.001,"Env1","0",1,1,70.3983002929865
246,"SG1533",73.6917,0,0,0,"Env1","0",1,1,83.0451369229318
247,"SG18",76.8717,0,0,0,"Env1","0",1,1,47.2792950260794
248,"T232",77.3524,0.14,0.459,0.402,"Env1","0",1,1,76.7601477397688
249,"T234",84.2938,0.003,0.985,0.012,"Env1","0",1,1,92.1960739236929
250,"T8",73.7759,0.003,0.989,0.007,"Env1","0",1,1,96.1880506152518
251,"TX303",80.2482,0.065,0.36,0.575,"Env1","0",1,1,91.6204567605753
252,"TX601",86.059,0.003,0.004,0.993,"Env1","0",1,1,81.162762585521
253,"TZI10",89.2717,0.003,0.005,0.992,"Env1","0",1,1,98.6585149467884
254,"TZI16",77.8416,0.248,0.351,0.401,"Env1","0",1,1,55.0420552888534
255,"TZI18",82.6569,0.002,0.003,0.995,"Env1","0",1,1,89.8732124012018
256,"TZI25",76.2009,0.305,0.086,0.608,"Env1","0",1,1,75.3154069339316
257,"TZI8",90.0707,0.041,0.005,0.955,"Env1","0",1,1,94.1573639280537
258,"TZI9",76.884,0.008,0.011,0.982,"Env1","0",1,1,77.3485891039678
259,"U267Y",85.9916,0.002,0.595,0.403,"Env1","0",1,1,111.166123482658
260,"VA102",69.1993,0.001,0.994,0.005,"Env1","1",1,0,59.6522240577558
261,"VA14",77.1231,0.002,0.995,0.003,"Env1","0",1,1,81.644161284155
262,"VA17",74.597,0.002,0.997,0.001,"Env1","0",1,1,85.4262026014752
263,"VA22",75.0246,0.001,0.995,0.003,"Env1","0",1,1,86.3884613442994
264,"VA26",71.4638,0.005,0.983,0.011,"Env1","0",1,1,58.5511355360372
265,"VA35",72.4541,0.002,0.996,0.002,"Env1","0",1,1,66.7918407039512
266,"VA59",71.4482,0.003,0.994,0.003,"Env1","0",1,1,67.4089903018439
267,"VA85",72.2752,0.014,0.983,0.003,"Env1","0",1,1,80.8116935165626
268,"VA99",73.7107,0.158,0.84,0.002,"Env1","0",1,1,51.235602160899
269,"VAW6",74.0861,0.02,0.724,0.256,"Env1","0",1,1,70.6761048315739
270,"W117HT",64.0324,0.159,0.617,0.224,"Env1","0",1,1,53.8857900183013
271,"W153R",68.7572,0.145,0.853,0.002,"Env1","0",1,1,62.6280415833524
272,"W182B",62.6477,0.153,0.845,0.002,"Env1","0",1,1,47.2166875798966
273,"W22",73.5059,0.063,0.931,0.006,"Env1","0",1,1,92.5772777207865
274,"W64A",71.2407,0.001,0.998,0.001,"Env1","0",1,1,36.196731399806
275,"WD",57.1834,0.014,0.97,0.016,"Env1","0",1,1,63.9363661687515
276,"WF9",70.2247,0.005,0.994,0.001,"Env1","0",1,1,63.0657001951532
277,"YU796NS",71.5172,0.189,0.785,0.026,"Env1","0",1,1,78.785233978142
1,"3316",75.6091,0.014,0.972,0.014,"Env2","0",0,1,64.0215282110989
2,"3811",78.7223,0.003,0.993,0.004,"Env2","0",0,1,76.700742260444
3,"4226",66.6023,0.071,0.917,0.012,"Env2","0",0,1,77.5959672468027
4,"4722",78.9496,0.035,0.854,0.111,"Env2","0",0,1,81.0652679238597
5,"A188",61.1269,0.013,0.982,0.006,"Env2","0",0,1,63.5316741972119
6,"A214N",81.1063,0.762,0.017,0.221,"Env2","1",0,0,84.3569707550375
7,"A239",68.611,0.035,0.963,0.002,"Env2","0",0,1,52.314121627012
8,"A272",70.4043,0.019,0.122,0.859,"Env2","0",0,1,78.4124108620886
9,"A4415",77.7701,0.005,0.531,0.464,"Env2","0",0,1,64.0728967304695
10,"A554",62.5807,0.019,0.979,0.002,"Env2","0",0,1,71.6575711997315
11,"A556",64.1548,0.004,0.994,0.002,"Env2","0",0,1,54.308425112778
12,"A6",82.0828,0.003,0.03,0.967,"Env2","0",0,1,83.4813538955832
13,"A619",69.4189,0.009,0.99,0.001,"Env2","0",0,1,60.6335538290922
14,"A632",69.4034,0.993,0.004,0.004,"Env2","0",0,1,47.7828489194215
15,"A634",66.9987,0.897,0.1,0.004,"Env2","0",0,1,53.9056050290706
16,"A635",74.847,0.825,0.171,0.004,"Env2","0",0,1,71.6337255190339
17,"A641",64.1534,0.517,0.481,0.002,"Env2","0",0,1,58.1193595085925
18,"A654",61.7508,0.083,0.915,0.002,"Env2","0",0,1,70.2434426750688
19,"A659",70.5385,0.006,0.991,0.002,"Env2","0",0,1,73.802767856532
20,"A661",65.2638,0.111,0.852,0.037,"Env2","0",0,1,84.2364079145848
21,"A679",68.2021,0.862,0.127,0.011,"Env2","0",0,1,72.6647478874118
22,"A680",72.822,0.993,0.004,0.002,"Env2","0",0,1,50.9746457547235
23,"A682",68.8663,0.002,0.997,0.001,"Env2","0",0,1,87.7671880428936
24,"AB28A",82.8519,0.002,0.776,0.222,"Env2","0",0,1,110.295667070986
25,"B10",80.3665,0.429,0.57,0.002,"Env2","0",0,1,116.948300316132
26,"B103",68.0784,0.163,0.829,0.009,"Env2","0",0,1,41.7959079330244
27,"B104",73.0927,0.694,0.305,0.002,"Env2","0",0,1,67.2056863641998
28,"B105",74.4904,0.397,0.566,0.037,"Env2","0",0,1,91.4619321607696
29,"B109",69.1111,0.995,0.003,0.002,"Env2","0",0,1,84.339377993154
30,"B115",75.0215,0.061,0.847,0.092,"Env2","0",0,1,82.2152694693011
31,"B14A",74.1976,0.998,0.001,0.001,"Env2","0",0,1,64.7209525820996
32,"B164",71.7268,0.233,0.756,0.011,"Env2","1",0,0,84.6543371085974
33,"B2",70.1453,0.007,0.988,0.005,"Env2","0",0,1,84.7790441104056
34,"B37",74.1355,0.997,0.002,0.001,"Env2","0",0,1,65.4873257065936
35,"B46",73.7353,0.214,0.784,0.002,"Env2","0",0,1,78.9519715914744
36,"B52",75.3501,0.012,0.985,0.003,"Env2","0",0,1,64.6370129709077
37,"B57",71.5856,0.002,0.996,0.002,"Env2","0",0,1,74.5787677468202
38,"B64",63.7854,0.988,0.002,0.01,"Env2","0",0,1,70.0982177623076
39,"B68",76.5085,0.998,0.001,0.001,"Env2","0",0,1,82.816974376569
40,"B73",72.0762,0.999,0.001,0.001,"Env2","0",0,1,52.4704005254706
41,"B73HTRHM",72.3007,0.999,0.001,0.001,"Env2","0",0,1,78.0340887240791
42,"B75",71.7824,0.005,0.993,0.002,"Env2","0",0,1,72.3174824510445
43,"B76",72.3682,0.912,0.087,0.001,"Env2","0",0,1,79.1685249248378
44,"B77",72.9512,0.083,0.915,0.002,"Env2","0",0,1,65.9250214035699
45,"B79",74.597,0.305,0.693,0.002,"Env2","0",0,1,75.8799866977081
46,"B84",75.2271,0.996,0.003,0.001,"Env2","0",0,1,80.2026627789968
47,"B97",74.188,0.016,0.981,0.003,"Env2","0",0,1,86.4956865592133
48,"C103",73.7944,0.002,0.997,0.001,"Env2","0",0,1,58.4599799968486
49,"C123",70.3352,0.047,0.952,0.002,"Env2","0",0,1,64.5112305593977
50,"C49A",61.4123,0.127,0.869,0.004,"Env2","0",0,1,48.4978183764403
51,"CH70130",69.5911,0.004,0.993,0.003,"Env2","0",0,1,71.0203512058263
